open,close,high,low
177.257,177.393,177.659,177.142
177.395,177.503,177.641,177.36
177.503,177.446,177.613,177.414
177.445,177.292,177.472,177.084
177.291,177.179,177.302,177.098
177.179,177.14,177.231,177.104
177.138,177.205,177.233,177.109
177.205,177.178,177.467,177.094
177.185,177.399,177.438,177.04
177.399,177.126,177.422,177.049
177.411,177.389,177.486,177.265
177.385,177.415,177.444,177.349
177.421,177.541,177.598,177.403
177.586,177.594,177.642,177.549
177.593,177.689,177.697,177.55
177.688,177.46,177.729,177.46
177.445,177.269,177.468,177.149
177.27,177.216,177.354,177.203
177.217,177.248,177.307,177.176
177.246,177.27,177.288,177.201
177.274,177.284,177.36,177.232
177.284,177.29,177.324,177.233
177.291,177.089,177.298,177.056
177.088,177.099,177.121,177.046
177.104,177.054,177.121,176.94
177.049,177.067,177.089,176.97
177.067,177.033,177.102,176.984
177.04,177.049,177.102,176.98
177.051,176.962,177.076,176.703
176.962,176.778,176.97,176.661
176.773,177.236,177.301,176.74
177.242,177.512,177.563,177.23
177.508,177.841,177.896,177.491
177.845,177.677,177.946,177.612
177.681,177.715,177.945,177.639
177.715,177.507,177.757,177.369
177.507,177.352,177.621,177.309
177.352,177.256,177.493,177.215
177.252,177.172,177.364,177.135
177.172,177.238,177.279,177.114
177.238,177.389,177.408,177.206
177.384,177.291,177.483,177.185
177.291,177.19,177.319,176.952
177.186,177.294,177.508,177.186
177.293,177.579,177.659,177.27
177.579,177.637,177.744,177.435
177.638,177.758,177.761,177.579
177.757,177.605,177.87,177.605
177.604,177.75,177.83,177.545
177.75,177.838,177.855,177.712
177.843,178.018,178.186,177.827
178.017,178.011,178.039,177.924
178.01,178.083,178.107,177.966
178.084,178.017,178.103,177.95
178.016,177.75,178.047,177.723
177.745,177.763,177.837,177.723
177.752,177.707,177.773,177.672
177.706,177.791,177.87,177.69
177.788,177.776,177.872,177.684
177.776,177.755,177.856,177.736
177.754,177.818,177.878,177.737
177.819,177.811,177.843,177.8
177.813,177.693,177.813,177.674
177.693,177.706,177.742,177.619
177.704,177.811,177.838,177.688
177.802,177.84,177.94,177.733
177.837,177.916,178.052,177.797
177.917,177.82,177.955,177.812
177.819,177.646,177.891,177.618
177.642,177.597,177.702,177.597
177.602,177.63,177.68,177.555
177.628,177.737,177.763,177.625
177.736,177.552,177.736,177.546
177.552,177.595,177.684,177.54
177.594,177.578,177.654,177.521
177.579,177.473,177.618,177.458
177.473,177.545,177.547,177.304
177.544,177.489,177.582,177.416
177.491,177.533,177.683,177.385
177.533,177.506,177.618,177.424
177.511,177.396,177.528,177.29
177.404,177.321,177.679,177.178
177.322,177.497,177.576,177.176
177.498,177.324,177.505,177.225
177.324,177.34,177.376,177.164
177.342,177.438,177.444,177.281
177.436,177.364,177.562,177.242
177.366,177.294,177.441,177.254
177.294,177.387,177.413,177.093
177.387,177.189,177.457,177.173
177.178,177.409,177.488,177.093
177.412,177.428,177.56,177.341
177.43,177.81,177.869,177.389
177.816,177.989,178.13,177.69
177.991,178.224,178.261,177.9
178.22,178.099,178.297,178.034
178.097,178.074,178.231,178.022
178.074,178.022,178.097,177.873
178.024,178.11,178.225,177.982
178.111,178.099,178.175,178.076
178.101,178.081,178.189,178.054
178.08,178.043,178.19,178.011
178.049,177.955,178.062,177.916
177.955,177.91,178.005,177.889
177.912,177.906,177.969,177.836
177.908,177.932,178.014,177.901
177.899,177.952,178.003,177.878
177.952,177.92,178.007,177.864
177.921,177.985,178.022,177.844
177.985,177.906,177.985,177.883
177.9,177.993,178.017,177.9
177.992,177.905,177.992,177.879
177.873,177.952,177.953,177.817
177.951,177.54,177.97,177.428
177.554,177.599,177.662,177.404
177.598,177.648,177.803,177.588
177.649,177.674,177.808,177.594
177.675,177.742,177.761,177.651
177.743,177.769,177.78,177.604
177.769,177.673,177.794,177.671
177.672,177.747,177.765,177.653
177.747,177.995,178.019,177.738
177.993,178.185,178.416,177.95
178.188,177.983,178.27,177.959
177.985,177.965,178.121,177.891
177.97,177.938,178.072,177.907
177.938,177.619,177.976,177.597
177.622,177.823,177.861,177.563
177.819,177.935,178.073,177.775
177.929,177.489,178.264,177.452
177.494,177.318,177.518,177.167
177.316,177.385,177.524,177.29
177.384,177.486,177.552,177.358
177.491,177.392,177.53,177.29
177.4,177.431,177.693,177.373
177.429,177.362,177.436,177.313
177.36,177.17,177.476,177.124
177.165,177.257,177.279,177.075
177.261,177.389,177.424,177.178
177.389,177.036,177.52,176.827
177.037,177.125,177.161,176.766
177.131,177.239,177.419,177.03
177.239,177.411,177.519,177.183
177.408,177.278,177.546,177.268
177.28,177.287,177.301,177.119
177.289,177.186,177.318,177.184
177.182,177.323,177.334,177.182
177.324,177.373,177.455,177.238
177.38,177.448,177.549,177.374
177.45,177.322,177.451,177.28
177.322,177.289,177.348,177.285
177.289,177.44,177.491,177.267
177.46,177.446,177.479,177.313
177.447,177.478,177.502,177.418
177.46,177.38,177.478,177.353
177.385,177.424,177.49,177.38
177.423,177.446,177.494,177.373
177.447,177.409,177.485,177.409
177.407,177.442,177.467,177.358
177.441,177.358,177.446,177.305
177.296,177.385,177.403,177.282
177.386,177.256,177.472,177.254
177.257,177.321,177.37,177.238
177.321,177.3,177.359,177.247
177.302,177.317,177.32,177.188
177.319,177.425,177.427,177.272
177.427,177.534,177.592,177.414
177.536,177.457,177.555,177.437
177.455,177.452,177.517,177.431
177.453,177.437,177.533,177.39
177.435,177.411,177.448,177.35
177.411,177.331,177.433,177.276
177.328,177.529,177.588,177.256
177.529,177.496,177.602,177.455
177.5,177.632,177.731,177.5
177.635,177.348,177.637,177.298
177.352,177.279,177.585,177.252
177.279,177.319,177.419,177.11
177.327,177.122,177.337,177.013
177.121,176.916,177.224,176.915
176.917,176.91,177.015,176.837
176.91,176.849,176.917,176.758
176.847,177.228,177.234,176.83
177.23,177.242,177.462,177.209
177.241,177.132,177.255,177.053
177.135,177.393,177.496,177.096
177.387,177.407,177.489,177.184
177.406,177.516,177.605,177.326
177.512,177.467,177.593,177.446
177.469,177.542,177.563,177.347
177.543,177.669,177.705,177.526
177.673,177.709,177.71,177.551
177.706,177.842,177.933,177.689
177.843,177.687,177.94,177.687
177.687,177.643,177.743,177.562
177.645,177.727,177.836,177.592
177.729,177.598,177.742,177.596
177.597,177.372,177.6,177.372
177.375,177.444,177.485,177.341
177.443,177.478,177.571,177.418
177.483,177.425,177.485,177.352
177.425,177.483,177.571,177.422
177.486,177.632,177.649,177.486
177.64,177.563,177.658,177.556
177.563,177.591,177.625,177.56
177.592,177.637,177.677,177.59
177.636,177.544,177.643,177.505
177.544,177.459,177.604,177.454
177.473,177.483,177.511,177.342
177.483,177.494,177.572,177.425
177.493,177.471,177.502,177.404
177.468,177.45,177.491,177.402
177.448,177.483,177.524,177.44
177.481,177.494,177.514,177.416
177.491,177.458,177.495,177.435
177.454,177.378,177.481,177.374
177.376,177.412,177.448,177.366
177.412,177.374,177.421,177.312
177.374,177.459,177.473,177.355
177.459,177.554,177.565,177.458
177.554,177.509,177.563,177.454
177.507,177.482,177.576,177.478
177.482,177.471,177.532,177.405
177.473,177.456,177.483,177.371
177.454,177.36,177.466,177.329
177.361,177.335,177.385,177.334
177.331,177.381,177.395,177.23
177.381,177.345,177.396,177.329
177.345,177.451,177.504,177.334
177.448,177.379,177.46,177.372
177.382,177.362,177.425,177.335
177.364,177.518,177.738,177.306
177.523,177.928,177.928,177.072
177.859,177.433,177.876,177.171
177.43,177.218,177.556,177.141
177.218,177.188,177.265,177.093
177.191,177.292,177.388,177.173
177.298,177.362,177.436,177.274
177.362,177.274,177.372,177.268
177.279,177.37,177.397,177.269
177.369,177.397,177.424,177.288
177.403,177.26,177.412,177.185
177.26,177.356,177.372,177.227
177.356,177.437,177.47,177.325
177.434,177.357,177.459,177.345
177.358,177.375,177.39,177.306
177.374,177.42,177.448,177.348
177.423,177.358,177.444,177.337
177.358,177.498,177.507,177.338
177.496,177.481,177.547,177.24
177.272,177.359,177.401,177.215
177.358,177.2,177.374,177.155
177.213,177.345,177.438,177.2
177.345,177.345,177.4,177.297
177.347,177.355,177.484,177.315
177.356,177.328,177.425,177.293
177.325,177.4,177.434,177.24
177.399,177.529,177.572,177.331
177.534,177.574,177.599,177.479
177.574,177.541,177.624,177.53
177.539,177.689,177.71,177.532
177.689,177.674,177.752,177.643
177.673,177.66,177.678,177.644
177.657,177.508,177.706,177.497
177.508,177.618,177.643,177.492
177.618,177.581,177.628,177.578
177.581,177.516,177.596,177.48
177.515,177.565,177.602,177.513
177.565,177.568,177.58,177.492
177.57,177.557,177.606,177.533
177.554,177.685,177.69,177.533
177.688,177.664,177.698,177.626
177.666,177.832,177.835,177.657
177.832,177.779,177.844,177.747
177.781,177.841,177.853,177.77
177.84,177.8,177.852,177.765
177.799,177.898,177.898,177.775
177.895,177.926,178.001,177.895
177.929,177.859,177.929,177.832
177.857,177.859,177.962,177.852
177.879,177.887,177.917,177.736
177.886,177.817,177.945,177.657
177.82,177.937,177.999,177.8
177.939,178.072,178.089,177.924
178.068,178.093,178.142,177.967
178.093,178.184,178.187,177.999
178.188,178.233,178.269,178.131
178.233,178.075,178.233,178.02
178.073,177.992,178.094,177.89
177.992,178.035,178.053,177.939
178.035,178.026,178.063,177.947
178.029,178.024,178.038,177.89
178.026,178.084,178.1,177.955
178.084,178.064,178.103,178.033
178.064,177.925,178.122,177.632
177.934,177.875,177.973,177.839
177.876,177.833,177.926,177.809
177.833,177.841,177.978,177.824
177.824,177.79,177.829,177.702
177.79,177.899,177.905,177.751
177.898,177.849,177.922,177.844
177.849,177.896,177.944,177.836
177.896,177.921,177.937,177.857
177.921,177.885,177.943,177.869
177.885,177.845,177.902,177.826
177.845,177.97,178.018,177.787
177.969,177.932,177.998,177.898
177.93,178.068,178.084,177.93
178.074,178.125,178.167,178.033
178.124,178.24,178.24,178.112
178.242,178.147,178.253,178.089
178.146,178.234,178.27,178.119
178.238,178.335,178.345,178.169
178.333,178.085,178.337,177.974
178.083,178.214,178.271,178.016
178.212,178.276,178.296,178.163
178.278,178.287,178.389,178.116
178.287,178.094,178.301,177.983
178.092,178.525,178.53,178.062
178.507,178.478,178.634,178.365
178.478,178.658,178.747,178.382
178.73,178.117,178.873,177.924
178.117,178.16,178.366,178.105
178.16,178.21,178.355,178.087
178.211,178.372,178.44,178.211
178.372,178.465,178.51,178.318
178.465,178.712,178.752,178.457
178.713,178.762,178.851,178.709
178.762,178.871,178.962,178.746
178.877,178.906,179.011,178.838
178.907,178.874,178.943,178.79
178.873,179.015,179.113,178.841
179.015,179.002,179.177,178.916
179.001,178.879,179.111,178.875
178.883,178.886,179.023,178.766
178.888,178.81,178.904,178.705
178.81,178.684,178.896,178.665
178.685,178.643,178.76,178.615
178.645,178.736,178.795,178.636
178.735,178.67,178.794,178.662
178.666,178.557,178.708,178.438
178.558,178.497,178.609,178.434
178.473,178.396,178.534,178.338
178.396,178.357,178.414,178.293
178.349,178.252,178.443,178.228
178.252,178.062,178.259,178.001
178.052,178.193,178.225,178.043
178.192,178.195,178.241,178.1
178.195,178.251,178.3,178.156
178.251,178.217,178.265,178.162
178.224,178.26,178.279,178.169
178.261,178.251,178.293,178.217
178.231,178.21,178.34,178.195
178.208,178.222,178.274,178.169
178.225,178.237,178.306,178.157
178.235,178.134,178.257,178.115
178.141,178.161,178.176,178.102
178.159,178.099,178.174,178.034
178.098,178.175,178.182,178.068
178.175,178.107,178.275,177.898
178.118,177.881,178.156,177.802
177.88,177.741,177.906,177.624
177.739,177.764,177.838,177.697
177.765,177.807,177.826,177.725
177.814,178.052,178.124,177.777
178.051,178.095,178.242,177.99
178.097,178.342,178.404,178.093
178.35,178.59,178.601,178.309
178.582,178.658,178.658,178.522
178.659,178.542,178.708,178.49
178.54,178.855,178.924,178.516
178.855,178.947,178.989,178.81
178.946,178.928,179.025,178.801
178.927,178.851,179.029,178.844
178.852,178.855,178.94,178.757
178.858,178.967,179.01,178.793
178.967,179.162,179.261,178.882
179.16,179.066,179.252,178.949
179.063,179.112,179.163,179.016
179.117,179.22,179.273,179.066
179.228,179.263,179.283,179.078
179.258,179.024,179.272,178.986
179.031,179.026,179.135,178.906
179.028,178.985,179.167,178.901
178.983,178.911,179.093,178.87
178.912,178.904,179.02,178.8
178.904,178.763,179.047,178.719
178.762,178.761,178.785,178.653
178.754,178.677,178.887,178.508
178.68,178.51,178.713,178.489
178.516,178.525,178.618,178.435
178.525,178.497,178.669,178.43
178.495,178.601,178.659,178.48
178.6,178.568,178.606,178.531
178.55,178.592,178.611,178.544
178.587,178.641,178.691,178.587
178.642,178.699,178.712,178.628
178.693,178.733,178.748,178.657
178.731,178.704,178.772,178.679
178.704,178.641,178.712,178.622
178.669,178.692,178.717,178.611
178.693,178.684,178.809,178.634
178.684,178.706,178.77,178.655
178.707,178.829,178.843,178.707
178.835,178.935,178.935,178.797
178.933,178.956,178.967,178.886
178.957,178.963,178.983,178.898
178.963,179.037,179.076,178.959
179.038,178.926,179.076,178.898
178.929,178.837,178.935,178.808
178.841,178.742,178.859,178.698
178.744,178.761,178.854,178.721
178.762,178.695,178.803,178.598
178.696,178.666,178.793,178.58
178.665,178.188,178.716,178.099
178.184,177.877,178.253,177.761
177.876,177.766,177.909,177.632
177.748,177.791,177.805,177.564
177.793,177.679,177.793,177.679
177.688,177.752,177.85,177.636
177.753,177.703,177.844,177.669
177.701,177.778,177.918,177.635
177.773,177.995,178.054,177.77
177.993,177.927,178.018,177.85
177.924,177.6,177.936,177.576
177.597,177.548,177.811,177.533
177.544,177.578,177.689,177.537
177.579,177.559,177.717,177.498
177.559,177.435,177.651,177.408
177.433,177.33,177.552,177.282
177.327,177.381,177.559,177.234
177.378,177.308,177.47,177.205
177.308,177.2,177.325,177.1
177.2,177.371,177.393,177.144
177.378,177.441,177.528,177.297
177.439,177.227,177.481,177.219
177.226,177.183,177.335,177.169
177.186,177.303,177.366,177.181
177.308,177.382,177.421,177.284
177.386,177.372,177.416,177.307
177.372,177.387,177.437,177.33
177.387,177.366,177.432,177.334
177.371,177.353,177.425,177.313
177.354,177.306,177.386,177.267
177.307,177.389,177.406,177.305
177.39,177.309,177.394,177.302
177.31,177.323,177.386,177.293
177.323,177.381,177.389,177.302
177.44,177.308,177.452,177.287
177.309,177.305,177.344,177.243
177.303,177.41,177.448,177.266
177.41,177.481,177.523,177.353
177.483,177.321,177.494,177.312
177.321,177.298,177.36,177.289
177.303,177.345,177.354,177.261
177.346,177.376,177.419,177.325
177.373,177.362,177.383,177.314
177.362,177.314,177.4,177.29
177.314,177.323,177.363,177.298
177.323,177.263,177.331,177.26
177.265,177.091,177.265,176.998
177.093,177.113,177.26,177.056
177.115,176.915,177.3,176.892
176.918,176.804,176.972,176.748
176.802,176.703,176.92,176.66
176.716,176.048,176.716,175.901
176.048,176.142,176.237,175.983
176.15,176.264,176.286,176.103
176.264,176.043,176.297,175.995
176.049,175.917,176.093,175.903
175.917,175.918,175.983,175.768
175.92,175.945,175.996,175.848
175.944,175.751,175.947,175.687
175.751,175.828,175.91,175.669
175.828,175.945,175.949,175.724
175.947,175.756,176.021,175.756
175.753,176.055,176.213,175.752
176.063,176.101,176.213,175.962
176.098,176.071,176.217,176.071
176.071,176.182,176.3,176.062
176.183,175.955,176.219,175.896
175.954,176.161,176.165,175.929
176.167,176.024,176.184,176.006
176.024,176.008,176.093,175.939
176.009,176.085,176.137,175.984
176.086,176.038,176.17,176.022
176.029,175.906,176.076,175.888
175.908,176.028,176.082,175.879
176.033,175.91,176.069,175.889
175.91,175.83,176.056,175.78
175.83,175.887,175.949,175.822
175.883,175.894,175.942,175.854
175.911,176.015,176.05,175.909
176.018,176.039,176.043,175.888
176.039,175.996,176.046,175.959
175.994,175.918,176.023,175.908
175.944,175.925,175.985,175.826
175.924,175.952,175.984,175.874
175.955,175.969,176.008,175.923
175.971,175.977,176.054,175.97
175.974,175.847,176.07,175.833
175.85,175.915,175.949,175.825
175.913,175.893,175.913,175.846
175.893,175.962,175.972,175.893
175.961,175.942,175.982,175.902
175.942,175.932,176.034,175.932
175.937,175.761,175.987,175.744
175.761,175.585,175.769,175.448
175.585,175.595,175.692,175.521
175.594,175.708,175.741,175.524
175.71,176.094,176.155,175.679
176.093,176.116,176.262,176.024
176.123,176.098,176.221,175.922
176.099,176.263,176.318,176.057
176.265,176.342,176.523,176.223
176.34,176.208,176.378,176.185
176.209,176.28,176.426,176.171
176.281,176.156,176.332,176.068
176.159,176.302,176.304,176.132
176.301,176.114,176.414,176.087
176.116,176.263,176.46,176.078
176.264,175.812,176.283,175.283
175.807,175.98,176.061,175.703
175.976,176.136,176.3,175.973
176.137,175.906,176.148,175.881
175.908,176.193,176.264,175.899
176.189,176.345,176.451,176.182
176.346,176.313,176.413,176.207
176.314,176.44,176.5,176.303
176.441,176.341,176.504,176.333
176.329,176.226,176.397,176.188
176.222,176.185,176.275,176.119
176.189,176.111,176.23,176.096
176.112,176.192,176.212,176.104
176.194,176.194,176.247,176.145
176.193,176.194,176.222,176.146
176.197,176.264,176.288,176.175
176.264,176.259,176.386,176.239
176.263,176.208,176.31,176.194
176.208,176.208,176.305,176.203
176.206,176.217,176.294,176.185
176.218,176.139,176.243,176.129
176.139,176.161,176.17,176.104
176.161,176.065,176.18,176.027
176.106,176.035,176.196,176.001
176.035,176.007,176.102,175.931
176.007,176.058,176.103,175.989
176.059,175.93,176.145,175.895
175.932,175.93,175.952,175.756
175.929,175.925,175.943,175.83
175.926,175.905,175.955,175.873
175.907,175.734,175.909,175.719
175.733,175.819,175.836,175.647
175.819,175.758,175.868,175.739
175.756,175.594,175.77,175.584
175.592,175.572,175.674,175.455
175.562,175.618,175.755,175.56
175.617,175.72,175.793,175.357
175.721,175.493,175.76,175.484
175.492,175.528,175.613,175.404
175.529,175.496,175.6,175.339
175.377,174.962,175.377,174.871
174.961,174.923,175.253,174.923
174.94,175.022,175.148,174.9
175.021,175.204,175.211,174.969
175.204,175.263,175.334,175.195
175.26,175.656,175.862,175.21
175.656,175.769,175.893,175.634
175.775,175.616,175.832,175.514
175.619,176.157,176.26,175.445
176.145,176.329,176.606,176.145
176.333,176.373,176.545,176.295
176.37,176.375,176.438,176.147
176.38,176.196,176.392,176.196
176.205,176.183,176.295,176.097
176.186,176.365,176.373,176.163
176.366,176.342,176.468,176.277
176.344,176.398,176.5,176.281
176.402,176.459,176.495,176.375
176.461,176.519,176.601,176.411
176.505,176.379,176.529,176.358
176.377,176.434,176.494,176.347
176.435,176.437,176.482,176.353
176.435,176.487,176.524,176.426
176.487,176.466,176.562,176.428
176.463,176.442,176.515,176.423
176.434,176.444,176.462,176.395
176.446,176.355,176.461,176.337
176.352,176.421,176.429,176.345
176.42,176.378,176.422,176.364
176.378,176.448,176.449,176.334
176.449,176.435,176.482,176.404
176.518,176.436,176.552,176.364
176.444,176.464,176.572,176.364
176.465,176.468,176.532,176.418
176.468,176.53,176.619,176.452
176.527,176.556,176.584,176.472
176.556,176.577,176.59,176.44
176.578,176.595,176.64,176.549
176.596,176.599,176.632,176.521
176.6,176.52,176.625,176.466
176.518,176.465,176.55,176.451
176.467,176.537,176.537,176.444
176.536,176.543,176.64,176.528
176.537,176.561,176.593,176.448
176.564,176.479,176.659,176.467
176.477,176.189,176.636,176.179
176.188,175.989,176.263,175.975
175.991,176.023,176.244,175.889
176.026,175.825,176.072,175.764
175.832,175.76,175.929,175.689
175.76,175.795,175.895,175.716
175.798,175.955,175.98,175.727
175.955,176.063,176.107,175.91
176.062,176.273,176.341,176.053
176.274,176.278,176.448,176.235
176.272,176.446,176.586,176.245
176.43,176.471,176.687,176.349
176.472,176.37,176.65,176.252
176.367,176.458,176.667,176.321
176.453,176.288,176.535,176.245
176.288,176.149,176.361,175.998
176.149,176.276,176.3,176.102
176.274,176.211,176.297,176.105
176.212,176.135,176.292,176.112
176.134,176.242,176.281,176.095
176.238,176.292,176.443,176.217
176.291,176.336,176.538,176.206
176.321,176.327,176.462,176.192
176.327,176.495,176.561,176.296
176.498,176.86,176.869,176.476
176.861,176.911,176.945,176.83
176.911,176.768,176.949,176.757
176.768,176.855,176.898,176.695
176.855,176.727,176.855,176.667
176.726,176.668,176.773,176.544
176.664,176.629,176.693,176.555
176.628,176.668,176.689,176.573
176.671,176.612,176.69,176.612
176.613,176.655,176.687,176.604
176.656,176.845,176.866,176.587
176.844,176.899,176.997,176.789
176.898,176.766,176.931,176.665
176.766,176.689,176.777,176.638
176.696,176.75,176.759,176.634
176.743,176.783,176.797,176.714
176.784,176.807,176.829,176.756
176.805,176.772,176.816,176.734
176.772,176.961,177.007,176.772
176.962,176.975,177.061,176.87
176.969,176.985,177.042,176.944
176.979,176.959,177.078,176.954
176.959,176.878,176.997,176.79
176.878,176.981,177.006,176.852
176.981,177.228,177.342,176.969
177.228,176.896,177.249,176.873
176.896,176.819,176.997,176.689
176.82,176.804,176.996,176.787
176.809,176.996,177.001,176.786
176.996,177.082,177.175,176.95
177.077,177.534,177.619,177.062
177.533,177.367,177.667,177.367
177.361,177.675,177.806,177.361
177.682,177.552,177.701,177.439
177.552,177.517,177.643,177.475
