open,close,high,low
181.875,181.898,181.943,181.817
181.902,181.925,181.97,181.895
181.922,181.917,181.975,181.874
181.913,181.916,181.935,181.883
181.915,181.931,181.978,181.908
181.924,181.964,181.966,181.867
181.963,181.976,181.99,181.932
181.975,181.995,182.075,181.964
181.987,182.065,182.09,181.958
182.058,182.108,182.128,182.002
182.109,182.218,182.247,182.079
182.212,182.293,182.387,182.199
182.294,182.342,182.345,182.247
182.35,182.371,182.43,182.342
182.369,182.426,182.459,182.284
182.428,182.375,182.44,182.366
182.375,182.241,182.377,182.224
182.239,182.347,182.441,182.186
182.352,182.399,182.505,182.252
182.385,182.211,182.409,182.019
182.204,181.81,182.325,181.741
181.797,181.669,181.851,181.451
181.669,181.727,182.038,181.669
181.729,181.793,181.999,181.646
181.807,181.889,181.954,181.796
181.897,182.026,182.146,181.879
182.026,182.363,182.398,182.019
182.363,182.332,182.454,182.287
182.336,182.324,182.342,182.152
182.323,182.239,182.516,182.098
182.238,182.061,182.291,181.981
182.073,182.108,182.114,181.888
182.119,182.167,182.302,182.092
182.176,182.328,182.404,182.063
182.349,182.012,182.435,182.005
182.009,182.14,182.158,181.947
182.144,182.071,182.223,182.029
182.042,182.019,182.081,181.895
182.029,182.146,182.15,182.013
182.17,182.224,182.243,182.083
182.225,182.016,182.269,182.013
182.024,182.17,182.172,182.016
182.138,181.87,182.142,181.847
181.873,182.014,182.014,181.866
182.014,182.198,182.2,181.995
182.194,182.068,182.194,182.068
182.071,182.024,182.174,182.024
182.022,182.118,182.148,182.009
182.118,182.075,182.143,182.044
182.065,182.101,182.163,182.059
182.097,182.017,182.115,182.014
182.013,181.987,182.024,181.915
181.991,181.963,182.028,181.946
181.958,181.993,182.068,181.913
181.991,181.918,182.003,181.803
181.918,181.925,182.006,181.88
181.926,182.09,182.141,181.926
182.088,182.136,182.165,182.072
182.137,182.24,182.266,182.115
182.242,182.158,182.252,182.146
182.161,182.082,182.189,182.02
182.074,182.104,182.137,182.013
182.104,182.067,182.137,182.067
182.04,182.235,182.259,182.002
182.238,182.191,182.249,182.069
182.176,181.877,182.176,181.833
181.889,181.621,182.052,181.602
181.616,181.728,181.863,181.608
181.739,181.65,181.739,181.539
181.629,181.031,181.687,180.975
181.033,181.263,181.263,180.943
181.288,181.445,181.817,181.222
181.446,181.628,181.815,181.446
181.641,181.409,181.682,181.265
181.41,181.232,181.503,181.187
181.216,181.309,181.397,181.215
181.28,181.265,181.446,181.164
181.296,181.507,181.544,181.129
181.466,181.658,181.785,181.443
181.667,181.549,181.714,181.413
181.569,181.131,181.609,181.096
181.146,181.401,181.418,181.005
181.39,181.621,181.772,181.367
181.638,182.174,182.214,181.573
182.178,182.278,182.357,182.154
182.254,182.247,182.358,182.18
182.246,182.228,182.351,182.228
182.242,182.316,182.432,182.21
182.316,182.399,182.478,182.301
182.398,182.756,182.756,182.398
182.763,182.744,182.975,182.722
182.722,182.862,182.864,182.722
182.865,182.784,182.917,182.762
182.776,182.734,182.821,182.697
182.739,182.518,182.781,182.517
182.511,184.426,184.692,182.511
184.409,184.501,184.846,184.321
184.567,184.675,184.711,184.411
184.665,184.244,184.68,184.088
184.181,184.333,184.345,184.026
184.329,184.285,184.554,184.262
184.289,184.375,184.456,184.15
184.38,184.522,184.641,184.362
184.511,184.651,184.697,184.505
184.653,185.135,185.199,184.583
185.143,185.438,185.543,185.034
185.456,185.819,185.824,185.42
185.819,185.441,185.885,185.418
185.449,185.421,185.519,185.337
185.42,185.944,185.947,185.323
185.931,185.933,186.014,185.775
185.935,185.599,186.015,185.553
185.598,185.51,185.728,185.424
185.506,185.526,185.528,184.994
185.514,185.381,185.514,184.959
185.357,185.672,185.672,185.283
185.677,185.68,185.98,185.517
185.658,185.622,185.818,185.551
185.644,185.82,185.824,185.425
185.824,185.293,185.824,185.263
185.306,185.234,185.375,185.208
185.24,185.087,185.282,185.067
185.087,185.164,185.245,185.019
185.17,185.27,185.413,185.145
185.282,185.156,185.359,185.152
185.164,185.159,185.375,185.072
185.25,184.749,185.25,184.477
184.759,184.468,184.759,184.464
184.467,184.6,184.734,184.457
184.62,184.284,184.623,184.197
184.289,184.685,184.685,184.129
184.713,185.052,185.057,184.713
185.034,185.091,185.211,184.945
185.096,184.95,185.151,184.842
184.957,184.983,185.047,184.909
184.955,185.064,185.143,184.955
185.064,185.124,185.193,185.062
185.114,185.05,185.122,184.96
185.066,185.117,185.117,185
185.131,185.024,185.133,185.009
185.026,185.023,185.065,184.966
185.013,185.05,185.05,184.948
185.046,184.907,185.046,184.874
184.875,185.023,185.033,184.858
185.031,185.017,185.065,185.005
185.045,184.99,185.098,184.944
185.012,184.969,185.036,184.923
184.978,184.948,185.018,184.925
184.947,184.929,184.952,184.856
184.938,184.891,184.973,184.864
184.895,184.676,184.918,184.642
184.677,184.798,184.827,184.674
184.796,184.827,184.868,184.763
184.825,184.915,184.915,184.764
184.918,184.846,184.925,184.793
184.846,184.809,184.897,184.749
184.81,184.734,184.813,184.678
184.733,184.757,184.778,184.716
184.756,184.809,184.821,184.744
184.814,184.876,184.955,184.779
184.877,184.858,184.925,184.77
184.864,184.866,185.033,184.784
184.888,185.006,185.016,184.855
185.004,184.859,185.04,184.81
184.858,185.057,185.075,184.616
185.069,184.974,185.113,184.949
184.979,184.77,185.039,184.754
184.768,184.884,184.909,184.561
184.891,185.232,185.271,184.835
185.219,185.191,185.404,185.128
185.214,185.531,185.742,185.182
185.527,185.502,185.655,185.44
185.498,185.62,185.764,185.451
185.63,185.882,185.905,185.63
185.882,186.007,186.013,185.654
186.013,185.833,186.113,185.802
185.834,186.495,186.527,185.818
186.496,186.518,186.625,186.4
186.518,186.612,186.789,186.478
186.612,186.917,187.023,186.584
186.918,187.183,187.193,186.888
187.181,187.247,187.368,187.102
187.245,187.049,187.246,187.009
187.051,187.287,187.305,187.051
187.286,187.189,187.379,187.165
187.194,187.1,187.246,187.032
187.099,187.18,187.228,187.013
187.181,187.307,187.346,187.144
187.308,187.238,187.312,187.208
187.237,187.207,187.26,187.159
187.204,187.114,187.221,187.11
187.136,187.222,187.235,187.113
187.219,187.19,187.231,187.158
187.194,187.115,187.22,187.109
187.12,187.088,187.185,187.066
187.088,187.112,187.148,187.077
187.112,187.097,187.117,187.006
187.1,187.059,187.158,187.053
187.059,186.978,187.071,186.936
186.98,187.042,187.042,186.934
187.055,187.087,187.121,187.024
187.101,187.106,187.126,187.068
187.105,187.127,187.254,187.094
187.129,187.108,187.18,187.105
187.109,187.103,187.132,187.028
187.105,187.078,187.128,187.059
187.078,187.192,187.214,187.073
187.194,187.335,187.363,187.181
187.335,187.168,187.336,187.165
187.169,187.187,187.329,187.123
187.187,187.081,187.221,187.02
187.082,187.05,187.127,186.952
187.053,186.718,187.081,186.708
186.717,186.963,187.031,186.717
187.04,187.641,187.833,187.04
187.642,188.063,188.09,187.634
188.067,188.114,188.251,187.992
188.111,188.12,188.141,187.871
188.12,187.961,188.354,187.96
187.962,188.129,188.135,187.902
188.129,188.163,188.248,188.09
188.163,188.182,188.312,188.087
188.182,187.971,188.294,187.97
187.975,187.913,188.099,187.874
187.912,187.871,188.184,187.739
187.872,187.846,188.127,187.781
187.848,187.765,187.901,187.715
187.764,187.736,187.935,187.693
187.74,187.876,187.922,187.627
187.871,188.022,188.194,187.866
188.022,188.137,188.168,187.947
188.136,188.023,188.151,187.946
188.021,188.03,188.07,187.938
188.029,188.145,188.205,188.023
188.145,187.941,188.145,187.902
187.941,187.83,187.949,187.778
187.828,187.815,187.885,187.778
187.815,187.84,187.884,187.796
187.84,187.801,187.952,187.795
187.789,187.84,188.085,187.61
187.842,187.77,187.894,187.701
187.772,187.805,187.926,187.772
187.806,187.803,187.828,187.74
187.803,187.807,187.859,187.798
187.81,187.774,187.836,187.753
187.78,187.732,187.831,187.657
187.732,187.724,187.843,187.656
187.725,187.758,187.869,187.71
187.759,187.651,187.796,187.566
187.642,187.666,187.74,187.607
187.669,187.774,187.811,187.647
187.775,187.902,187.912,187.771
187.901,187.978,188.03,187.856
187.978,188.113,188.171,187.967
188.114,188.015,188.127,187.982
188.017,188.008,188.028,187.953
188.009,187.989,188.046,187.951
187.989,187.935,188.022,187.824
187.928,187.684,188.061,187.672
187.686,187.948,188.174,187.681
187.946,188.123,188.172,187.805
188.121,187.796,188.179,187.751
187.891,188.351,188.579,187.891
188.356,188.444,188.512,188.185
188.297,187.542,188.448,187.446
187.535,187.669,187.751,187.265
187.655,187.808,187.808,187.485
187.805,187.418,187.84,187.411
187.429,187.394,187.5,187.209
187.401,187.195,187.403,187.162
187.235,187.354,187.509,187.165
187.356,187.195,187.372,187.144
187.196,187.163,187.264,187.038
187.17,187.307,187.42,187.072
187.311,187.319,187.367,187.013
187.318,187.349,187.377,187.05
187.348,187.522,187.708,187.299
187.52,187.579,187.658,187.473
187.58,187.461,187.632,187.448
187.474,187.552,187.575,187.429
187.553,187.485,187.575,187.437
187.486,187.469,187.568,187.463
187.468,187.541,187.56,187.441
187.54,187.39,187.544,187.386
187.386,187.516,187.522,187.367
187.521,187.495,187.521,187.457
187.494,187.566,187.605,187.481
187.581,187.543,187.628,187.51
187.543,187.556,187.597,187.53
187.556,187.549,187.596,187.498
187.549,187.509,187.573,187.442
187.507,187.616,187.637,187.47
187.613,187.543,187.619,187.525
187.547,187.642,187.675,187.494
187.643,187.655,187.731,187.589
187.657,187.67,187.706,187.607
187.671,187.716,187.748,187.656
187.718,187.654,187.726,187.621
187.654,187.59,187.702,187.581
187.588,187.693,187.725,187.573
187.691,187.685,187.761,187.659
187.684,187.684,187.709,187.619
187.685,187.711,187.783,187.615
187.709,187.663,187.746,187.61
187.663,187.667,187.726,187.632
187.667,187.539,187.687,187.458
187.54,187.497,187.628,187.348
187.498,187.605,187.727,187.408
187.604,187.77,187.931,187.584
187.772,187.875,187.955,187.724
187.879,187.883,187.991,187.833
187.884,188.296,188.421,187.85
188.297,188.247,188.359,188.173
188.254,188.23,188.28,188.153
188.231,188.309,188.354,188.076
188.306,188.439,188.513,188.228
188.438,188.459,188.497,188.322
188.462,188.173,188.493,188.099
188.16,188.092,188.267,187.983
188.088,187.898,188.106,187.759
187.899,187.876,188.064,187.748
187.878,188.005,188.05,187.731
188.005,187.852,188.052,187.68
187.858,187.855,187.972,187.751
187.856,187.915,187.935,187.74
187.916,187.716,187.917,187.677
187.717,187.696,187.776,187.639
187.695,187.725,187.792,187.672
187.726,187.77,187.834,187.697
187.771,187.906,187.933,187.724
187.909,187.95,187.968,187.886
187.949,187.976,188.054,187.921
187.978,187.923,188.014,187.911
187.924,188.021,188.071,187.891
188.022,187.967,188.061,187.944
187.938,187.993,188.046,187.905
187.987,187.99,188.03,187.978
187.992,187.981,188.017,187.974
187.981,188.003,188.04,187.979
188.004,188,188.017,187.953
188.001,187.994,188.078,187.953
187.995,188.087,188.131,187.959
188.086,188.143,188.17,188.005
188.146,188.232,188.31,188.108
188.231,188.285,188.294,188.181
188.285,188.303,188.385,188.279
188.3,188.261,188.352,188.219
188.261,188.236,188.31,188.163
188.233,188.223,188.292,188.213
188.223,188.217,188.259,188.178
188.213,188.261,188.281,188.21
188.259,188.385,188.398,188.187
188.384,188.36,188.418,188.323
188.36,188.551,188.595,188.353
188.551,188.369,188.562,188.343
188.369,188.18,188.495,188.153
188.181,188.222,188.363,188.161
188.223,188.38,188.426,188.152
188.374,188.189,188.412,188.053
188.189,188.278,188.283,188.072
188.279,188.278,188.372,188.237
188.277,188.49,188.569,188.23
188.491,188.395,188.55,188.36
188.397,188.405,188.482,188.234
188.406,188.307,188.515,188.252
188.307,188.127,188.402,188.127
188.126,188.418,188.443,188.089
188.419,188.312,188.453,188.237
188.311,188.321,188.408,188.253
188.315,188.366,188.418,188.187
188.369,188.352,188.532,188.296
188.363,188.304,188.445,188.244
188.297,188.243,188.422,188.219
188.243,188.208,188.292,188.168
188.204,188.181,188.292,188.088
188.16,187.977,188.168,187.904
187.972,187.916,188.055,187.912
187.913,187.817,187.923,187.776
187.819,187.854,187.908,187.804
187.875,187.714,187.898,187.695
187.709,187.756,187.786,187.709
187.747,187.683,187.754,187.671
187.683,187.759,187.84,187.66
187.74,187.735,187.788,187.615
187.723,187.675,187.738,187.644
187.72,187.868,187.89,187.699
187.852,187.894,187.923,187.852
187.893,187.933,187.998,187.872
187.932,187.826,187.937,187.82
187.84,187.794,187.858,187.764
187.793,188.081,188.141,187.775
188.078,188.077,188.127,188.019
188.078,188.023,188.165,188.023
188.025,188.013,188.078,188.004
188.013,188.01,188.053,187.99
188.013,188.04,188.081,187.994
188.041,188.031,188.072,188.021
188.032,188.092,188.125,188.005
188.09,188.121,188.134,188.072
188.118,188.173,188.175,188.072
188.174,188.171,188.257,188.128
188.171,188.02,188.263,187.989
188.016,187.878,188.109,187.87
187.878,187.52,187.934,187.476
187.518,187.801,187.817,187.518
187.8,187.441,187.8,187.405
187.43,187.465,187.58,187.42
187.464,187.387,187.519,187.292
187.385,187.719,187.819,187.371
187.726,187.699,187.811,187.635
187.7,187.695,187.776,187.55
187.698,187.612,187.75,187.565
187.609,187.603,187.723,187.588
187.603,187.531,187.635,187.418
187.534,187.606,187.701,187.492
187.606,188.004,188.06,187.6
188.003,187.664,188.162,187.644
187.663,187.655,187.795,187.616
187.657,187.906,187.925,187.462
187.907,187.823,188.054,187.786
187.826,187.842,187.86,187.712
187.841,187.79,187.869,187.703
187.791,187.838,187.946,187.79
187.837,187.852,187.901,187.786
187.855,187.762,187.934,187.675
187.762,187.756,187.801,187.655
187.757,187.886,187.886,187.713
187.89,187.764,187.913,187.656
187.763,187.792,187.808,187.732
187.793,187.816,187.848,187.77
187.817,187.779,187.819,187.712
187.784,187.82,187.846,187.758
187.82,187.806,187.827,187.771
187.814,187.816,187.863,187.779
187.815,187.857,187.868,187.814
187.855,187.834,187.856,187.714
187.834,187.792,187.847,187.774
187.796,187.757,187.833,187.73
187.759,187.663,187.764,187.637
187.665,187.599,187.682,187.586
187.597,187.529,187.64,187.496
187.528,187.63,187.678,187.516
187.629,187.705,187.731,187.603
187.705,187.658,187.738,187.648
187.659,187.757,187.767,187.642
187.757,187.744,187.758,187.712
187.745,187.741,187.763,187.716
187.743,187.837,187.902,187.729
187.837,187.826,187.855,187.774
187.826,187.708,187.831,187.628
187.707,187.896,187.953,187.626
187.894,187.473,187.945,187.321
187.471,187.085,187.56,187.03
187.087,186.835,187.18,186.732
186.829,186.578,186.829,186.367
186.582,186.424,186.626,186.277
186.426,186.592,186.627,186.328
186.587,186.377,186.594,186.311
186.375,186.295,186.394,186.209
186.296,186.015,186.311,185.963
186.012,186.128,186.173,185.958
186.127,186.311,186.459,186.059
186.311,186.248,186.34,185.94
186.249,186.68,186.717,186.225
186.677,186.846,186.98,186.67
186.848,187.043,187.09,186.844
187.044,187.111,187.174,186.891
187.108,187.15,187.187,186.948
187.15,187.13,187.2,186.906
187.128,187.051,187.172,186.996
187.052,186.946,187.053,186.845
186.946,187.019,187.044,186.904
187.018,187.102,187.12,186.993
187.101,187.15,187.166,187.082
187.149,187.061,187.15,186.996
187.057,187.145,187.213,187.019
187.142,187.163,187.184,187.055
187.165,187.179,187.204,187.105
187.172,187.163,187.174,187.088
187.156,187.115,187.258,187.065
187.115,187.111,187.16,187.081
187.116,187.21,187.232,187.114
187.21,187.167,187.222,187.149
187.167,187.179,187.183,187.123
187.178,187.123,187.188,187.075
187.123,187.222,187.253,187.105
187.237,187.403,187.414,187.233
187.396,187.503,187.586,187.369
187.503,187.469,187.554,187.429
187.467,187.533,187.557,187.455
187.533,187.581,187.581,187.519
187.579,187.614,187.632,187.57
187.609,187.478,187.615,187.465
187.48,187.538,187.547,187.47
187.539,187.524,187.588,187.456
187.525,187.508,187.593,187.493
187.509,187.465,187.542,187.456
187.464,187.377,187.507,187.119
187.379,187.357,187.489,187.279
187.358,187.378,187.562,187.323
187.378,187.368,187.452,187.214
187.368,187.297,187.513,187.252
187.3,187.461,187.898,187.214
187.462,187.585,187.653,187.412
187.581,187.678,187.695,187.568
187.678,187.881,188.024,187.598
187.881,187.774,187.943,187.71
187.777,187.665,187.797,187.592
187.667,187.666,187.771,187.62
187.668,187.811,187.855,187.639
187.813,188.074,188.111,187.711
188.072,188.119,188.209,187.956
188.118,188.325,188.545,188.049
188.327,188.199,188.415,188.169
188.199,188.518,188.531,188.128
188.51,188.529,188.586,188.455
188.531,188.484,188.573,188.371
188.484,188.434,188.524,188.346
188.436,188.494,188.594,188.429
188.49,188.32,188.496,188.051
188.317,188.273,188.355,188.225
188.274,188.241,188.394,188.031
188.241,188.343,188.344,188.122
188.341,188.345,188.419,188.214
188.348,188.343,188.391,188.253
188.342,188.426,188.454,188.331
188.424,188.46,188.517,188.381
188.465,188.376,188.545,188.376
188.376,188.325,188.454,188.31
188.325,188.349,188.432,188.307
188.35,188.353,188.379,188.335
188.351,188.322,188.371,188.321
188.324,188.357,188.437,188.324
188.359,188.402,188.423,188.336
188.402,188.266,188.441,188.162
188.268,188.375,188.392,188.267
188.378,188.391,188.409,188.336
188.39,188.43,188.448,188.271
188.431,188.41,188.466,188.384
188.411,188.421,188.466,188.405
188.422,188.453,188.477,188.419
188.456,188.371,188.463,188.32
188.37,188.252,188.385,188.23
188.25,188.233,188.305,188.183
188.233,188.086,188.25,188.073
188.087,188.089,188.181,188.009
188.091,187.946,188.15,187.931
187.945,188.131,188.278,187.935
188.133,188.291,188.429,187.999
188.29,188.573,188.656,188.289
188.576,189.27,189.431,188.576
189.272,189.311,189.442,189.203
189.313,189.524,189.561,189.292
189.515,189.834,189.904,189.503
189.835,189.762,189.933,189.625
189.764,189.88,189.951,189.735
189.881,189.876,189.912,189.731
189.881,189.898,189.963,189.747
189.897,189.801,189.997,189.754
189.802,189.693,189.898,189.641
189.697,189.604,189.737,189.532
189.605,189.543,189.803,189.533
189.542,189.778,189.895,189.537
189.778,189.809,189.883,189.687
189.809,189.697,189.968,189.696
189.697,189.727,189.763,189.659
189.728,189.729,189.773,189.614
189.727,189.724,189.745,189.651
189.728,189.745,189.786,189.7
189.747,189.681,189.748,189.651
189.684,189.54,189.731,189.517
189.541,189.479,189.569,189.475
189.479,189.48,189.525,189.425
189.481,189.559,189.559,189.444
189.558,189.529,189.602,189.496
189.547,189.543,189.584,189.496
189.542,189.576,189.596,189.526
189.575,189.548,189.607,189.514
189.55,189.545,189.574,189.528
189.546,189.571,189.572,189.478
189.571,189.518,189.611,189.495
189.519,189.567,189.64,189.515
189.568,189.506,189.59,189.44
189.509,189.421,189.539,189.415
189.423,189.499,189.569,189.423
189.498,189.509,189.555,189.459
189.511,189.261,189.526,189.223
189.261,189.286,189.325,189.258
189.283,189.365,189.411,189.233
189.364,189.303,189.374,189.235
189.304,189.285,189.344,189.235
189.298,189.227,189.315,189.13
189.231,189.354,189.361,189.182
189.353,189.274,189.469,189.231
189.274,189.228,189.38,189.201
189.227,189.116,189.227,189.006
189.118,189.17,189.299,189.022
189.176,189.176,189.33,189.103
189.175,189.106,189.225,188.875
189.106,189.311,189.341,189.06
189.314,189.058,189.323,189.023
189.057,189.07,189.076,188.801
189.071,189.061,189.111,188.933
189.061,189.066,189.082,188.854
189.068,189.035,189.139,188.92
189.039,188.978,189.184,188.976
188.977,188.741,189.315,188.626
188.743,188.458,188.744,188.368
188.456,188.342,188.521,188.283
188.345,188.219,188.445,188.215
188.221,188.198,188.333,188.189
188.197,188.129,188.286,188.028
188.129,188.026,188.169,188.009
188.027,187.948,188.039,187.939
187.946,188.161,188.168,187.94
188.161,188.077,188.161,187.982
188.079,188.046,188.091,187.978
188.043,188.04,188.054,187.921
188.039,188.131,188.144,188.008
188.131,188.116,188.16,188.089
188.117,188.066,188.127,188.034
188.067,188.2,188.254,188.064
188.202,188.339,188.339,188.099
187.963,188.115,188.141,187.948
188.1,187.926,188.185,187.903
187.926,188.149,188.153,187.926
188.156,188.117,188.187,188.104
188.115,188.146,188.18,188.115
188.148,188.059,188.158,188.041
188.062,188.314,188.375,188.062
188.314,188.237,188.359,188.228
188.237,188.267,188.348,188.234
188.266,188.322,188.332,188.259
188.323,188.222,188.339,188.209
188.221,188.282,188.304,188.219
188.295,188.29,188.315,188.244
188.291,188.226,188.3,188.211
188.225,188.304,188.322,188.207
188.303,188.234,188.303,188.223
188.233,188.171,188.276,188.123
188.173,188.234,188.298,188.166
188.234,188.28,188.303,188.164
188.278,188.41,188.434,188.276
188.408,188.264,188.485,188.264
188.264,188.554,188.584,188.191
188.558,188.382,188.56,188.337
188.382,188.285,188.473,188.283
188.284,188.253,188.43,188.232
188.253,188.252,188.279,188.159
188.253,188.227,188.294,188.194
188.214,188.155,188.247,188.146
188.152,188.078,188.189,187.994
188.078,188.071,188.103,187.988
188.076,187.929,188.093,187.798
187.931,187.851,188.005,187.842
187.85,187.839,187.904,187.829
187.841,187.822,187.885,187.78
187.821,187.88,187.891,187.791
187.88,187.826,187.894,187.811
187.819,187.894,187.917,187.808
187.894,187.86,187.912,187.847
187.859,187.909,187.917,187.853
187.908,187.894,187.91,187.87
187.9,187.887,187.917,187.856
187.888,187.947,187.96,187.861
187.946,187.941,187.972,187.909
187.94,187.969,187.969,187.939
187.97,187.965,187.993,187.935
187.96,187.967,187.987,187.937
187.966,187.997,188.009,187.959
187.993,188.016,188.049,187.954
188.012,187.99,188.048,187.928
187.992,188.011,188.031,187.958
188.009,188.061,188.079,187.993
188.059,188.097,188.104,188.052
188.098,188.069,188.105,188.049
188.07,188.177,188.188,188.066
188.175,188.181,188.191,188.111
188.18,188.079,188.18,188.051
188.078,187.949,188.154,187.932
187.953,187.959,187.987,187.869
187.959,187.944,187.977,187.912
187.946,188.086,188.123,187.941
188.087,188.125,188.153,188.077
188.124,188.116,188.184,188.047
188.117,188.159,188.176,188.111
188.157,188.249,188.269,188.143
188.249,188.215,188.309,188.143
188.215,188.314,188.319,188.212
188.315,188.691,188.811,188.262
188.693,188.85,189.081,188.682
188.85,188.937,189.059,188.762
188.936,188.832,189.012,188.794
188.832,188.758,188.939,188.697
188.762,189.128,189.141,188.744
189.127,189.134,189.34,189.125
189.135,188.854,189.175,188.755
188.847,188.902,188.967,188.73
188.9,188.951,189.089,188.816
188.95,188.868,188.976,188.781
188.869,188.871,188.934,188.802
188.873,188.833,189.032,188.829
188.834,189.478,189.526,188.81
189.481,189.482,189.563,189.352
189.48,189.234,189.557,189.212
189.23,189.346,189.554,189.221
189.35,189.274,189.376,189.195
189.275,189.406,189.452,189.167
189.405,189.468,189.646,189.364
189.471,189.372,189.518,189.337
189.371,189.204,189.451,189.164
189.208,189.304,189.36,189.134
189.302,189.296,189.352,189.225
189.297,189.437,189.474,189.267
189.435,189.29,189.466,189.257
189.291,189.28,189.35,189.275
189.279,189.323,189.323,189.232
189.328,189.37,189.378,189.302
189.369,189.338,189.418,189.32
189.313,189.358,189.395,189.28
189.356,189.225,189.385,189.194
189.217,189.318,189.34,189.217
189.323,189.339,189.39,189.317
189.34,189.285,189.344,189.226
189.289,189.311,189.371,189.287
189.313,189.35,189.423,189.293
189.35,189.312,189.376,189.225
189.314,189.486,189.608,189.312
189.487,189.405,189.544,189.403
189.406,189.427,189.432,189.332
189.425,189.318,189.479,189.274
189.318,189.355,189.402,189.313
189.357,189.395,189.452,189.355
189.396,189.467,189.509,189.393
189.468,189.586,189.608,189.459
189.586,189.596,189.648,189.512
189.595,189.594,189.599,189.369
189.592,189.655,189.795,189.531
189.654,189.489,189.691,189.434
189.488,189.656,189.735,189.403
189.652,189.655,189.706,189.565
189.653,189.542,189.734,189.542
189.541,189.526,189.603,189.428
189.523,189.832,189.845,189.491
189.83,189.911,189.947,189.712
189.91,190.162,190.309,189.891
190.165,190.082,190.328,190
190.085,190.18,190.206,190.023
190.179,190.106,190.222,190.095
190.106,189.867,190.162,189.812
189.866,189.793,189.953,189.712
189.791,189.568,189.824,189.496
189.569,189.538,189.711,189.385
189.534,189.668,189.798,189.525
189.672,189.714,189.791,189.608
189.714,189.479,189.776,189.373
189.483,189.605,189.697,189.467
189.609,189.806,189.887,189.603
189.805,189.807,189.873,189.744
189.806,189.826,189.979,189.741
189.828,189.896,189.908,189.748
189.9,189.891,190.004,189.804
189.881,189.95,190.013,189.838
189.952,189.901,190.044,189.867
189.899,189.91,189.983,189.861
189.905,189.872,189.991,189.798
189.867,189.816,189.916,189.777
189.823,189.891,189.92,189.783
189.887,189.893,189.912,189.852
189.892,189.879,189.937,189.84
189.884,189.92,189.928,189.86
189.918,189.928,189.938,189.876
189.929,189.89,189.963,189.887
189.888,189.858,189.888,189.796
189.859,189.84,189.877,189.702
189.836,189.793,189.975,189.682
189.792,190.092,190.092,189.759
190.099,190.16,190.212,190.003
190.162,190.477,190.666,190.153
190.478,190.46,190.688,190.399
190.459,190.456,190.487,190.362
190.452,190.546,190.599,190.42
190.546,190.338,190.581,190.253
190.338,190.304,190.423,190.124
190.306,190.193,190.306,189.945
190.195,190.134,190.319,190.013
190.136,190.093,190.269,190.02
190.095,189.984,190.13,189.885
189.985,189.998,190.103,189.932
189.999,190.369,190.514,189.989
190.363,189.935,190.423,189.844
189.937,189.947,189.986,189.831
189.933,190.024,190.103,189.766
190.024,190.072,190.161,189.871
190.075,189.708,190.123,189.571
189.709,189.811,189.894,189.529
189.813,189.83,189.996,189.752
189.832,189.813,189.99,189.745
189.815,189.739,190.094,189.593
189.741,189.921,189.95,189.703
189.922,189.931,190.105,189.899
189.932,189.888,190.023,189.695
189.888,189.943,189.95,189.742
189.945,189.859,190.019,189.732
189.859,189.869,189.938,189.782
189.865,189.856,189.893,189.776
189.856,189.468,189.939,189.411
189.468,189.424,189.542,189.263
189.427,189.414,189.519,189.369
189.414,189.663,189.676,189.413
189.661,189.791,189.822,189.575
189.795,189.824,189.963,189.766
189.825,189.806,189.915,189.794
189.809,189.777,189.864,189.757
189.776,189.787,189.838,189.733
189.787,189.682,189.886,189.595
189.68,189.803,189.822,189.674
189.804,189.713,189.833,189.667
189.713,189.622,189.713,189.557
189.621,189.735,189.79,189.619
189.737,189.655,189.825,189.582
189.651,189.59,189.716,189.562
189.589,189.55,189.653,189.454
189.547,189.568,189.624,189.458
189.571,189.602,189.654,189.562
189.604,189.569,189.702,189.537
189.57,189.64,189.69,189.525
189.638,189.69,189.728,189.626
189.69,189.691,189.71,189.58
189.694,189.661,189.749,189.652
189.658,189.716,189.742,189.64
189.715,189.74,189.764,189.675
189.744,189.903,189.924,189.73
189.902,189.905,189.987,189.84
189.906,189.545,189.919,189.537
189.546,189.357,189.603,189.302
189.358,189.332,189.534,189.208
189.334,189.388,189.503,189.162
189.389,189.197,189.45,189.18
189.199,189.267,189.349,189.095
189.267,189.19,189.361,189.114
189.19,189.013,189.191,188.905
189.013,188.84,189.081,188.796
188.836,188.909,188.987,188.679
188.911,188.968,189.076,188.866
188.969,189.073,189.256,188.83
189.072,189.35,189.495,188.939
189.351,189.511,189.528,189.327
189.513,189.342,189.553,189.327
189.353,189.204,189.468,189.172
189.2,189.3,189.305,188.987
189.301,189.423,189.525,189.241
189.42,189.453,189.581,189.325
189.453,189.404,189.519,189.308
189.402,189.502,189.518,189.377
189.507,189.696,189.706,189.498
189.7,189.721,189.76,189.666
189.723,189.634,189.761,189.59
189.633,189.692,189.703,189.596
189.691,189.714,189.749,189.66
189.713,189.698,189.787,189.649
189.695,189.709,189.723,189.611
189.705,189.69,189.814,189.645
189.758,189.648,189.795,189.562
189.632,189.726,189.726,189.632
189.727,189.72,189.751,189.658
189.718,189.815,189.831,189.715
189.815,189.765,189.815,189.735
189.762,189.895,189.902,189.745
189.9,189.781,189.911,189.751
189.783,189.709,189.863,189.695
189.709,189.729,189.794,189.683
189.725,189.769,189.769,189.62
189.767,189.757,189.777,189.625
