EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,GBPNZD,NZDJPY,XAUUSD
117413,128713,97271,110642,127492,78333,72284,164234,99973,76201,86656,108266,149929,149819,114220,91252,129892,162302,113711,125241,70765,76199,86754,164999,92878,142429,177934,80032,1268653
117384,128712,97273,110712,127496,78368,72251,164306,99895,76195,86662,108313,149934,149813,114164,91247,129953,162248,113710,125222,70719,76187,86792,165063,92865,142344,177922,80056,1268533
117410,128671,97264,110723,127530,78328,72268,164311,99899,76118,86656,108278,149928,149766,114151,91190,129957,162281,113731,125184,70708,76222,86748,165027,92870,142375,177959,80008,1268983
117395,128641,97262,110671,127633,78320,72297,164325,99873,76149,86680,108299,149883,149757,114164,91213,129911,162340,113749,125124,70703,76219,86735,165073,92800,142436,177998,80025,1269143
117366,128612,97274,110657,127633,78260,72333,164234,99899,76166,86723,108275,149867,149755,114183,91227,129931,162374,113749,125088,70676,76222,86743,165040,92882,142413,177903,80037,1268753
117360,128633,97271,110665,127636,78296,72345,164228,99938,76188,86665,108243,149766,149795,114175,91226,129907,162317,113720,125116,70714,76248,86693,165058,92836,142397,177866,80026,1269143
117366,128671,97274,110647,127594,78307,72336,164219,99919,76165,86674,108210,149875,149761,114179,91241,129917,162269,113740,125156,70721,76241,86714,165038,92789,142350,177828,80002,1269633
117381,128688,97276,110670,127587,78328,72331,164300,99895,76171,86602,108234,149868,149806,114188,91234,129927,162205,113734,125162,70740,76236,86727,164975,92841,142312,177828,79960,1269633
117386,128694,97245,110660,127550,78312,72330,164261,99901,76177,86636,108236,149947,149755,114186,91218,129883,162190,113744,125166,70782,76237,86737,164980,92796,142304,177858,79975,1269233
117391,128692,97275,110654,127567,78318,72320,164351,99873,76205,86631,108279,149871,149760,114193,91208,129867,162218,113720,125180,70765,76239,86744,164959,92801,142379,177866,79990,1268933
117387,128693,97290,110632,127632,78315,72340,164236,99924,76183,86671,108262,149861,149755,114223,91209,129848,162222,113737,125173,70739,76241,86693,164818,92804,142378,177869,80049,1268453
117392,128692,97253,110655,127610,78353,72365,164241,99898,76218,86643,108278,149837,149715,114216,91207,129893,162228,113788,125180,70793,76245,86703,164532,92725,142391,177891,80048,1268263
117395,128709,97239,110639,127642,78323,72357,164245,99942,76255,86658,108327,149876,149728,114232,91212,129878,162251,113751,125196,70783,76230,86663,164760,92718,142378,177864,80044,1268183
117422,128732,97271,110647,127583,78360,72337,164301,99991,76262,86644,108323,149867,149744,114208,91211,129894,162248,113779,125182,70660,76253,86723,164814,92677,142392,177841,80032,1268253
117448,128682,97229,110638,127576,78421,72360,164292,99996,76245,86692,108302,149871,149782,114189,91222,129879,162228,113725,125168,70608,76200,86713,164803,92725,142463,177792,80040,1268663
117420,128639,97257,110646,127571,78404,72400,164299,99968,76244,86704,108308,149808,149767,114156,91226,129895,162213,113729,125150,70544,76207,86725,164961,92675,142437,177782,80067,1268063
117388,128673,97332,110701,127544,78376,72331,164227,99986,76254,86716,108282,149860,149772,114048,91241,129960,162204,113746,125130,70557,76239,86735,165002,92756,142455,177764,80064,1267663
117416,128632,97264,110667,127548,78404,72356,164281,99969,76187,86779,108254,149826,149746,114062,91246,129952,162191,113759,125075,70543,76318,86742,164947,92747,142371,177621,80087,1267413
117396,128521,97321,110660,127561,78425,72320,164226,99951,76217,86747,108305,149744,149749,114087,91243,129973,162083,113838,125008,70515,76332,86774,164911,92731,142356,177639,80062,1267323
117246,128585,97461,110641,127559,78330,72313,164131,99983,76217,86730,108330,149738,149661,114192,91256,129916,162028,113886,125015,70471,76381,86748,164823,92715,142354,177662,80059,1267623
117307,128541,97466,110665,127519,78397,72386,164096,99940,76312,86742,108387,149759,149625,114324,91219,129912,162057,113891,125011,70473,76466,86773,164827,92717,142304,177690,80065,1267523
117302,128692,97471,110639,127555,78372,72417,164115,99963,76338,86762,108402,149739,149625,114389,91222,129911,162129,113877,125254,70491,76548,86733,164826,92688,142325,177913,80105,1267833
117323,128778,97475,110633,127570,78410,72373,164086,99977,76412,86744,108388,149671,149598,114181,91248,129883,162173,113986,125247,70402,76548,86738,164800,92731,142397,177854,80109,1268323
117535,128600,97396,110746,127544,78492,72447,163992,100012,76445,86817,108344,149657,149582,114157,91159,129846,162316,113944,125150,70403,76541,86735,164854,92777,142398,177533,80138,1268123
117537,128451,97267,110745,127485,78521,72482,164048,99940,76570,86821,108411,149613,149727,114177,91263,129917,162238,113744,125184,70484,76470,86773,164856,92760,142652,177431,80124,1267923
117153,128590,97315,110783,127619,78442,72492,163996,99999,76635,86917,108441,149652,149721,114371,91389,129955,161801,113716,125326,70419,76369,86768,164830,92600,142788,177445,80167,1268023
117125,128525,97274,110852,127553,78569,72482,163988,100081,76608,87032,108391,149606,149277,114198,91196,130060,161604,113789,125262,70341,76411,86815,164832,92485,142619,177274,80271,1268003
117139,128956,97238,110883,127534,78630,72492,164101,100057,76556,87082,108412,149723,149087,114127,91074,130334,161547,113754,125694,70372,76382,86854,164843,92427,142409,177835,80321,1268123
117341,128904,97324,110905,127504,78604,72453,164038,100082,76469,86968,108418,149666,149115,114205,91121,130357,161794,113843,125544,70378,76394,86933,164923,92511,142539,177793,80248,1269233
117254,128923,97353,110869,127390,78611,72428,163752,100101,76493,87090,108458,149325,149379,114093,90986,129893,161701,113997,125393,70358,76466,87034,164938,92514,142557,177793,80315,1269443
117334,128920,97395,110850,127387,78623,72436,163726,100075,76469,87220,108507,149051,149298,113994,90952,129836,161796,113944,125452,70350,76441,87054,164940,92372,142993,177884,80413,1268843
117354,128860,97421,110929,127422,78609,72392,163645,100085,76474,87160,108541,148954,149404,113938,91005,129949,161902,113980,125342,70335,76469,87003,164982,92343,142944,177860,80393,1269503
117290,128834,97425,110890,127292,78621,72382,163425,100074,76454,87172,108485,149259,149413,113895,91022,130122,161869,113979,125267,70335,76464,87075,165046,92332,142965,177802,80386,1269213
117232,128812,97415,110894,127301,78653,72413,164030,99953,76444,87188,108457,149138,149333,113945,91015,130038,161773,113874,125360,70332,76486,87131,165036,92355,142965,177886,80397,1269133
117069,128728,97396,110895,127310,78564,72404,163956,99974,76486,87175,108418,149215,149180,113998,90990,130121,161645,113822,125313,70305,76457,87093,165028,92334,142882,177792,80356,1269013
116989,128720,97379,110898,127330,78529,72411,163951,99991,76510,87178,108438,149263,148962,114023,90876,130146,161560,113761,125361,70348,76437,87083,164993,92351,142800,177706,80320,1269103
116988,128710,97398,110886,127334,78540,72422,163972,100023,76533,87181,108451,149168,148952,113998,90875,130065,161487,113729,125381,70379,76446,87083,164961,92374,142772,177704,80299,1269523
117012,128723,97466,110846,127322,78542,72449,163879,100031,76516,87077,108422,149029,148962,114009,90878,129950,161530,113697,125403,70380,76490,87093,164971,92346,142656,177715,80246,1269273
117035,128600,97464,110841,127320,78560,72492,163772,100042,76489,87026,108366,148996,149033,114042,90907,129763,161555,113743,125270,70419,76541,87084,164954,92254,142632,177522,80224,1269133
117024,128659,97556,110824,127254,78550,72494,163937,100037,76504,87027,108343,148951,149036,114047,90912,129655,161516,113756,125303,70367,76556,87098,164971,92277,142619,177539,80248,1269333
117057,128679,97572,110811,127244,78540,72518,163899,100045,76519,87033,108338,148936,149055,114095,90989,129640,161506,113765,125299,70368,76622,87103,164974,92295,142600,177459,80238,1268943
117112,128689,97539,110810,127325,78569,72605,163871,100008,76528,87030,108231,148957,149111,114149,90976,129668,161479,113772,125336,70373,76685,87031,165002,92307,142504,177466,80226,1269163
117094,128603,97484,110783,127334,78569,72569,163845,99889,76601,87045,108216,148951,149135,114169,91002,129661,161451,113666,125344,70352,76650,87017,164909,92300,142562,177171,80261,1269613
117047,128743,97518,110815,127367,78527,72599,163828,100027,76594,87027,108160,148957,149059,114083,90983,129682,161240,113598,125472,70340,76630,86993,164910,92289,142567,177265,80286,1269103
117120,128622,97429,110809,127347,78601,72554,163690,99932,76657,87051,108186,149017,148927,114043,90993,129714,161238,113570,125475,70347,76688,86986,164920,92280,142618,177193,80325,1268748
117030,128523,97410,110797,127375,78519,72588,163787,99932,76611,87073,108226,149034,149063,114049,90966,129759,161198,113624,125399,70323,76632,86993,164958,92295,142512,176993,80349,1269433
116915,128542,97333,110826,127387,78570,72603,163754,99920,76647,87027,108294,149012,148958,114045,90979,129775,160976,113661,125374,70299,76611,86977,165012,92239,142553,177121,80359,1269363
116919,128583,97524,110816,127347,78551,72667,163767,99992,76804,87034,108445,149001,148720,114032,90960,129711,161081,113637,125342,70329,76570,86993,164972,92259,142520,177096,80403,1269643
116993,128575,97469,110732,127304,78633,72615,163682,100120,76807,87003,108460,148989,148740,114013,90950,129693,161108,113578,125377,70347,76763,87049,165063,92339,142504,177043,80418,1269593
116944,128555,97486,110809,127214,78764,72653,163773,100196,76764,87117,108493,149022,148788,114000,90979,129681,161004,113646,125244,70329,76686,87038,165009,92315,142522,176868,80505,1268883
117041,128505,97524,110881,127276,78842,72623,163786,100167,76727,87093,108472,148781,148667,114127,90946,129639,161008,113683,125170,70354,76747,86993,164986,92352,142453,176917,80452,1268763
117043,128634,97441,110878,127289,78811,72662,163553,100177,76862,87116,108498,148826,148762,114085,91038,129641,161115,113728,125199,70333,76721,87044,164949,92275,142424,177002,80427,1268773
117120,128665,97467,110790,127205,78835,72664,163619,100098,76842,87248,108467,148764,148778,114108,91072,129619,161135,113605,125473,70337,76654,87158,164984,92281,142351,177131,80432,1268793
117024,128634,97426,110773,127221,78820,72601,163499,100172,76843,87303,108453,148451,148840,114075,91042,129546,161078,113542,125375,70316,76666,87145,165097,92290,142311,176979,80474,1267833
117043,128628,97428,110734,127180,78843,72610,163217,100095,76812,87277,108458,148427,148632,114023,90947,129608,161009,113582,125389,70329,76623,87104,165061,92276,142406,176978,80425,1267883
117048,128524,97337,110747,127130,78832,72605,163027,100088,76789,87276,108502,148491,148722,114026,90981,129626,161023,113637,125335,70337,76638,87126,165070,92267,142563,176980,80441,1268013
116970,128575,97218,110709,127105,78770,72602,163031,100145,76841,87333,108558,148541,148636,113971,90988,129666,161044,113692,125280,70351,76559,87114,164952,92293,142373,177025,80474,1267553
117013,128520,97165,110802,127116,78811,72648,163144,100198,76836,87265,108600,148448,148644,113929,91002,129672,161087,113709,125261,70296,76502,87112,164929,92261,142440,176971,80432,1257483
116989,128479,97106,110683,127088,78844,72688,163213,100246,76814,87297,108493,148430,148704,113897,91002,129552,161069,113767,125167,70314,76449,87107,164903,92262,142445,176918,80475,1258033
116979,128464,97105,110740,127012,78872,72742,163128,100199,76756,87302,108456,148458,148690,113980,91021,129627,161059,113725,125155,70326,76501,87229,164810,92274,142453,176780,80474,1258153
116934,128466,96768,110835,127069,78850,72751,163143,100227,76721,87318,108458,148478,148695,113970,91041,129646,160889,113752,125038,70330,76578,87096,164787,92260,142453,176692,80455,1257613
117013,128621,96585,110797,126989,78864,72833,163139,100254,76692,87391,108463,148453,148610,113975,91017,129652,160916,113727,125040,70300,76381,87196,164789,92282,142422,176765,80482,1257433
117241,128621,96625,110844,127082,78924,72843,163117,100287,76711,87430,108432,148363,148728,113927,91077,129678,161105,113737,124970,70302,76219,87207,164881,92314,142353,176750,80486,1257543
117294,128657,96650,110853,127088,78937,72990,162984,100245,76714,87375,108416,148292,148948,113860,91146,129681,161158,113780,124929,70354,76246,87174,164801,92267,142255,176599,80513,1257523
117370,128632,96597,110815,127100,79002,73033,162872,100141,76610,87328,108429,148279,149038,113709,91184,129584,161084,113761,124904,70329,76299,87203,164902,92261,142219,176524,80497,1257283
117331,128772,96553,110739,127117,79007,72981,162901,100267,76442,87268,108336,148350,148942,113683,91218,129580,160988,113914,124605,70349,76265,87197,164881,92246,142159,176373,80441,1257253
117662,128811,96532,110576,127092,79174,73029,162875,100260,76467,87244,108410,148528,148734,113737,91209,129643,161134,113982,124406,70362,76326,87184,164852,92249,142164,176319,80416,1257493
117728,128814,96548,110527,127105,79151,73048,162948,100259,76515,87297,108372,148573,149027,113639,91364,129646,161129,114002,124461,70355,76371,87113,164855,92264,142116,176454,80487,1257633
117657,128835,96546,110501,127045,79147,73088,162919,100251,76464,87291,108331,148544,149142,113596,91388,129697,161151,113950,124514,70324,76437,87028,164738,92295,141964,176363,80488,1257633
117680,128822,96540,110486,127067,79172,73118,162829,100230,76476,87285,108338,148478,149063,113583,91332,129650,161071,114074,124434,70272,76470,86976,164792,92219,141822,176317,80475,1257923
117643,128863,96569,110247,126901,79165,73090,162778,100165,76514,87147,108365,148598,149028,113628,91333,129722,161003,114122,124415,70281,76429,87066,164762,92237,141911,176274,80418,1257843
117647,128862,96566,110104,126765,79214,73082,162617,100155,76538,87191,108429,148715,148961,113605,91314,129629,160922,114157,124389,70316,76497,87146,164650,92198,141903,176201,80406,1258133
117660,128832,96568,110167,126661,79270,73085,162713,100101,76554,87202,108460,148636,148781,113604,91289,129626,160870,114135,124379,70354,76494,87034,164702,92222,141960,176232,80445,1258413
117688,128846,96510,110145,126686,79281,73101,162727,100078,76504,87240,108393,148619,148679,113632,91300,129624,160976,114076,124389,70356,76560,86903,164808,92188,142005,176269,80496,1258653
117669,128854,96520,110201,126693,79299,73096,162705,100066,76593,87291,108461,148581,148608,113631,91343,129648,160965,114078,124387,70347,76500,86948,164877,92258,142014,176270,80539,1258593
117677,128881,96524,110200,126641,79252,73115,162701,100092,76581,87361,108455,148499,148518,113632,91319,129653,160965,114084,124455,70347,76455,86966,164857,92278,141981,176263,80581,1258143
117668,128902,96541,110211,126624,79322,73106,162654,100080,76550,87373,108388,148406,148597,113603,91318,129677,160914,114087,124450,70349,76481,87023,164828,92268,141919,176277,80547,1257883
117667,128904,96552,110208,126464,79311,73093,162538,99957,76558,87346,108446,148421,148494,113578,91292,129709,160934,114046,124381,70341,76461,87133,164742,92271,141919,176220,80496,1257913
117715,128888,96514,110150,126365,79254,73120,162475,100019,76517,87290,108408,148364,148499,113611,91271,129616,160849,114005,124383,70360,76455,87207,164749,92272,142006,176260,80496,1258193
117690,128888,96503,110143,126277,79316,73089,162453,100032,76532,87401,108407,148462,148448,113665,91259,129618,160909,114031,124402,70363,76427,87267,164776,92249,142008,176204,80543,1258473
117707,128888,96540,110186,126224,79278,73070,162559,100026,76530,87388,108411,148315,148502,113669,91317,129659,160900,114034,124451,70372,76414,87259,164759,92214,142029,176291,80538,1258443
117715,128897,96536,110185,126275,79295,73081,162454,100050,76499,87359,108398,148345,148495,113639,91295,129665,160906,114037,124446,70368,76445,87214,164647,92220,141963,176335,80540,1258103
117725,128893,96548,110138,126202,79267,73088,162476,100024,76467,87306,108374,148339,148586,113655,91318,129655,160977,114048,124415,70363,76440,87303,164698,92225,141937,176303,80535,1258323
117746,128914,96496,110126,126202,79230,73077,162455,100020,76454,87317,108364,148371,148631,113663,91313,129608,161048,114053,124402,70394,76441,87298,164788,92280,141926,176330,80505,1258163
117774,128915,96512,110117,126104,79242,73109,162507,100021,76513,87296,108408,148398,148639,113638,91327,129619,161005,114004,124460,70349,76418,87323,164700,92293,141947,176356,80523,1257993
117727,128921,96550,110125,126114,79230,73132,162514,100054,76501,87259,108359,148416,148694,113644,91327,129639,161060,113973,124436,70345,76441,87257,164731,92299,141947,176271,80497,1257623
117714,128908,96571,110128,126198,79253,73140,162577,100045,76528,87237,108352,148476,148638,113608,91346,129656,161026,113987,124436,70328,76430,87264,164742,92283,141922,176195,80478,1257803
117709,128897,96508,110091,126166,79251,73130,162643,100081,76529,87222,108404,148551,148617,113611,91308,129636,160939,113966,124372,70374,76448,87224,164743,92255,141917,176173,80466,1257943
117732,128893,96521,110089,126233,79271,73054,162650,100111,76552,87243,108425,148569,148623,113626,91304,129660,160882,113869,124400,70396,76409,87219,164820,92261,141917,176220,80466,1257583
117715,128905,96446,110083,126257,79316,73048,162685,100113,76567,87207,108521,148627,148618,113632,91311,129602,160897,113939,124418,70468,76425,87193,164897,92258,141848,176348,80454,1258163
117677,128870,96460,110041,126250,79322,73050,162641,100147,76576,87253,108519,148523,148580,113570,91334,129541,160898,113956,124430,70526,76429,87183,164921,92282,141871,176342,80456,1258403
117665,128861,96431,110070,126267,79311,73099,162628,100134,76521,87239,108515,148509,148611,113612,91311,129569,161008,113833,124349,70600,76444,87176,164846,92285,141770,176333,80502,1258133
117677,128853,96452,109994,126265,79302,73208,162572,100116,76591,87182,108526,148470,148592,113652,91306,129503,161011,113810,124382,70638,76465,87146,164817,92297,141675,176248,80454,1257433
117707,128872,96439,109911,126259,79298,73131,162481,100184,76618,87258,108476,148412,148586,113658,91310,129388,161014,113784,124406,70649,76470,87161,164791,92286,141783,176115,80383,1257683
117839,129002,96472,110021,126270,79358,73153,162479,100214,76567,87281,108507,148380,148613,113676,91320,129473,160956,113791,124434,70583,76456,87123,164880,92296,141821,176357,80382,1257733
117829,129006,96453,110066,126242,79460,73176,162462,100127,76576,87127,108518,148352,148646,113683,91329,129515,160846,113741,124454,70503,76462,87064,164844,92306,141571,176378,80406,1257793
117882,129065,96446,109874,126229,79383,73160,162460,100112,76544,87189,108422,148356,148633,113660,91339,129301,161049,113789,124481,70495,76466,87113,164917,92314,141584,176328,80265,1257433
117864,129068,96453,109867,126292,79415,73149,162458,100064,76497,87213,108390,148371,148620,113641,91325,129328,161072,113803,124447,70447,76447,87147,164955,92298,141590,176336,80318,1257723
117857,129046,96455,109758,126288,79368,73138,162369,100021,76480,87145,108352,148299,148619,113644,91327,129345,160998,113832,124429,70426,76470,87004,164883,92239,141622,176283,80351,1257833
117795,128987,96430,109780,126275,79330,73170,162248,99992,76495,87117,108408,148258,148619,113595,91312,129356,161024,113862,124425,70447,76463,87007,164894,92206,141581,176335,80289,1257923
117821,129006,96421,109700,126262,79285,73277,162491,100005,76468,87117,108329,148410,148582,113594,91321,129325,160965,113925,124440,70458,76453,87003,164890,92217,141675,176290,80255,1257913
117782,129032,96408,109767,126149,79315,73274,162491,99994,76518,87075,108231,148416,148571,113597,91315,129382,161023,113946,124453,70518,76442,87014,164927,92253,141648,176042,80330,1257633
117770,129036,96453,109767,126150,79292,73249,162594,100029,76531,87076,108257,148484,148553,113584,91321,129371,160904,113913,124456,70527,76437,87003,164981,92224,141663,176058,80312,1257853
117768,129040,96388,109830,126079,79338,73252,162651,100058,76519,87117,108301,148546,148500,113584,91273,129380,160648,113911,124435,70537,76472,87043,165026,92222,141695,176124,80347,1256593
117787,129047,96448,109840,126096,79351,73267,162663,100058,76516,87134,108300,148552,148517,113577,91261,129420,160656,113958,124414,70541,76471,87036,164986,92272,141793,176107,80341,1257153
117798,129036,96445,109892,126107,79359,73271,162624,100064,76519,87205,108296,148527,148525,113615,91259,129439,160730,113952,124427,70552,76490,87064,164941,92293,141830,176103,80416,1257103
117808,129066,96446,109917,126141,79360,73298,162700,100074,76543,87198,108275,148518,148542,113614,91267,129456,160742,113892,124475,70582,76470,87093,164933,92296,141796,176088,80551,1256323
117788,129058,96481,109889,126104,79375,73277,162615,100059,76567,87184,108343,148420,148547,113596,91281,129420,160721,113909,124395,70599,76466,87119,164864,92311,141771,176027,80525,1256193
117866,129064,96550,109861,126130,79363,73247,162591,100092,76597,87213,108347,148390,148520,113613,91268,129408,160688,113864,124426,70668,76456,87160,164867,92254,141802,176007,80479,1256053
117780,129014,96555,109896,126100,79442,73222,162588,100105,76570,87213,108367,148404,148517,113601,91258,129459,160734,113829,124400,70757,76513,87128,164861,92221,141810,176062,80508,1257123
117803,128993,96678,109876,126115,79423,73203,162569,100096,76552,87192,108367,148412,148465,113606,91318,129448,160661,113837,124403,70786,76585,87114,164893,92181,141791,176114,80511,1257523
117785,128991,96673,109868,126101,79400,73189,162576,100078,76548,87234,108351,148398,148528,113660,91284,129415,160768,113851,124411,70827,76669,87137,164917,92119,141719,176108,80512,1256863
117752,128954,96647,109811,126106,79375,73209,162592,100088,76607,87233,108381,148396,148515,113682,91317,129431,160793,113767,124463,70760,76646,87128,164939,92165,141701,176095,80495,1256633
117721,128916,96613,109836,126098,79347,73184,162436,100090,76713,87176,108491,148346,148545,113726,91302,129370,160786,113728,124478,70751,76641,87123,164937,92209,141627,176052,80492,1256023
117738,128924,96291,109798,126095,79352,73113,162408,100135,76818,87162,108543,148268,148502,113639,91304,129349,160778,113721,124591,70791,76675,87134,164898,92227,141643,176058,80427,1256683
117628,128878,96512,109808,126014,79455,73132,162434,100163,76798,87166,108627,148343,148393,113612,91308,129344,160751,113752,124565,70787,76437,87123,164903,92215,141659,176199,80411,1256643
117549,128856,96530,109857,126059,79461,73190,162480,100168,76791,87170,108612,148368,148283,113618,91315,129362,160666,113769,124499,70725,76539,87073,164872,92253,141618,176098,80426,1256463
117550,128823,96386,109858,126087,79446,73165,162494,100163,76874,87261,108684,148380,148226,113204,91265,129326,160710,113782,124515,70708,76506,87074,164882,92295,141590,176045,80409,1256963
117602,128884,96508,109826,126097,79462,73119,162443,100229,76611,87374,108722,148334,148193,113282,91217,129310,160668,114150,124102,70810,76380,87073,165015,92318,141706,176116,80409,1256343
117556,128887,96572,109958,126158,79576,73097,162235,100188,76768,87373,108753,148161,148139,113322,91240,129347,160612,113954,124385,70816,76378,87075,165020,92291,141714,176220,80479,1258123
117373,128886,96647,109981,126156,79571,73119,162162,100267,76760,87380,108754,148012,148033,113144,91239,129287,160612,113977,124365,70825,76449,87125,164961,92234,141658,176178,80416,1257923
117396,128824,96678,109968,126045,79547,73080,162171,100298,76583,87485,108628,147939,147956,113234,91200,129270,160455,114057,124337,70794,76471,87215,164974,92414,141693,176381,80428,1257293
117380,129008,96748,109942,126067,79525,73079,162103,100233,76612,87465,108593,147913,148078,113319,91061,129298,160540,113989,124375,70744,76476,87210,165016,92376,141671,176298,80473,1258523
117325,128881,96672,109921,126101,79459,73076,161941,100275,76639,87497,108562,147763,148084,113330,91074,129225,160463,113879,124494,70755,76529,87219,164961,92353,141764,176363,80430,1258583
117342,128917,96664,109993,126075,79391,73040,161954,100218,76690,87506,108555,147716,148209,113360,90985,129106,160464,113837,124506,70723,76475,87272,164938,92308,141781,176247,80433,1257833
117261,128833,96753,110038,125975,79366,73010,161999,100254,76700,87364,108585,147525,148191,113257,91021,129182,160502,113811,124541,70770,76461,87282,164892,92319,141840,176327,80439,1258453
117253,128826,96677,109951,125930,79356,72979,161989,100261,76690,87347,108537,147598,148157,113153,91016,129065,160395,113778,124612,70742,76496,87246,164937,92305,141798,176372,80402,1258293
117063,128808,96752,110024,126063,79341,72954,162332,100180,76611,87290,108559,147702,148184,113138,91015,129092,160463,113877,124367,70704,76452,87226,164873,92362,141791,176244,80413,1259313
117049,128656,96838,109988,126142,79273,72940,162306,100150,76592,87319,108577,147762,147949,113115,91009,129066,160267,113951,124322,70680,76514,87143,164946,92309,141757,176252,80385,1259093
117040,128618,96816,110035,126162,79258,72918,162414,100140,76612,87309,108527,147828,147919,113083,90877,129033,160316,113878,124413,70714,76634,87093,164961,92337,141761,176252,80416,1258803
116910,128594,96761,110044,126326,79242,72915,162317,100122,76549,87272,108557,147742,147922,113178,90969,129034,160364,113918,124356,70732,76652,87083,164951,92241,141804,176363,80383,1258423
116970,128638,96701,110092,126292,79191,72936,162345,100098,76581,87262,108524,147762,147830,113309,90992,128881,160209,113837,124376,70625,76636,87078,164966,92336,141649,176262,80386,1258513
116975,128559,96735,110101,126353,79188,72960,162459,100057,76677,87293,108532,147651,147870,113158,90905,128876,160339,113751,124582,70526,76579,87063,164967,92278,141685,176344,80358,1258903
117005,128659,96824,110164,126384,79156,73022,162305,100026,76672,87261,108514,147662,147878,113204,90921,128942,160358,113785,124582,70507,76602,87097,164974,92267,141698,176325,80375,1259333
116876,128684,96849,110193,126392,79190,73027,162287,99995,76722,87221,108552,147686,147814,113098,90982,128830,160347,113837,124484,70575,76607,87113,164975,92284,141685,176139,80381,1259023
116991,128657,96778,110145,126380,79201,73024,162360,100080,76645,87194,108505,147606,147582,113134,90936,128841,160124,113862,124419,70536,76622,87153,164942,92282,141606,176143,80324,1258773
116957,128669,96649,110152,126393,79296,72968,162420,100057,76676,87242,108493,147690,147672,113160,90817,128855,160143,113834,124501,70545,76601,87135,164952,92291,141741,176156,80325,1258523
116965,128719,96696,110171,126453,79266,72938,162382,100027,76676,87260,108499,147756,147648,113244,90928,128913,160088,113804,124634,70560,76474,87123,164967,92335,141777,176370,80362,1258313
116871,128729,96552,110176,126423,79286,72993,162449,100060,76691,87355,108535,147739,147591,113248,90889,128775,160048,113821,124714,70543,76529,87126,164999,92391,141731,176510,80391,1258373
116929,128779,96350,110163,126424,79198,73029,162456,100058,76704,87285,108555,147561,147673,113248,90838,128887,160099,113815,124641,70536,76426,87201,165107,92421,141684,176398,80452,1258123
117021,128796,96342,110119,126337,79197,73015,162222,100100,76591,87335,108480,147516,147755,113253,90780,128796,160243,113873,124447,70527,76174,87244,165047,92446,141780,176271,80423,1258453
117173,128767,96415,110150,126277,79265,73039,162302,100120,76635,87276,108516,147529,147798,113232,90794,128836,160247,113866,124477,70568,76150,87265,165003,92429,141858,176261,80446,1258283
117120,128739,96359,110201,126230,79251,73108,162290,100108,76516,87310,108474,147473,148044,113073,90847,128798,160379,113849,124464,70565,76128,87218,165070,92348,141973,176452,80418,1258033
117270,128916,96406,110249,126247,79262,73118,162516,100088,76369,87318,108386,147545,147941,113019,90989,128915,160327,113850,124207,70617,76170,87258,165080,92453,141885,176294,80419,1257623
117356,128915,96392,110162,126182,79257,72988,162588,100226,76325,87232,108320,147630,148111,113119,90967,128919,160485,113861,124147,70547,76242,87208,165077,92526,141733,176192,80416,1257113
117306,128868,96386,110072,126359,79269,72990,162464,100201,76296,87280,108390,147612,148402,113174,90959,128981,160462,113875,124214,70525,76191,87237,165081,92465,141764,176468,80392,1257543
117321,128838,96333,110119,126367,79231,73067,162454,100196,76289,87131,108436,147828,148375,113169,91025,128974,160367,114021,124205,70568,76167,87208,165012,92491,141723,176552,80411,1257463
117449,128900,96265,109937,126307,79141,73038,162397,100124,76388,86962,108411,147744,148552,113179,91022,128930,160670,114008,124220,70564,76135,87108,165034,92495,141429,176306,80304,1257363
117388,128859,96283,109708,126351,79177,73058,162632,100159,76333,86920,108389,147942,148537,113135,91054,128753,160843,114001,124201,70543,76076,87166,164981,92432,141375,176372,80210,1257423
117411,128856,96238,109709,126320,79243,73056,162608,100158,76299,86897,108318,148029,148391,113050,91109,128701,160592,113983,124167,70527,76086,87033,164858,92397,141469,176285,80224,1257093
117377,128847,96184,109806,126304,79196,73060,162629,100141,76253,87000,108319,148039,148503,113012,91091,128830,160684,114049,124142,70522,76060,86747,164807,92291,141638,176345,80152,1257253
117350,128869,96075,109882,126461,79167,73019,162780,100125,76205,87102,108318,148228,148494,113053,91111,129060,160593,114075,124020,70544,75994,86728,164869,92245,141642,176291,80209,1257753
117399,128839,96109,109922,126490,79162,73054,162778,100139,76195,87037,108350,148318,148444,113062,91106,129041,160561,114066,124057,70569,75898,86713,164886,92290,141612,176421,80323,1257943
117418,128854,96194,109902,126626,79170,73007,162594,100114,76184,86985,108331,148122,148512,112933,91057,129042,160615,114045,123987,70604,75911,86875,164535,92253,141551,176313,80277,1257663
117483,128838,96211,109879,126478,79146,73016,162679,100130,76068,86981,108293,148232,148539,112860,91113,128975,160736,114104,123849,70571,76006,86946,164495,92223,141597,176323,80282,1257413
117409,128767,96194,109881,126416,79170,72980,162707,100067,76009,86948,108321,148248,148606,112925,91116,128947,160752,114174,123738,70568,76004,86883,164410,92157,141500,176355,80280,1257873
