EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,GBPNZD,NZDJPY,XAUUSD
117420,131164,95135,111159,124434,79942,75188,163834,99602,76092,88854,106267,146589,146107,111583,89524,130350,156140,116907,124708,70707,76360,89273,162992,92834,145575,174246,83569,1206673
117428,131179,95137,111102,124483,79943,75157,163889,99593,76059,88875,106271,146668,146075,111584,89506,130418,156113,116890,124727,70739,76373,89336,162874,92843,145585,174253,83571,1206723
117463,131168,95146,111078,124481,79937,75197,163947,99588,76070,88917,106366,146639,146079,111616,89475,130389,156105,116869,124743,70850,76363,89315,162870,92839,145585,174333,83518,1206583
117413,131151,95207,111118,124481,79993,75246,164008,99565,76052,88944,106325,146702,146056,111569,89471,130392,156087,116815,124748,70853,76371,89327,162777,92713,145586,174421,83515,1206183
117387,131119,95209,111169,124440,80060,75242,163914,99555,76052,88942,106310,146637,146075,111575,89467,130451,155953,116812,124719,70833,76400,89354,163162,92739,145662,174294,83567,1205623
117367,131124,95183,111158,124447,80055,75268,163904,99564,76043,88949,106320,146643,146060,111598,89435,130445,155890,116828,124727,70812,76414,89323,163155,92768,145655,174212,83595,1207353
117340,131102,95116,111139,124403,80015,75238,163789,99544,76079,88953,106418,146560,146071,111608,89437,130529,155881,116856,124785,70832,76384,89316,163027,92766,145663,174338,83635,1207613
117273,131137,95109,111114,124363,80047,75260,163795,99547,76132,89009,106490,146568,146056,111645,89448,130529,155901,116844,124749,70882,76402,89266,162985,92751,145568,174174,83641,1207693
117287,131220,95110,111154,124452,80068,75211,163883,99582,76152,88976,106614,146622,146038,111653,89448,130489,155990,116750,124744,70939,76438,89251,163097,92818,145601,174232,83612,1207833
117280,131137,95056,111169,124448,80190,75274,163762,99615,76116,88968,106620,146607,145957,111664,89431,130448,155897,116641,124772,71012,76474,89273,162914,92791,145616,174203,83582,1207803
117312,131128,95038,111192,124474,80291,75279,163721,99624,76154,88910,106544,146604,146021,111651,89419,130390,155825,116664,124798,71037,76480,89335,163100,92877,145585,174246,83558,1207623
117359,131147,95053,111155,124483,80377,75360,163845,99614,76225,88878,106652,146670,146022,111642,89429,130360,155906,116634,124817,71131,76440,89323,162998,92847,145650,174120,83615,1207123
117273,131090,95058,111047,124567,80311,75352,163865,99641,76341,88857,106620,146639,145965,111634,89427,130397,155738,116633,124836,71117,76454,89313,163019,92819,145605,174179,83646,1207013
117277,131109,94954,110981,124542,80366,75325,163930,99687,76414,88870,106637,146686,145941,111630,89417,130411,155805,116586,124808,71132,76440,89278,163076,92811,145627,174077,83561,1207413
117291,131164,95009,111005,124554,80432,75408,163928,99788,76445,88880,106660,146671,145943,111638,89430,130401,155774,116604,124880,71180,76414,89253,163027,92834,145774,174206,83541,1207163
117225,131224,94998,110988,124513,80466,75429,163991,99881,76378,88914,106680,146675,146036,111625,89426,130329,155791,116601,124866,71125,76408,89226,163059,92863,145840,174252,83525,1207833
117261,131309,94965,111057,124448,80447,75400,163998,99972,76427,88905,106645,146694,145992,111693,89456,130153,155705,116609,124932,71244,76419,89255,163015,92866,145895,174243,83537,1207543
117303,131295,95025,111016,124468,80481,75413,163977,99867,76446,88843,106656,146692,146002,111691,89393,130187,155753,116655,124911,71246,76422,89263,162979,92848,145837,174198,83534,1207853
117397,131439,95019,111002,124517,80581,75532,163905,99948,76466,88818,106643,146630,146043,111677,89397,130185,155714,116665,124951,71171,76418,89264,163059,92860,145866,174308,83573,1208093
117391,131440,95075,110921,124500,80552,75497,163870,100009,76462,88841,106655,146566,146058,111677,89342,130190,155722,116650,124927,71109,76451,89224,163022,92875,145868,174228,83569,1208193
117382,131460,95045,110923,124524,80565,75519,163781,100046,76494,88921,106651,146469,146042,111647,89354,130183,155763,116656,124873,71148,76443,89156,162945,92869,145901,174063,83594,1208253
117441,131432,95090,110966,124463,80578,75521,163848,100023,76510,89022,106664,146546,146018,111638,89330,130215,155667,116665,124918,71160,76471,89143,162935,92860,145902,174119,83589,1208593
117458,131520,95079,110911,124423,80543,75490,163807,100060,76526,89122,106652,146506,146110,111646,89338,130223,155647,116676,124923,71170,76498,89138,162931,92811,145889,174089,83590,1209603
117445,131488,95086,110878,124400,80540,75482,163692,100087,76524,89152,106682,146382,146055,111642,89431,130218,155700,116700,124821,71206,76485,89177,162904,92882,145852,173996,83643,1211063
117428,131510,95050,110901,124370,80478,75431,163465,100064,76513,89082,106676,146207,146039,111633,89398,130259,155640,116708,124896,71228,76502,89193,162900,92907,145793,174065,83642,1210263
117626,131447,95085,110912,124390,80522,75450,163335,100076,76532,89176,106678,146079,145990,111612,89380,130257,155658,116736,124867,71230,76487,89208,162903,92883,145829,174060,83624,1209953
117558,131441,95109,110803,124361,80499,75432,163231,100023,76521,89205,106686,146036,145903,111593,89453,130239,155647,116768,124931,71207,76473,89157,162897,92860,145891,174158,83647,1211733
117554,131420,95166,110891,124355,80462,75395,163474,100010,76508,89217,106686,146149,145914,111583,89378,130252,155591,116811,124898,71250,76432,89183,162999,92836,145854,174129,83699,1212543
117594,131408,95346,110884,124354,80449,75379,163346,100014,76528,89216,106660,146038,145893,111598,89389,130247,155641,116812,124920,71237,76411,89203,162952,92931,145820,174113,83726,1213723
117491,131419,95351,110872,124351,80437,75368,163386,99975,76542,89258,106627,145987,145923,111555,89352,130338,155567,116783,124926,71221,76398,89176,162938,92953,145915,174221,83745,1214093
117487,131377,95346,110975,124224,80432,75381,163325,100018,76497,89285,106571,145948,145936,111608,89371,130366,155581,116695,124887,71235,76407,89156,162902,92938,145973,174200,83739,1213853
117428,131399,95344,111007,124247,80372,75350,163383,100059,76489,89324,106527,145970,145981,111716,89350,130352,155606,116756,124907,71248,76390,89175,162913,92954,146086,174316,83783,1213573
117460,131347,95444,111073,124243,80328,75348,163281,100048,76450,89332,106484,145889,146001,111729,89331,130383,155612,116750,124898,71182,76496,89184,162918,92994,146199,174216,83798,1213633
117397,131423,95433,111011,124152,80313,75365,163181,100071,76470,89335,106467,145949,146012,111777,89345,130392,155562,116858,125008,71167,76586,89193,162894,92971,146214,174389,83789,1213863
117388,131363,95393,110978,124191,80268,75352,163204,100036,76435,89380,106485,145917,146019,111760,89321,130421,155621,116799,125016,71169,76568,89246,162897,93033,146302,174302,83765,1213903
117363,131441,95447,111028,124201,80278,75372,163216,100052,76440,89404,106491,145895,145990,111872,89339,130433,155626,116793,125165,71217,76600,89244,162887,93060,146324,174142,83720,1213723
117393,131371,95642,111029,124248,80262,75348,163103,100027,76569,89386,106491,145918,145853,111908,89227,130400,155692,116813,125196,71236,76571,89296,162909,93012,146259,174208,83717,1214043
117366,131280,95741,111089,124233,80231,75311,163164,99894,76531,89386,106479,145858,145835,111879,89261,130288,155631,116653,125230,71264,76615,89353,162891,93043,146286,174218,83697,1214013
117288,131306,95909,111074,124317,80217,75303,163150,99948,76535,89335,106445,145852,145879,111895,89245,130337,155584,116567,125220,71294,76626,89373,162871,92999,146308,174272,83733,1214043
117275,131348,95868,111098,124366,80200,75291,163261,99920,76520,89334,106462,145891,145879,112111,89230,130310,155576,116614,125342,71282,76642,89393,162893,93020,146314,174336,83735,1214013
117169,131340,95891,111183,124411,80185,75305,163179,99882,76569,89319,106467,145852,145910,112280,89244,130418,155398,116656,125360,71269,76693,89353,162878,93091,146305,174406,83719,1213993
117174,131332,95888,111239,124385,80167,75272,163176,99901,76548,89355,106467,145813,145975,112405,89235,130367,155437,116557,125307,71252,76864,89263,162919,93065,146263,174430,83780,1213873
117232,131365,95933,111164,124419,80150,75254,163274,99909,76498,89333,106434,145869,145998,112247,89240,130311,155465,116547,125400,71249,76929,89266,162846,93132,146212,174433,83840,1214033
117213,131365,95940,111201,124478,80139,75243,163241,99866,76528,89290,106442,145865,145934,112358,89255,130390,155497,116587,125658,71312,77083,89237,162832,93017,146241,174505,83770,1213603
117212,131390,95970,111242,124378,80080,75211,163352,99783,76667,89308,106422,145924,145857,112293,89269,130340,155567,116551,125780,71269,76953,89304,162855,92989,146074,174537,83823,1214153
117261,131390,96069,111262,124473,80118,75240,163297,99754,76729,89336,106359,145903,145809,112288,89213,130258,155655,116330,126017,71308,77030,89269,162819,92940,145996,174579,83826,1214203
117280,131384,96061,111238,124504,80142,75281,163516,99713,76852,89224,106363,145911,145906,112324,89204,130366,155703,116218,126017,71319,77082,89245,162868,92916,145869,174738,83800,1214013
117231,131400,96042,111229,124443,80138,75320,163518,99709,76764,89266,106380,145969,145775,112331,89253,130394,155609,116130,126091,71369,77120,89384,162908,92918,145863,174734,83772,1214103
117215,131459,96015,111256,124489,80163,75341,163438,99667,76818,89283,106321,145877,145825,112439,89183,130414,155656,116177,126068,71354,77039,89363,162877,92972,145761,174610,83752,1214113
117275,131505,96027,111277,124548,80169,75332,163559,99724,76841,89263,106382,145959,145816,112325,89059,130443,155771,116108,126117,71352,77052,89279,162818,93083,145753,174499,83788,1214373
117198,131479,96098,111281,124516,80077,75293,163594,99693,76873,89231,106383,146014,145639,112311,89092,130454,155689,116104,126075,71357,77089,89353,162863,93082,145705,174396,83765,1213623
117086,131469,96181,111395,124440,79998,75171,163616,99655,76900,89202,106295,146015,145557,112310,89059,130431,155611,116050,126047,71478,76984,89353,162836,93158,145774,174307,83751,1213363
117171,131422,96136,111388,124424,80000,75173,163667,99650,76934,89211,106370,146072,145759,112387,89022,130436,155664,116006,126247,71491,76897,89326,162834,93138,145751,174509,83824,1213223
117103,131346,96061,111349,124404,79997,75213,163738,99790,76921,89208,106338,146157,145747,112402,89080,130507,155491,115993,126246,71471,76903,89332,162866,93147,145700,174790,83783,1212163
117044,131425,95998,111345,124422,80022,75200,163777,99815,76841,89190,106392,146216,145812,112477,89107,130555,155329,115954,126216,71425,76937,89378,162788,93129,145768,174780,83787,1212613
117078,131428,96086,111346,124390,79958,75166,163832,99748,76830,89268,106454,146176,145867,112436,89050,130424,155336,115964,126185,71419,76963,89413,162828,93331,145715,174644,83828,1211643
117046,131423,96217,111308,124550,79909,75081,163870,99787,76805,89199,106382,146192,146013,112347,88960,130474,155308,116009,126247,71408,77004,89443,162860,93399,145717,174791,83872,1212233
117040,131446,96335,111334,124454,79971,75092,163898,99883,76834,89207,106383,146298,145988,112363,88970,130393,155384,115913,126341,71419,77002,89433,162867,93373,145816,174868,83867,1212003
116929,131481,96305,111409,124368,79923,75099,163941,99818,76831,89232,106376,146224,146027,112430,88986,130329,155485,115974,126364,71423,76862,89546,162803,93414,145707,174949,83877,1211623
116937,131477,96355,111412,124370,79991,75164,164133,99835,76851,89228,106352,146188,146000,112423,89006,130324,155493,115943,126229,71474,76937,89428,162789,93457,145766,174813,83886,1211973
116986,131390,96464,111433,124504,79933,75114,164116,99796,76875,89227,106376,146229,146022,112458,88953,130317,155408,115914,126116,71522,76967,89463,162802,93445,145812,174780,83758,1211383
117034,131308,96529,111322,124526,79823,75027,164034,99769,76769,89255,106297,146096,145980,112342,88998,130396,155565,115975,126003,71540,77057,89523,162770,93376,145812,174589,83774,1211433
116965,131298,96577,111381,124590,79760,74954,164029,99805,76785,89210,106325,146033,146122,112512,89060,130278,155543,116000,125987,71550,77059,89523,162838,93392,145776,174521,83728,1212113
116945,131263,96549,111433,124759,79720,74973,163921,99844,76799,89126,106253,146029,146000,112528,89068,130312,155693,115911,126031,71531,76963,89396,162849,93496,145724,174541,83764,1212133
116954,131125,96519,111500,124871,79803,75031,163811,99770,76799,89146,106225,145977,146034,112562,89161,130237,155680,115861,126081,71496,77023,89403,162878,93526,145740,174580,83766,1212133
116952,130990,96474,111510,124796,79709,74992,164095,99752,76831,89061,106245,146137,145859,112557,89226,130355,155656,115871,126020,71527,77031,89415,162777,93553,145766,174506,83722,1212123
117045,130891,96485,111443,124782,79649,74954,164265,99633,76765,89124,106370,146140,145897,112539,89196,130342,155654,115860,126133,71565,77003,89297,162872,93525,145767,174430,83744,1211813
117010,130861,96457,111286,124834,79587,74882,164253,99674,76886,89096,106354,146150,145923,112489,89181,130396,155710,115855,126169,71547,77055,89234,162949,93529,145761,174369,83700,1211723
116841,130913,96388,111341,124876,79632,74838,164239,99711,76885,89097,106328,146171,146034,112523,89134,130421,155667,115743,126140,71598,77012,89194,163026,93533,145705,174305,83655,1211643
116733,130801,96370,111505,124824,79632,74846,164287,99792,76876,89173,106343,146234,146047,112540,89187,130339,155682,115667,126143,71571,77037,89253,162995,93522,145536,174390,83639,1210893
116653,130683,96345,111622,124950,79679,74911,164413,99781,76858,89067,106379,146264,146135,112514,89178,130260,155536,115578,126088,71597,77001,89259,162942,93520,145554,174462,83666,1210683
116769,130619,96337,111584,124746,79669,74888,164402,99803,76879,89018,106344,146325,146033,112472,89223,130284,155561,115570,126041,71599,77039,89285,162968,93567,145555,174434,83671,1210833
116651,130600,96311,111536,124815,79690,74884,164171,99714,76853,88997,106371,146225,146088,112454,89218,130290,155480,115620,126056,71659,77011,89330,163077,93626,145583,174390,83660,1210423
116609,130593,96375,111592,124839,79662,74879,164257,99797,76863,89005,106371,146313,145979,112477,89240,130306,155508,115705,126073,71643,76914,89183,163032,93669,145546,174448,83694,1211303
116547,130670,96421,111579,124989,79602,74806,164074,99731,76862,89028,106373,146303,146090,112512,89234,130173,155575,115465,126048,71670,76707,89204,163025,93660,145592,174464,83692,1211763
116559,130675,96438,111627,125098,79657,74857,164018,99789,76862,88954,106356,146363,146038,112550,89251,130244,155684,115353,126005,71656,76757,89203,163091,93663,145550,174540,83640,1211658
116544,130684,96447,111643,125071,79699,74899,164078,99737,76778,89007,106376,146353,146056,112611,89250,130179,155645,115367,126031,71632,76774,89313,163159,93603,145649,174781,83595,1211633
116635,130731,96421,111691,125204,79740,74949,164076,99776,76707,88947,106325,146336,146194,112650,89249,130113,155634,115262,125979,71671,76711,89303,163011,93656,145691,174632,83556,1211483
116640,130784,96457,111406,125328,79673,74872,164129,99793,76738,88867,106305,146307,146561,112628,89248,130102,155686,115265,125968,71679,76771,89193,162905,93692,145775,174532,83603,1209933
116644,130762,96497,111311,125307,79681,74916,164024,99969,76778,88840,106324,146300,146491,112588,89216,130133,155698,115269,125949,71658,76770,89173,162848,93637,145733,174442,83462,1209953
116685,130761,96505,111295,125342,79659,74907,164072,99943,76792,88903,106352,146326,146502,112594,89268,130173,155764,115311,125996,71676,76747,89125,162943,93684,145789,174576,83365,1210163
116689,130779,96539,111115,125261,79657,74893,164053,99969,76778,88939,106339,146385,146677,112618,89304,129943,155921,115288,126039,71712,76749,89023,163023,93687,145768,174451,83348,1210073
116744,130742,96472,111095,125264,79660,74871,164106,100074,76825,88765,106356,146422,146642,112684,89350,129836,155881,115185,126056,71721,76738,89077,163102,93701,145720,174466,83209,1210638
116788,130724,96462,111071,125210,79657,74879,163978,99977,76816,88678,106384,146348,146692,112685,89366,129824,155859,115185,126009,71732,76789,89065,163129,93657,145805,174409,83112,1210373
116860,130718,96456,111104,125222,79655,74863,163978,100036,76821,88690,106349,146336,146710,112720,89365,129662,155855,115162,125997,71710,76828,89163,163104,93690,145822,174497,83152,1210523
116849,130654,96503,111049,125294,79669,74857,163971,100058,76802,88513,106360,146359,146652,112622,89337,129642,155998,115215,125992,71725,76851,88934,163116,93667,145736,174404,83221,1210233
116829,130682,96470,111021,125610,79647,74859,163998,100062,76826,88432,106339,146387,146679,112660,89340,129670,155887,115278,126029,71715,76872,88893,163338,93750,145864,174415,83237,1210433
116787,130629,96436,111074,125489,79650,74831,163963,100052,76860,88474,106340,146351,146613,112647,89346,129759,155851,115266,126041,71705,76819,88873,163357,93715,145883,174440,83130,1210693
116732,130615,96418,111075,125453,79642,74870,164086,100014,76877,88549,106357,146457,146623,112681,89373,129775,155806,115242,126099,71702,76791,88677,163346,93695,145955,174435,83214,1210693
116769,130613,96430,111136,125522,79658,74844,164271,100008,76881,88548,106299,146571,146582,112649,89396,129731,155900,115263,126018,71719,76784,88443,163342,93783,145884,174447,83208,1210513
116756,130624,96456,111167,125504,79663,74839,164135,100000,76808,88452,106352,146537,146580,112662,89388,129774,155859,115274,126021,71676,76812,88504,163493,93803,145797,174407,83237,1210723
116774,130623,96446,111196,125568,79639,74907,164043,99980,76831,88503,106335,146514,146609,112677,89375,129728,155915,115296,126015,71668,76764,88554,163120,93762,145884,174447,83235,1210033
116763,130642,96428,111222,125630,79657,74927,163982,99988,76827,88480,106315,146530,146595,112671,89364,129739,155911,115325,126075,71631,76792,88463,163177,93780,145828,174490,83265,1209743
116757,130646,96374,111249,125639,79720,74937,164073,99999,76848,88527,106308,146638,146598,112679,89364,129813,155887,115300,126012,71667,76789,88453,163269,93830,145993,174327,83268,1210073
116766,130644,96380,111300,125620,79716,74942,164036,100009,76839,88553,106252,146604,146622,112673,89364,129832,155945,115303,126019,71656,76815,88453,163099,93803,145903,174345,83282,1210643
116772,130621,96410,111273,125581,79708,74946,164070,100019,76874,88574,106257,146588,146676,112658,89352,129883,155853,115306,126015,71700,76833,88413,163279,93827,146026,174345,83321,1210423
116746,130676,96460,111271,125567,79702,74962,163997,100059,76858,88594,106258,146522,146650,112664,89377,129902,155893,115279,126037,71848,76831,88453,163253,93762,146059,174361,83272,1210433
116762,130693,97149,111298,125543,79680,74960,164026,100071,76855,88628,106235,146564,146690,112655,89381,129955,155892,115323,126061,71838,76834,88488,163415,93751,146027,174333,83321,1210363
116815,130710,96909,111311,125551,79682,75013,163964,100057,76869,88646,106269,146551,146624,112689,89403,129942,155800,115246,126026,71853,76837,88543,163485,93751,145963,174272,83307,1211533
116856,130698,96878,111259,125547,79737,75021,163945,100018,76839,88583,106175,146575,146587,112713,89378,129963,155831,115252,126014,71829,76858,88568,163290,93720,146058,174288,83314,1211063
116838,130676,96830,111222,125537,79729,75031,163923,100008,76824,88637,106220,146542,146592,113433,89363,129957,155860,115281,126008,71872,76885,88608,163194,93737,146103,174255,83348,1211163
116809,130687,97010,111180,125554,79766,74996,163974,99978,76836,88663,106205,146571,146563,113188,89387,129909,155840,115249,126022,71855,76912,88643,163157,93775,146116,174236,83342,1211963
116818,130755,96888,111234,125555,79655,74955,163961,99955,76837,88650,106258,146546,146567,113127,89382,129929,155789,115256,126058,71812,77397,88613,163229,93765,146124,174217,83323,1211693
116823,130756,96961,111180,125597,79647,74967,163942,99967,76895,88624,106393,146535,146523,113083,89391,129920,155768,115129,126079,71864,77220,88623,163067,93782,146112,174228,83368,1212093
116895,130755,97125,111175,125627,79650,74841,163992,99942,76828,88664,106401,146555,146517,113352,89376,129966,155771,115032,126978,71986,77122,88613,162944,93749,146179,174325,83332,1212133
116876,130707,97003,111181,125545,79556,74842,163948,99984,77369,88627,106379,146554,146497,113208,89378,129872,155760,114232,126681,72036,77123,88553,163027,93789,146202,174318,83345,1211103
116879,130703,97044,111090,125537,79658,74854,163886,99863,77181,88660,106443,146508,146510,113306,89383,129881,155719,114549,126633,72159,77271,88583,163010,93792,146203,174592,83349,1210353
116843,130723,96951,111105,125500,79678,74897,163917,99934,77065,88611,106484,146562,146525,113505,89320,129887,155696,114680,126592,72093,77183,88553,162967,93717,146367,174633,83340,1208633
116758,130719,96935,111015,125496,79708,74844,163952,99919,77126,88581,106468,146558,146632,113425,89334,129864,155726,114758,126883,72139,77211,88623,163050,93806,146426,174682,83359,1209053
116790,130740,96950,110981,125495,79697,74817,163951,99893,77287,88590,106459,146535,146568,113434,89321,129859,155700,114500,126750,72176,77320,88583,163083,93816,146425,174618,83303,1208663
116767,130800,96939,110996,125461,79703,74864,163971,99972,77222,88578,106522,146588,146643,113313,89310,129753,155715,114641,126818,72250,77278,88583,163124,93797,146390,174708,83239,1210633
116774,130825,96943,111029,125389,79738,74840,163986,99991,77268,88583,106542,146589,146623,113292,89319,129674,155938,114562,127055,72271,77275,88606,163175,93803,146382,174798,83202,1214593
116840,130797,96928,111116,125370,79708,74759,163953,100020,77404,88549,106466,146576,146698,113281,89300,129603,155955,114360,126951,72288,77184,88585,163076,93798,146278,174765,83242,1213303
116837,130820,97024,111143,125362,79665,74738,163974,100044,77342,88399,106495,146567,146751,113287,89330,129675,156014,114477,126954,72319,77159,88613,163056,93765,146230,174747,83169,1214163
116851,130880,97020,111096,125387,79662,74726,163896,100079,77343,88403,106521,146504,146728,113303,89321,129749,155925,114412,126808,72202,77134,88547,163056,93693,146410,174905,83189,1215228
116861,130825,96952,111094,125490,79588,74721,164062,100050,77230,88432,106475,146665,146739,113275,89330,129793,156053,114590,126796,72189,77148,88503,163000,93699,146423,174963,83168,1215363
116925,130802,96909,111099,125465,79604,74717,164076,100058,77212,88399,106476,146570,146747,113376,89331,129809,156121,114617,126790,72195,77146,88440,163032,93641,146445,174967,83213,1216413
116880,130809,96924,111099,125579,79621,74771,164089,100025,77153,88532,106543,146606,146779,113398,89339,129804,156110,114589,126782,72203,77159,88484,162900,93639,146326,174979,83159,1215813
116863,130786,96746,111068,125518,79636,74801,164267,100039,77161,88517,106571,146748,146798,113348,89333,129825,156099,114541,126774,72226,77234,88473,162909,93597,146440,174968,83129,1215043
116867,130784,96729,111050,125513,79670,74732,164102,99990,77181,88548,106521,146573,146797,113340,89321,129836,156247,114528,126735,72204,77184,88535,162948,93677,146508,174832,83159,1214943
116831,130775,96755,111118,125499,79651,74738,164127,99985,77183,88539,106452,146617,146816,113347,89342,129871,156293,114593,126838,72182,77163,88506,162967,93641,146494,174730,83117,1214963
116858,130755,96870,111125,125547,79683,74811,164098,100013,77292,88547,106518,146559,146755,113190,89358,129798,156276,114463,126867,72136,77183,88513,162887,93626,146418,174928,83079,1215003
116868,130737,96668,111111,125584,79719,74838,164088,100004,77270,88561,106594,146596,146747,113102,89361,129859,156327,114402,126826,72147,77208,88483,162888,93677,146319,174969,83060,1215543
116854,130767,96776,111056,125492,79695,74888,164107,100043,77244,88513,106572,146601,146867,113135,89370,129871,156345,114498,126782,72164,77085,88457,162928,93803,146074,174828,83035,1215973
116849,130814,96809,111052,125549,79802,74837,164107,100080,77250,88521,106605,146614,146841,113316,89369,129816,156226,114493,126780,72181,77067,88497,162946,93809,145993,174739,82989,1216853
116873,130827,96837,111092,125574,79800,74811,164102,100076,77236,88522,106560,146615,146787,113155,89359,129782,156144,114459,126594,72195,77034,88443,162932,93802,146056,174681,82983,1216713
116907,130805,96869,111081,125599,79759,74816,164157,100055,77197,88430,106504,146669,146752,113209,89378,129790,156324,114662,126560,72187,77139,88475,162971,93782,146094,174793,83067,1216703
116941,130857,96946,111014,125653,79789,74858,164175,100006,77181,88406,106483,146683,146783,113220,89387,129820,156339,114759,126516,72285,77053,88467,162946,93870,146022,174732,83096,1216623
116937,130845,96970,111034,125622,79797,74840,164298,100114,77166,88419,106482,146773,146713,113269,89393,129802,156242,114741,126715,72328,77165,88423,162966,93852,146011,174781,82971,1216203
116984,130759,97100,110973,125628,79740,74828,164263,100121,77286,88467,106472,146776,146817,113388,89352,129751,156187,114560,126420,72342,77229,88396,162976,93838,145958,174656,82992,1216203
116923,130814,97090,110956,125592,79709,74854,164218,100140,77134,88497,106471,146758,146846,113446,89408,129815,156140,114872,126508,72310,77256,88386,162972,93833,145810,174616,83027,1216313
116922,130778,97080,110951,125591,79735,74813,164162,100159,77161,88421,106473,146714,146799,113519,89408,129777,156171,114757,126533,72246,77232,88445,162965,93758,145803,174626,83044,1216293
116968,130725,97108,111020,125666,79681,74804,164067,100075,77156,88473,106556,146645,146655,113664,89492,129754,156222,114732,126590,72234,77221,88437,162942,93734,145802,174592,83095,1216133
117043,130706,96983,111036,125610,79675,74758,164147,99965,77204,88465,106565,146710,146551,113677,89468,129799,156262,114704,126652,72260,77232,88333,162931,93840,145857,174719,83092,1216183
116970,130729,97021,111003,125525,79625,74707,164148,99876,77181,88424,106494,146696,146567,113679,89465,129811,156290,114775,126785,72246,77361,88385,162910,93767,145572,174777,83074,1217053
116944,130747,97037,111065,125501,79638,74647,164078,99903,77234,88537,106478,146669,146770,113718,89461,129829,156218,114670,126833,72221,77342,88397,162945,93750,145452,174910,83054,1216873
116962,130783,97003,111077,125474,79577,74703,164105,99910,77204,88594,106409,146712,146865,113630,89514,129835,156216,114655,127085,72167,77353,88403,162918,93664,145439,175139,83148,1217663
117047,130800,96966,111090,125482,79580,74691,163951,99984,77321,88559,106371,146577,146934,113648,89463,129996,156178,114564,127107,72083,77386,88414,162909,93682,145261,175337,83138,1217053
117017,130882,96979,111093,125573,79558,74671,163940,99936,77253,88564,106355,146497,146879,113619,89490,129933,156388,114551,127098,72113,77283,88468,162916,93778,145291,175219,83133,1216713
117061,130921,97242,111201,125549,79491,74722,163913,99917,77247,88625,106349,146572,146930,113553,89425,129919,156356,114538,127110,72148,77303,88414,162951,93842,145237,175202,83164,1217543
117054,130925,97163,111188,125428,79511,74740,163916,99856,77250,88570,106402,146575,146911,113520,89421,129939,156521,114507,126886,72176,77320,88405,163008,93898,145277,175167,83200,1217423
117081,130898,97099,111200,125382,79520,74606,163859,99833,77082,88547,106443,146652,146905,113609,89425,130160,156609,114674,126939,72147,77264,88543,162954,93938,145222,175053,83180,1217873
117091,130836,96824,111260,125320,79375,74648,163915,99795,77134,88580,106466,146670,146981,113922,89452,130109,156776,114576,126917,72223,77293,88583,162942,93833,145151,174951,83137,1217753
117099,130839,96734,111235,125314,79459,74678,163959,99710,77156,88606,106441,146696,146965,113808,89538,130175,156680,114527,126823,72217,77318,88635,162857,93803,145194,175201,83126,1218043
117157,130792,96535,111210,125402,79521,74620,163925,99753,76985,88585,106480,146666,146899,113795,89513,130238,156714,114644,126873,72212,77540,88644,162867,93754,145192,175235,83042,1218413
117131,130746,96797,111216,125513,79476,74651,164061,99758,77039,88539,106500,146871,146917,113559,89508,130240,156832,114680,126970,72171,77444,88669,162890,93836,145200,175280,83081,1219133
117080,130849,96916,111232,125523,79489,74681,164123,99608,77112,88601,106465,146844,146820,113393,89521,130223,156687,114645,127300,72206,77427,88581,162917,93770,145273,175389,83074,1219073
117056,130928,96944,111184,125484,79547,74721,164242,99644,77278,88517,106531,146993,146888,113320,89463,130236,156584,114398,127125,72225,77178,88578,162955,93771,145251,175223,83066,1219493
117065,130911,97142,111154,125499,79608,74742,164320,99704,77225,88498,106561,146961,146870,113412,89460,130321,156834,114458,127059,72230,77153,88654,162914,93821,145265,175169,83084,1219103
117140,130839,97056,111225,125469,79622,74891,164494,99635,77233,88478,106557,147105,146910,113616,89477,130232,156756,114544,126779,72245,77420,88626,162870,93960,145304,175191,83084,1218393
117143,130859,96984,111220,125458,79811,74781,164497,99689,77073,88414,106602,147118,146918,113682,89511,130146,156796,114778,126612,72143,77633,88627,162857,93938,145384,174982,82989,1218413
117127,130940,96872,111199,125460,79718,74766,164510,99722,76988,88400,106639,147172,147091,113956,89539,130201,156919,114857,126412,72187,77721,88640,162851,93965,145367,174802,83031,1218873
117183,130902,96853,111264,125478,79697,74821,164577,99837,77041,88386,106567,147370,146860,113841,89561,130204,156837,114950,126602,72222,77798,88653,162884,94077,145405,174850,83050,1218783
117278,130951,96850,111227,125471,79787,74848,164532,99673,77158,88280,106605,147290,146318,113858,89488,130263,156840,114777,126744,72188,77971,88603,162820,93969,145419,174866,83032,1219253
117222,130793,96753,111240,125513,79845,74807,164458,99482,77234,88371,106622,147216,146041,113713,89629,130342,156888,114640,126797,72208,77907,88583,162806,94070,145326,174761,83040,1218993
117376,130777,96852,111152,125421,79754,74866,164700,99359,77342,88426,106647,147459,146140,113688,89569,130281,156686,114562,127086,72251,77899,88613,162814,94104,145337,174748,83083,1219323
