EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,EURUSD,GBPNZD,XAUUSD
105744,125422,100702,112826,101190,77054,72209,161944,101015,77590,86937,106664,137216,138642,106488,84301,119315,146367,112024,126297,71854,76783,86044,163698,94180,141509,105744,173033,1216293
105811,125494,100649,112719,101235,77151,72196,161938,101034,77645,86963,106817,137131,138586,106498,84307,119274,146492,111976,126303,71844,76826,86054,163639,94112,141454,105811,173028,1213563
105806,125504,100644,112796,101201,77154,72248,161851,101049,77644,87025,106748,137117,138589,106488,84299,119348,146378,112063,126304,71846,76813,86104,163518,94106,141562,105806,173320,1214213
105803,125532,100641,112818,101252,77153,72219,161703,101072,77641,87039,106789,137115,138619,106482,84277,119367,146433,112085,126329,71789,76792,86099,163536,94034,141617,105803,173269,1217403
105887,125602,100591,112796,101235,77153,72281,161650,101022,77605,87024,106695,137219,138657,106514,84295,119439,146418,112117,126342,71769,76796,86126,163528,93961,141669,105887,173447,1217423
105952,125477,100561,112718,101277,77150,72318,161793,100941,77577,86959,106636,137316,138641,106547,84437,119431,146435,112074,126173,71878,76828,86130,163660,94092,141429,105952,173395,1222213
105760,125326,100665,112624,101265,77069,72288,162070,100915,77576,86795,106573,137209,138499,106469,84384,119119,146236,111864,126154,71802,76849,85990,163857,94047,141144,105760,173478,1221843
105931,125375,100513,112482,101381,77025,72253,162157,100867,77411,86634,106559,137512,138738,106474,84485,119157,146542,111897,126010,71808,76723,85872,163930,94061,141016,105931,173477,1220053
105921,125459,100541,112364,101318,77004,72226,161951,100820,77415,86523,106575,137534,138698,106498,84422,119020,146587,111746,126133,71808,76761,85800,163830,94111,140966,105921,173627,1223553
106076,125506,100417,112330,101380,76839,72105,161914,100677,77154,86312,106528,138029,138997,106519,84511,119158,147049,111852,126022,71839,76611,85713,163941,94015,140977,106076,173690,1221483
106085,125532,100383,112250,101458,76805,72053,161776,100706,77093,86213,106553,138104,139111,106491,84501,119082,147161,111808,126005,71817,76529,85589,163861,94191,140905,106085,173376,1216873
106134,125486,100302,112091,101291,76766,72046,161744,100365,76991,86045,106511,138237,138779,106455,84573,118968,147247,111740,125856,71874,76686,85713,163659,94159,140652,106134,172762,1218173
105711,125111,100621,112411,101088,76724,72015,161860,100408,77197,86246,106479,137744,138357,106386,84487,118848,146689,111691,125878,71965,76850,85868,164033,94236,140635,105711,172592,1215363
105663,124877,100671,112351,101102,76807,71989,162436,100598,77316,86291,106650,137553,138406,106375,84611,118717,146709,111588,125708,71946,76833,85761,164283,94170,140296,105663,172649,1215903
105796,124979,100549,112265,101037,76793,71989,162605,100636,77207,86208,106629,137750,138661,106377,84643,118772,146896,111639,125657,72003,76695,85646,164463,94191,140302,105796,172757,1216023
105682,124649,100658,112199,101095,76802,71969,162615,100590,77300,86168,106678,137585,138432,106381,84777,118579,146779,111451,125465,72036,76824,85646,164456,94192,139852,105682,172760,1215683
105703,124660,100635,112107,101102,76774,71997,162705,100449,77257,86069,106596,137659,138311,106379,84787,118507,146747,111386,125446,72013,76886,85666,164534,94067,139749,105703,172641,1215743
105640,124573,100713,111970,101057,76715,71921,162527,100456,77256,85897,106623,137683,138348,106395,84794,118289,146811,111165,125453,72032,76881,85487,164415,94096,139483,105640,172903,1214613
105613,124567,100741,112086,101016,76778,71991,162681,100631,77342,86054,106607,137542,138440,106396,84777,118381,146647,111245,125484,71905,76831,85497,164546,93779,139618,105613,173017,1213133
105513,124493,100667,112006,101018,76634,71727,162654,100205,77046,85837,106338,137394,138038,105991,84623,118172,146486,110914,125534,71997,76809,85401,164492,94062,139357,105513,173135,1215663
105598,124527,100759,112224,100987,76729,71958,162659,100511,77306,86108,106587,137591,138322,106406,84780,118517,146675,111359,125469,71931,76887,85639,164457,93966,139747,105598,172978,1213673
105517,123991,100887,112178,100992,76679,71880,162753,100586,77356,86015,106639,137584,138430,106458,85090,118371,146731,111176,125087,71988,76872,85494,164461,94041,139080,105517,172833,1212093
105646,124178,100760,112160,100946,76754,71937,162802,100568,77333,86086,106656,137619,138431,106452,85065,118495,146794,111297,125119,71934,76872,85581,164466,93932,139270,105646,172746,1213483
105712,124231,100704,112022,100973,76836,71951,162724,100671,77374,86073,106748,137565,138516,106456,85085,118424,146858,111222,125101,71978,76832,85479,164447,93956,139160,105712,172326,1213233
105650,124158,100760,112196,100910,76854,71910,162750,100699,77431,86224,106837,137456,138447,106454,85085,118539,146858,111334,125095,71959,76868,85605,164437,93917,139298,105650,172720,1213133
105615,124237,100792,112201,100923,76876,71947,162637,100708,77476,86251,106812,137370,138371,106453,85005,118501,146738,111303,125212,71953,76908,85626,164357,93913,139388,105615,173063,1213893
105661,124273,100762,112225,100964,76928,72002,162647,100763,77509,86331,106800,137330,138406,106468,85015,118583,146676,111359,125213,71967,76899,85659,164381,93944,139462,105661,172934,1213493
105675,124345,100758,112110,100952,76912,72001,162684,100743,77489,86224,106776,137376,138428,106476,84977,118476,146694,111250,125283,72004,76894,85570,164462,93925,139398,105675,173101,1213663
105679,124183,100737,112081,101011,76932,72065,162766,100748,77491,86225,106712,137348,138409,106460,85093,118458,146574,111246,125089,72003,76891,85564,164468,93988,139180,105679,172961,1213143
105813,124139,100676,112198,100927,76911,72054,162613,100749,77425,86290,106700,137557,138622,106528,85233,118725,146783,111432,124972,72000,76825,85629,164182,94035,139276,105813,172969,1211793
105783,124084,100727,112244,101023,76846,72043,162594,100728,77398,86251,106621,137637,138671,106555,85245,118741,146760,111423,124978,72038,76813,85611,164111,94035,139271,105783,172993,1211763
105857,124260,100660,112263,100847,76787,71977,162752,100693,77287,86200,106643,137838,138827,106558,85181,118838,146998,111517,125072,71993,76731,85592,164194,94099,139494,105857,173063,1215293
105821,124192,100701,112256,100727,76726,71925,162899,100623,77257,86127,106636,137904,138797,106566,85202,118795,147062,111464,125056,72091,76756,85577,164271,94142,139407,105821,173058,1215233
105827,124155,100681,112293,100778,76717,71933,163312,100588,77232,86146,106611,137925,138773,106547,85230,118839,147057,111522,124993,72086,76757,85625,164450,94113,139412,105827,173055,1219203
105805,124084,100768,112282,100738,76724,71973,163415,100626,77307,86145,106563,137883,138782,106618,85265,118802,146941,111415,125031,72042,76803,85592,164602,94224,139318,105805,173433,1220393
105986,124230,100662,112276,100694,76764,72034,163441,100610,77267,86185,106528,138050,138926,106688,85308,119000,147065,111526,125044,72025,76775,85646,164071,94193,139475,105986,173461,1218733
105981,124190,100659,112288,100702,76788,72030,163014,100616,77289,86223,106564,137996,138879,106679,85329,119028,147061,111538,125002,72000,76790,85674,163742,94092,139452,105981,173559,1217253
106131,124694,100548,112073,100766,76877,72155,162567,100695,77291,86156,106506,138036,139026,106714,85107,118947,147024,111451,125372,71996,76737,85547,163565,94068,139746,106131,173543,1216433
106249,124723,100507,112009,100746,76916,72223,162725,100749,77301,86152,106461,138122,139186,106787,85182,119013,147056,111433,125347,72025,76701,85494,163795,94037,139696,106249,173463,1218923
106040,124587,100675,112269,100807,76834,72077,162274,100755,77347,86257,106560,137994,139068,106756,85105,119055,147054,111500,125423,72029,76743,85593,163266,94072,139867,106040,173477,1219953
105911,124449,100871,112729,100708,76748,72006,162347,100923,77409,86514,106548,137980,139287,106835,85100,119396,147033,111743,125527,72012,76678,85705,163109,94104,140284,105911,173509,1220833
105881,124430,100912,112790,100767,76797,71998,162358,100975,77492,86617,106625,137852,139235,106850,85086,119426,147001,111757,125558,72032,76720,85764,163135,94129,140340,105881,173528,1223663
105898,124426,100881,112728,100714,76769,71926,162224,101035,77440,86536,106687,137925,139392,106833,85104,119379,147168,111730,125515,72031,76619,85630,163276,94152,140257,105898,173459,1223973
105851,124419,100880,112683,100775,76717,71886,162177,101105,77390,86440,106610,137910,139496,106817,85072,119285,147100,111620,125487,72025,76542,85490,162893,94141,140168,105851,173424,1222993
105867,124394,100901,112736,100796,76744,71871,162251,101184,77422,86512,106733,137929,139598,106821,85096,119351,147224,111700,125510,71951,76491,85477,163132,93994,140234,105867,173420,1223313
105835,124369,100944,112739,100767,76748,71807,161674,101195,77466,86524,106834,137888,139560,106833,85095,119322,147309,111669,125537,71919,76526,85486,162661,93920,140211,105835,173434,1222983
105789,124283,100954,112632,100844,76710,71812,161758,101180,77436,86398,106781,137889,139555,106800,85111,119158,147250,111553,125465,71979,76508,85371,162716,94047,139981,105789,173365,1223463
105834,124334,100895,112527,100759,76832,71859,161652,101299,77515,86455,106886,137726,139551,106784,85111,119097,147220,111514,125442,71971,76498,85329,162775,94029,139907,105834,173130,1223663
105852,124319,100860,112572,100729,76772,71786,161533,101243,77426,86424,106902,137857,139603,106763,85134,119163,147384,111598,125383,71972,76453,85345,162699,94057,139946,105852,173444,1222473
105853,124294,100838,112625,100754,76825,71850,161588,101304,77464,86522,106883,137767,139595,106744,85156,119223,147258,111674,125329,71933,76443,85390,162764,94011,139982,105853,173812,1223403
105881,124314,100794,112554,100769,76866,71908,161516,101264,77471,86515,106854,137727,139503,106728,85164,119178,147176,111654,125295,71918,76481,85416,162782,93979,139918,105881,174018,1222923
105943,124402,100713,112479,100829,76854,71922,161646,101231,77396,86443,106818,137830,139561,106700,85156,119171,147238,111671,125282,71942,76432,85377,162881,94032,139923,105943,173913,1222343
105972,124349,100675,112365,100812,76793,71929,161388,101150,77306,86288,106721,137974,139600,106689,85216,119080,147253,111597,125179,71921,76402,85288,162633,93973,139721,105972,173906,1225983
105945,124289,100666,112307,100762,76794,71862,161382,101129,77296,86241,106819,137944,139538,106654,85234,118989,147358,111550,125109,71840,76408,85257,162625,93914,139576,105945,173757,1228483
105841,124329,100691,112400,100761,76750,71876,161445,101149,77272,86262,106746,137888,139507,106573,85123,118967,147193,111619,125181,71965,76370,85264,162654,93870,139738,105841,173887,1229183
105886,124164,100560,112394,100853,76735,71869,161799,101096,77157,86244,106725,137970,139514,106480,85269,119012,147258,111758,124851,72033,76297,85292,162949,93888,139548,105886,173925,1226803
105950,124355,100501,112324,100842,76690,71904,161843,101121,77071,86138,106619,138137,139717,106481,85194,119008,147284,111752,124974,72095,76191,85170,162881,93832,139674,105950,173923,1228673
106023,124418,100448,112234,100951,76752,72002,161812,101093,77091,86139,106560,138123,139661,106501,85208,118996,147187,111717,124969,72092,76235,85192,162797,93825,139632,106023,173759,1228613
105840,124129,100572,112212,101150,76735,72003,161708,101239,77167,86103,106530,137908,139655,106446,85259,118768,146924,111561,124833,72038,76198,85032,162751,93802,139287,105840,174023,1230593
105950,124200,100538,112127,101229,76691,72014,161809,101292,77098,85989,106453,138131,139949,106520,85298,118801,147053,111517,124862,72168,76089,84873,162827,93982,139258,105950,174198,1231673
106055,124357,100406,112041,101004,76806,72128,161705,101469,77103,86071,106427,138022,140125,106483,85267,118841,146935,111566,124840,72194,75950,84790,162735,93963,139325,106055,173832,1233283
106253,124456,100132,111888,101124,76893,72304,162184,101829,76985,86035,106304,138163,140720,106392,85367,118886,146880,111732,124610,72221,75579,84469,163331,94202,139244,106253,173814,1235023
106171,124249,100223,112054,101181,76841,72264,162133,101783,77007,86102,106293,138150,140651,106408,85444,118974,146855,111797,124520,72246,75635,84578,163376,94213,139222,106171,173749,1235453
106071,124158,100299,111937,101212,76774,72253,162127,101920,76999,85937,106215,138142,140828,106389,85426,118735,146743,111588,124522,72254,75525,84302,163388,94206,138974,106071,173996,1233343
106013,124115,100367,112101,101217,76720,72152,162131,101802,76996,86003,106286,138166,140688,106406,85409,118847,146868,111680,124564,72251,75608,84462,163659,94154,139131,106013,173839,1233893
105918,124020,100459,112187,101253,76670,72094,162002,101896,77016,86011,106305,138128,140781,106401,85396,118829,146856,111663,124581,72258,75558,84392,163620,94123,139131,105918,174244,1232013
105944,124088,100418,112304,101267,76670,72033,162052,101811,76986,86103,106398,138161,140699,106389,85372,118982,147016,111822,124603,72232,75593,84554,163767,94057,139354,105944,173941,1232423
105757,123805,100571,112752,101254,76559,71910,162109,101812,76991,86319,106423,138113,140655,106370,85409,119251,147005,112078,124507,72250,75594,84759,163962,94072,139586,105757,173919,1232033
105725,123756,100611,112838,101320,76513,71810,162070,101819,76974,86332,106502,138164,140713,106375,85424,119305,147152,112135,124507,72255,75561,84762,164027,94137,139642,105725,173936,1232453
105688,123776,100659,113092,101414,76416,71705,162020,101716,76915,86421,106530,138280,140695,106384,85377,119531,147323,112336,124587,72206,75591,84942,163995,93971,139969,105688,174028,1234103
105623,123748,100712,113130,101467,76600,71523,161990,101984,77140,86657,107051,137861,140636,106376,85345,119492,147601,112313,124625,72272,75615,84951,163941,94036,139993,105623,174021,1232953
105718,123875,100678,113015,101484,76660,71604,161799,101982,77174,86635,107027,137884,140654,106437,85334,119481,147570,112236,124712,72308,75651,84933,163936,94106,139995,105718,174041,1230643
105789,123826,100650,112958,101561,76767,71667,161910,102018,77261,86713,107081,137782,140603,106477,85427,119502,147542,112214,124625,72273,75708,84978,163954,94053,139867,105789,174288,1231513
105589,123706,100799,113379,101563,76628,71479,161766,101938,77235,86878,107162,137778,140483,106432,85348,119721,147653,112467,124687,72269,75739,85207,163905,93983,140252,105589,174299,1228983
105521,123653,100860,113578,101542,76545,71415,161703,101938,77199,86936,107142,137838,140543,106431,85329,119854,147686,112594,124712,72245,75705,85268,163782,93972,140439,105521,174519,1230368
105552,123717,100818,113435,101552,76599,71402,161842,101999,77223,86890,107240,137779,140567,106417,85311,119736,147762,112495,124723,72315,75684,85166,163866,94047,140327,105552,174339,1229113
105574,123700,100821,113496,101608,76629,71370,161894,102010,77253,86970,107323,137747,140556,106444,85335,119827,147851,112553,124710,72478,75705,85236,163792,94156,140391,105574,174293,1230923
105399,123704,100932,113481,101637,76658,71217,161825,102085,77366,86992,107597,137470,140374,106385,85195,119610,147923,112418,124848,72569,75761,85192,163688,94321,140373,105399,174332,1230603
105446,123757,100929,113516,101550,76663,71355,161970,102141,77368,87022,107399,137526,140499,106425,85198,119702,147708,112458,124900,72573,75725,85181,163867,94402,140480,105446,174425,1230813
105395,123701,100942,113546,101660,76637,71305,161783,102118,77353,87016,107439,137505,140453,106388,85197,119675,147742,112473,124859,72533,75725,85196,163587,94344,140453,105395,174554,1234683
105451,123728,100882,113623,101594,76620,71341,162135,102160,77289,87057,107358,137609,140616,106382,85221,119820,147743,112621,124813,72600,75633,85200,163981,94347,140579,105451,174427,1233133
105351,123170,100983,113732,101691,76605,71253,162082,102004,77352,87119,107473,137508,140297,106386,85523,119819,147789,112611,124374,72451,75807,85391,163881,94313,140077,105351,174287,1234633
105263,123050,101115,113788,101988,76591,71182,161744,102008,77439,87149,107562,137421,140207,106439,85535,119779,147801,112519,124414,72404,75892,85416,163778,94434,140010,105263,173896,1234093
105250,122981,101209,113901,101947,76553,71160,161919,102008,77473,87194,107540,137469,140262,106524,85576,119884,147839,112525,124463,72507,75924,85459,164047,94364,140073,105250,173528,1232993
105329,122970,101147,113874,101754,76548,71238,161851,101782,77415,87162,107401,137586,140059,106543,85634,119937,147781,112561,124373,72400,75988,85560,164281,94452,140021,105329,173817,1232933
105550,123157,100873,113875,101710,76502,71227,161837,102133,77165,87115,107367,137951,140929,106473,85698,120198,148124,112877,124225,72372,75530,85278,164825,94416,140237,105550,173525,1233493
105633,123171,100722,113661,101704,76622,71291,161671,102242,77169,87087,107438,137843,140970,106397,85755,120067,148106,112834,124052,72422,75451,85160,164591,94417,139995,105633,173804,1232043
105631,123180,100731,113654,101739,76741,71376,161696,102296,77293,87214,107478,137634,140824,106406,85746,120058,147945,112817,124073,72245,75537,85242,164833,94275,139994,105631,173908,1231773
105664,123132,100692,113521,101734,76779,71485,161752,102418,77304,87157,107351,137602,140964,106396,85808,119955,147758,112726,123976,72530,75456,85083,164703,94583,139774,105664,173952,1233843
105439,122812,100903,113684,101665,76735,71394,161734,102447,77421,87233,107429,137387,140784,106390,85847,119871,147628,112658,123914,72614,75549,85133,164836,94550,139613,105439,173948,1234573
105457,122846,100888,113641,101864,76759,71454,161821,102342,77435,87226,107379,137368,140624,106396,85839,119845,147540,112626,123932,72564,75638,85212,164783,94573,139597,105457,173917,1234673
105459,122928,100858,113712,101889,76753,71394,161686,102265,77419,87281,107382,137356,140523,106372,85788,119939,147560,112695,123949,72583,75672,85324,164649,94531,139762,105459,173633,1232793
105505,122996,100853,113763,101834,76814,71465,161713,102365,77463,87384,107445,137339,140608,106415,85771,120034,147559,112785,124040,72567,75641,85335,164693,94502,139920,105505,173565,1232843
105359,122703,101024,114114,101810,76586,71156,161948,102258,77364,87393,107587,137547,140685,106436,85857,120229,147990,112942,123948,72697,75631,85446,164768,94670,140010,105359,173271,1230883
105419,122901,100949,113958,101855,76566,71426,161523,102137,77288,87252,107160,137659,140639,106420,85767,120136,147529,112872,124061,72631,75648,85408,164765,94556,140050,105419,173143,1231683
105340,122824,101000,113997,101828,76592,71374,161564,102255,77353,87312,107269,137510,140649,106395,85760,120086,147516,112853,124046,72689,75624,85370,164805,94642,140010,105340,173096,1236973
105298,122762,101037,114006,101864,76540,71336,161274,102207,77328,87258,107254,137555,140626,106393,85767,120052,147539,112818,124030,72782,75634,85355,164566,94723,139950,105298,173326,1235513
105314,122791,101029,113938,101828,76513,71333,161409,102111,77294,87177,107218,137624,140564,106402,85758,119998,147569,112765,124049,72775,75671,85354,164577,94704,139903,105314,173379,1236433
105323,122821,101020,113999,101813,76547,71326,161516,102174,77321,87259,107281,137572,140599,106402,85746,120073,147599,112831,124069,72804,75652,85386,164685,94740,140008,105323,172946,1236953
105305,122763,101047,114029,101798,76551,71303,161480,102203,77349,87289,107314,137541,140611,106409,85771,120081,147619,112832,124044,72784,75654,85386,164749,94740,139983,105305,172966,1239733
105259,122742,101105,114191,101860,76482,71203,161396,102136,77323,87334,107372,137602,140576,106424,85747,120200,147758,112927,124090,72869,75679,85489,164680,94804,140155,105259,172924,1238743
105392,122845,101019,114186,101934,76572,71346,161342,102210,77346,87432,107284,137616,140694,106466,85787,120344,147649,113019,124090,72657,75651,85524,164749,94589,140267,105392,172712,1242233
105421,122837,100999,114222,101922,76468,71152,161405,102107,77226,87341,107427,137846,140782,106474,85813,120416,148089,113081,124057,72779,75609,85522,164893,94658,140304,105421,172626,1241633
105254,122626,101111,114206,101889,76149,70983,161389,101811,76986,86964,107230,138198,140744,106427,85816,120212,148215,112939,123980,72611,75597,85400,164841,94647,140042,105254,172573,1242583
105273,122789,101065,114225,101925,76196,71060,161460,101835,77001,87032,107191,138142,140712,106395,85728,120250,148085,113007,124091,72729,75590,85447,164976,94699,140249,105273,172572,1242553
105222,122810,101182,114269,101826,76116,71003,160765,101779,77007,86971,107158,138225,140717,106465,85674,120239,148123,112923,124251,72834,75637,85435,164019,94728,140321,105222,172595,1237983
105194,122963,101233,114372,101680,76006,70954,160636,101574,76937,86927,107079,138382,140594,106491,85542,120315,148187,112965,124471,72808,75721,85562,163889,94640,140624,105194,173193,1239483
105137,122830,101301,114380,101772,75924,70865,160623,101463,76905,86838,107095,138462,140525,106506,85590,120259,148297,112897,124422,72807,75772,85569,163883,94845,140487,105137,173149,1240353
105047,122597,101302,114533,101954,75686,70689,160629,101255,76666,86682,107030,138774,140553,106416,85678,120318,148540,113048,124187,72745,75692,85591,163500,94733,140408,105047,173061,1241683
105244,122835,101100,114416,102060,75812,70771,160961,101362,76636,86736,107085,138808,140736,106402,85672,120419,148651,113159,124181,72767,75583,85553,164430,94819,140539,105244,173086,1239813
105135,122640,101203,114451,102105,75768,70686,160728,101398,76674,86714,107150,138741,140715,106400,85721,120329,148666,113078,124106,72810,75590,85501,164364,94753,140354,105135,172942,1239653
105058,122645,101347,114490,102179,75626,70554,160498,101268,76638,86583,107152,138899,140699,106475,85653,120286,148838,112958,124291,72782,75654,85479,164208,94783,140413,105058,172893,1239693
105048,122660,101348,114469,102189,75657,70563,160347,101312,76672,86603,107175,138827,140682,106466,85636,120251,148807,112934,124310,72785,75655,85463,164258,94785,140403,105048,172911,1240343
105008,122601,101391,114470,102016,75680,70616,160021,101326,76723,86626,107124,138758,140626,106482,85654,120221,148654,112889,124300,72713,75699,85481,163973,94772,140340,105008,173382,1241843
105068,122639,101340,114381,102196,75707,70663,160021,101422,76716,86592,107091,138758,140771,106476,85663,120179,148615,112854,124276,72692,75616,85361,163802,94695,140271,105068,173415,1241263
105059,122697,101326,114409,102160,75709,70608,160123,101361,76706,86615,107182,138745,140669,106456,85618,120204,148735,112900,124313,72785,75653,85434,163788,94749,140366,105059,173532,1240883
105062,122679,101320,114374,102203,75718,70593,160092,101401,76716,86601,107218,138735,140709,106454,85630,120172,148754,112864,124294,72718,75624,85383,163908,94707,140317,105062,173561,1239283
105065,122729,101315,114349,102248,75713,70584,160178,101355,76703,86578,107220,138741,140666,106451,85599,120146,148774,112847,124336,72722,75652,85393,163838,94682,140335,105065,173431,1239803
105150,122762,101262,114247,102270,75674,70614,160487,101259,76621,86448,107128,138933,140717,106478,85648,120129,148842,112804,124300,72746,75644,85355,163955,94725,140235,105150,173591,1241853
105179,122646,101244,114208,102178,75613,70505,160330,101215,76549,86357,107203,139081,140807,106487,85754,120128,149105,112787,124163,72709,75605,85300,163980,94680,140068,105179,173580,1242533
105216,122716,101236,114227,102157,75521,70433,160364,101102,76448,86265,107185,139299,140867,106516,85729,120188,149317,112817,124228,72655,75592,85305,163939,94563,140169,105216,173483,1241653
105206,122707,101254,114132,102123,75587,70382,160458,101166,76529,86266,107352,139166,140825,106529,85727,120077,149408,112702,124241,72704,75622,85254,163883,94637,140043,105206,173602,1238773
105196,122678,101247,114093,102104,75609,70333,160428,101205,76547,86263,107462,139111,140826,106510,85741,120025,149501,112673,124204,72672,75610,85215,163950,94626,139962,105196,173666,1238643
105176,122591,101262,114232,102163,75544,70341,160342,101145,76493,86293,107353,139202,140829,106505,85785,120145,149448,112792,124129,72702,75603,85299,163915,94659,140033,105176,173568,1239713
105257,122667,101181,114109,102117,75643,70424,160454,101212,76531,86314,107373,139127,140850,106497,85799,120109,149394,112762,124109,72715,75588,85258,163915,94639,139969,105257,173635,1238023
105207,122647,101258,114261,101945,75537,70265,160402,101167,76481,86306,107469,139264,140923,106531,85773,120215,149664,112828,124184,72759,75575,85293,163984,94670,140136,105207,173768,1234113
105186,122557,101315,114298,101891,75587,70314,160609,101332,76571,86390,107451,139140,141030,106568,85817,120226,149514,112800,124159,72618,75542,85234,164034,94635,140074,105186,173654,1231353
105165,122286,101348,114241,101863,75517,70250,161013,101274,76528,86270,107452,139238,141043,106585,85989,120146,149630,112710,123930,72610,75543,85168,163959,94580,139698,105165,173754,1233253
105359,122268,101153,114441,101873,75557,70213,161123,101325,76421,86465,107567,139421,141305,106575,86165,120576,149983,113124,123668,72393,75400,85319,164115,94487,139920,105359,173706,1234853
105386,122238,101222,114459,101836,75496,70193,161323,101278,76414,86411,107519,139577,141393,106676,86207,120628,150078,113066,123725,72318,75426,85303,164225,94489,139909,105386,173446,1231673
105572,122297,101109,114380,101794,75653,70311,161755,101420,76487,86531,107557,139526,141547,106743,86317,120757,150080,113115,123648,72254,75392,85302,164334,94212,139881,105572,173315,1231413
105683,122357,100961,114319,101863,75805,70426,161760,101460,76528,86658,107599,139397,141464,106699,86365,120819,149994,113218,123524,72466,75403,85394,164162,94281,139872,105683,173462,1227533
105577,122426,101015,114416,101949,75680,70183,161960,101381,76434,86585,107777,139461,141460,106659,86223,120800,150337,113238,123666,72463,75354,85367,164022,94302,140076,105577,173649,1226503
105623,122600,101052,114471,101798,75654,70117,162009,101457,76442,86598,107855,139600,141666,106736,86145,120911,150572,113266,123885,72377,75321,85337,164249,94355,140338,105623,174016,1225583
105516,122469,101178,114610,101753,75573,70092,161838,101400,76456,86612,107779,139601,141591,106759,86149,120934,150469,113262,123904,72432,75378,85399,164137,94276,140355,105516,174165,1225188
105613,122570,101089,114440,101525,75661,70168,162151,101441,76477,86581,107780,139567,141615,106765,86154,120865,150439,113188,123899,72445,75369,85335,164243,94213,140262,105613,174133,1224533
105822,122715,101053,114242,101428,75751,70314,162105,101533,76544,86538,107691,139672,141850,106938,86227,120894,150420,113035,124004,72425,75366,85215,164262,94195,140185,105822,173637,1224713
105980,122792,100953,114119,101509,75841,70317,161983,101620,76558,86547,107811,139719,142017,106989,86300,120946,150653,113030,123959,72515,75314,85153,164153,94369,140127,105980,173411,1224013
106157,122981,100877,113905,101528,75924,70376,161964,101548,76585,86480,107844,139796,142001,107088,86312,120924,150789,112906,124055,72282,75394,85144,164304,93996,140080,106157,173556,1224203
106166,122857,100665,113886,101548,75769,70138,162034,101386,76462,86383,107589,139727,142021,106615,86066,120880,150420,112777,123832,72499,75073,84990,164272,94263,139834,106166,173148,1224013
106094,122878,100816,114090,101544,75849,70269,161989,101457,76463,86533,107889,139838,141908,106979,86314,121047,150900,113130,123883,72506,75324,85260,164299,94300,140178,106094,173091,1221903
106204,122994,100775,113816,101579,75941,70361,162066,101610,76521,86427,107886,139829,142118,107028,86340,120878,150867,112921,123940,72478,75286,85037,164307,94266,139975,106204,173149,1224863
106119,122931,100833,113749,101566,75793,70249,162192,101483,76420,86213,107858,139990,142103,107000,86316,120715,151000,112793,123948,72450,75276,84933,164275,94287,139830,106119,172987,1224823
106068,122873,100836,113843,101567,75743,70136,162171,101415,76372,86226,107957,140014,142034,106957,86318,120757,151168,112885,123891,72443,75281,85004,164179,94236,139875,106068,172610,1226943
106069,122863,100845,113823,101535,75722,70161,162469,101395,76356,86185,107880,140057,142050,106966,86324,120733,151105,112853,123893,72505,75280,84979,164294,94263,139838,106069,172981,1226643
106050,122840,100845,113838,101589,75736,70110,162313,101439,76367,86212,107982,140013,142059,106948,86323,120730,151198,112869,123871,72542,75261,84972,164243,94322,139834,106050,172429,1226073
106004,122821,100895,113873,101513,75722,70101,162227,101415,76393,86224,107982,139968,141985,106953,86299,120711,151151,112849,123913,72539,75303,85003,164221,94323,139856,106004,172565,1225453
106037,122868,100862,113847,101467,75796,70104,162248,101514,76443,86291,108085,139876,142033,106953,86293,120724,151191,112859,123922,72584,75278,84984,164141,94386,139879,106037,172610,1228073
105990,122853,100898,113687,101399,75889,70170,162134,101593,76564,86274,108110,139643,141902,106942,86265,120502,150981,112661,123950,72530,75338,84903,164138,94402,139663,105990,172618,1229893
105986,122711,100897,113795,101417,75792,70191,162347,101599,76466,86245,107939,139816,142089,106939,86361,120609,150926,112770,123806,72556,75240,84874,164273,94449,139635,105986,172638,1234283
106248,122667,100779,113658,101554,75933,70275,162110,101578,76519,86304,108015,139907,142148,107081,86612,120765,151127,112768,123617,72441,75308,84946,164316,94400,139419,106248,172541,1232533
106017,122599,100904,113675,101572,76026,70332,161906,101753,76706,86422,108056,139433,141906,106975,86470,120518,150667,112644,123699,72418,75361,84914,164002,94343,139360,106017,172642,1232793
105909,122599,100985,113754,100954,75913,70185,161797,101648,76656,86352,108126,139495,141828,106954,86380,120481,150838,112629,123801,72413,75391,84937,163972,94331,139458,105909,172264,1232993
105800,122589,101007,113833,100803,75891,70166,161891,101702,76650,86388,108120,139390,141800,106868,86298,120440,150720,112689,123817,72515,75343,84925,163989,94411,139545,105800,172235,1233973
105881,122666,100941,113800,100721,75965,70223,161632,101694,76675,86447,108137,139358,141755,106877,86306,120494,150710,112726,123816,72501,75373,84989,163963,94424,139591,105881,172176,1233683
105972,122717,100904,113697,100793,76013,70261,161386,101747,76695,86423,108152,139397,141863,106931,86347,120490,150759,112667,123821,72498,75355,84923,163775,94401,139523,105972,172591,1230173
