EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,EURUSD,GBPNZD,XAUUSD
104305,123597,102603,117530,100259,72489,69035,170339,97154,74368,85177,104943,143872,139816,107021,84387,122613,151044,114557,126813,72514,76523,87670,165211,94457,145272,104305,175884,1190853
104228,123503,102667,117534,100196,72357,68958,170348,97061,74275,85029,104850,143960,139782,107013,84359,122530,151044,114482,126816,72482,76543,87621,165290,94317,145179,104228,175765,1190123
104262,123512,102610,117468,100264,72276,69043,170229,97127,74153,84901,104619,144240,140144,106989,84412,122485,150926,114386,126728,72732,76331,87400,165313,94535,145077,104262,175301,1186953
104261,123514,102656,117616,100149,72341,69007,170117,97149,74254,85082,104790,144102,140034,107032,84401,122632,151021,114556,126785,72576,76413,87565,165285,94344,145265,104261,176539,1187783
104346,123704,102591,117611,100046,72445,69067,170018,97261,74314,85200,104849,144014,140114,107049,84343,122726,151014,114623,126900,72607,76388,87587,165231,94388,145480,104346,176347,1186873
104420,123681,102502,117540,99960,72522,69209,170163,97339,74324,85238,104743,143977,140175,107038,84426,122743,150808,114652,126760,72590,76340,87555,165348,94413,145365,104420,176442,1189473
104388,123656,102539,117541,100164,72468,69118,170551,97272,74296,85174,104805,144032,140139,107041,84416,122703,150965,114613,126784,72608,76362,87549,165492,94350,145336,104388,176452,1185563
104403,123667,102521,117529,100168,72436,69030,170611,97212,74254,85129,104892,144112,140134,107039,84419,122707,151180,114621,126773,72598,76364,87557,165453,94342,145334,104403,176085,1184543
104370,123593,102559,117579,100133,72342,69005,170508,97138,74183,85056,104795,144259,140163,107044,84441,122722,151187,114629,126743,72539,76344,87542,165407,94238,145311,104370,176643,1183283
104369,123566,102576,117656,100069,72326,69046,170514,97133,74178,85091,104714,144285,140189,107060,84458,122801,151097,114685,126737,72657,76345,87584,165367,94260,145371,104369,176623,1185863
104437,123614,102490,117649,100173,72377,69141,170390,97147,74166,85146,104635,144273,140198,107037,84478,122870,150973,114775,126677,72540,76320,87624,165251,94266,145420,104437,176574,1186053
104376,123615,102604,117656,100268,72289,69116,170468,97095,74161,85048,104548,144375,140215,107097,84432,122810,150955,114654,126826,72470,76356,87572,165208,94199,145430,104376,176556,1186423
104411,123348,102541,117588,100367,72197,69147,170193,97028,74022,84889,104368,144599,140339,107067,84642,122779,150927,114659,126471,72522,76265,87471,164911,94191,145034,104411,176492,1186173
104424,123324,102615,117603,100284,72162,69062,170070,97045,74037,84858,104449,144696,140456,107156,84671,122809,151140,114592,126535,72594,76266,87423,164874,94190,145023,104424,176631,1184203
104647,123378,102352,117523,100351,72121,69037,170235,97003,73806,84753,104425,145083,140773,107109,84811,122987,151513,114808,126264,72740,76059,87349,165252,94039,144986,104647,176859,1185823
104488,123350,102485,117651,100423,72018,68915,170408,96930,73796,84723,104460,145073,140659,107084,84702,122935,151557,114786,126401,72751,76109,87387,165421,94199,145113,104488,176929,1189603
104485,123448,102469,117626,100440,72151,69041,170178,97198,73922,84861,104463,144798,140780,107065,84634,122904,151273,114777,126484,72767,76031,87289,165300,94474,145194,104485,176880,1187133
104384,123160,102575,117825,100657,72047,68948,170169,97346,73890,84883,104450,144867,141064,107077,84752,122995,151332,114852,126318,72596,75879,87176,165433,94366,145102,104384,176764,1187043
104585,123200,102476,117667,100708,72168,69043,170621,97437,73941,84909,104481,144901,141229,107178,84880,123068,151405,114798,126239,72385,75860,87119,165706,94087,144961,104585,177232,1185713
104580,122963,102468,117463,100654,72250,69106,170658,97337,74022,84861,104508,144734,140914,107166,85046,122848,151267,114620,125984,72455,76023,87164,165784,93945,144426,104580,176841,1186573
104524,123008,102450,117488,100673,72146,69067,170460,97161,73903,84756,104416,144863,140788,107087,84967,122808,151276,114665,126009,72527,76038,87220,165446,94022,144509,104524,176531,1186853
104412,123004,102493,117572,100699,72067,68992,170391,97212,73853,84726,104411,144865,140863,107017,84881,122763,151271,114697,126057,72475,75944,87136,165654,94001,144607,104412,176387,1185843
104378,122928,102537,117655,100717,72051,68983,170301,97223,73868,84767,104399,144853,140867,107028,84907,122809,151261,114730,126036,72456,75956,87169,165479,93873,144620,104378,176955,1184403
104348,122850,102566,117559,100758,72093,69038,170411,97251,73930,84747,104383,144724,140786,107026,84936,122675,151103,114606,125989,72430,75995,87124,165527,93855,144410,104348,176609,1184033
104336,122854,102580,117574,100757,72096,69006,170480,97279,73945,84759,104433,144702,140801,107033,84924,122676,151148,114603,126009,72433,75989,87110,165671,93801,144432,104336,176601,1186003
104355,122811,102536,117504,100848,72153,69000,170591,97233,73944,84769,104478,144547,140634,106966,84955,122630,151125,114500,125875,72517,76000,87118,165627,93867,144298,104355,176674,1181953
104342,122842,102555,117525,100933,72127,69023,170843,97254,73973,84764,104458,144640,140705,107017,84922,122634,151101,114521,125997,72553,76015,87114,166005,93963,144330,104342,176851,1175553
104374,122832,102563,117522,100985,72202,69033,170703,97328,74044,84843,104549,144540,140711,107048,84969,122661,151130,114562,125974,72333,76054,87155,165882,93704,144330,104374,176690,1176553
104363,122734,102558,117506,101149,72207,69041,170725,97382,74046,84835,104542,144518,140767,107036,85026,122631,151097,114548,125864,72227,76016,87103,166093,93626,144195,104363,176656,1177953
104441,122798,102501,117468,101159,72176,69072,170505,97323,73976,84776,104455,144689,140842,107056,85040,122682,151140,114577,125864,72253,75990,87092,166008,93668,144229,104441,176333,1178003
104399,122827,102540,117451,101006,72062,69052,170604,97207,73885,84630,104317,144859,140842,107051,84989,122617,151124,114520,125935,72277,75987,87048,165985,93687,144241,104399,176350,1178253
104435,122775,102526,117466,101102,72093,69052,170696,97226,73908,84675,104362,144843,140862,107077,85055,122674,151177,114547,125870,72257,75994,87075,165972,93647,144200,104435,176200,1182233
104483,122844,102477,117429,100954,72032,69049,170819,97103,73811,84576,104278,145035,140862,107075,85048,122686,151249,114562,125879,72291,75992,87084,165967,93694,144229,104483,176259,1184443
104491,122972,102472,117380,100797,72062,69048,170815,97127,73835,84575,104324,144986,140856,107077,84965,122648,151269,114523,126004,72335,75998,87064,165960,93741,144321,104491,176668,1189653
104435,122873,102530,117366,100786,72053,69062,170755,97250,73861,84555,104284,144926,140981,107077,84987,122567,151142,114444,125967,72278,75928,86923,165929,93718,144185,104435,176477,1187683
104387,122805,102583,117441,100719,72153,69064,170981,97304,74006,84723,104429,144658,140794,107088,84998,122587,151081,114456,125964,72212,76033,87055,166047,93730,144202,104387,176465,1189873
104478,122538,102639,117370,100866,72094,69048,170819,97220,73984,84604,104371,144900,140911,107236,85256,122621,151247,114332,125759,72253,76077,87003,165779,93816,143798,104478,176677,1187833
104548,122758,102507,117333,101007,72061,69074,170875,97191,73854,84534,104280,145079,141031,107171,85162,122665,151302,114443,125821,72282,75966,86963,165858,93888,144012,104548,176661,1187133
104447,122553,102631,117424,100995,72105,69031,171045,97294,73991,84656,104412,144840,140953,107194,85225,122639,151243,114389,125762,72227,76027,86996,165957,93856,143884,104447,176681,1187493
104522,122548,102532,117360,100981,72069,69008,171250,97275,73881,84560,104391,145021,141096,107169,85288,122661,151401,114435,125638,72192,75930,86916,166031,93757,143797,104522,176874,1186033
104475,122573,102522,117381,101113,71785,68770,171072,96957,73586,84249,104342,145529,141125,107111,85230,122625,151859,114462,125651,71994,75874,86879,166313,93545,143854,104475,176960,1184783
104338,122412,102668,117368,101258,71667,68725,170916,96992,73567,84099,104238,145579,141228,107123,85231,122452,151765,114291,125662,71764,75829,86687,166423,93191,143646,104338,176572,1180783
104344,122420,102740,117388,101209,71701,68680,170680,97034,73613,84155,104335,145468,141236,107203,85220,122475,151823,114209,125764,71361,75868,86690,166347,92719,143670,104344,176890,1181073
104614,122570,102542,117218,101207,71737,68707,170161,96955,73549,84075,104369,145818,141411,107276,85348,122621,152204,114286,125669,71559,75837,86694,165669,93076,143651,104614,176856,1183713
104480,122496,102684,117227,101199,71715,68668,170472,97040,73627,84055,104393,145678,141395,107285,85293,122471,152088,114134,125767,71583,75854,86600,165661,93112,143575,104480,177441,1186613
104470,122713,102704,117178,101180,71696,68690,170652,97045,73622,83991,104335,145703,141431,107296,85131,122400,152025,114062,126021,71422,75840,86535,165932,92860,143763,104470,177711,1192773
104479,122745,102757,117225,101164,71672,68713,170588,97035,73638,84003,104267,145759,141463,107361,85116,122463,151993,114048,126116,71416,75870,86554,165884,92807,143851,104479,178071,1195703
104515,122770,102745,117266,101132,71704,68755,170376,97128,73664,84064,104245,145747,141593,107386,85128,122547,151944,114099,126129,71426,75819,86542,165739,92807,143931,104515,179203,1194293
104484,122729,102764,117362,101199,71743,68763,170368,97078,73711,84182,104279,145614,141402,107374,85126,122610,151875,114172,126105,71205,75910,86693,165775,92581,144006,104484,178754,1191593
104700,122501,102507,117198,101177,71558,68747,170117,97162,73604,83957,104065,145613,141532,106784,84909,122408,151361,113891,126011,71498,75422,86414,165502,92808,143747,104700,179011,1193283
104596,122745,102524,117171,101125,71896,68891,170269,97121,73709,84233,104299,145405,141285,107248,85176,122568,151756,114197,125844,71437,75842,86674,165626,92829,143811,104596,179413,1192583
104602,122780,102478,117116,101078,71921,68931,170092,97162,73680,84221,104219,145376,141339,107218,85178,122535,151589,114177,125815,71502,75830,86658,165590,92944,143801,104602,179373,1191283
104646,122803,102446,117118,101116,71925,68935,169949,97167,73679,84216,104246,145432,141386,107220,85185,122562,151672,114264,125848,71585,75770,86621,165535,93031,143819,104646,179392,1193333
104579,122803,102535,117156,101248,71922,68960,170104,97139,73716,84252,104208,145371,141267,107245,85154,122523,151488,114202,125904,71595,75846,86697,165591,93112,143846,104579,178818,1194313
104495,122763,102581,117021,101173,72087,68962,170419,97344,73929,84360,104252,144921,141111,107230,85074,122327,151039,114003,125883,71562,75907,86616,165693,93062,143624,104495,179245,1192753
104450,122729,102610,117030,101259,72091,69026,170269,97149,73956,84376,104216,144692,140753,107182,85026,122303,150989,114003,125925,71528,76095,86732,165591,93059,143623,104450,179348,1190013
104444,122702,102611,117035,101385,72183,69030,170506,97309,74070,84484,104337,144541,140854,107207,85073,122248,150925,113974,125899,71450,76046,86754,165607,93001,143595,104444,179085,1190253
104513,122674,102562,117065,101426,72040,69015,170615,97173,73856,84298,104139,144959,140981,107209,85053,122349,150948,114050,125823,71495,75985,86726,165758,93085,143610,104513,178861,1188113
104453,122816,102611,117015,101262,71918,69027,170498,97034,73729,84145,103945,145082,140936,107232,84988,122245,150873,113940,126023,71503,76016,86693,165848,93051,143694,104453,178702,1187053
104526,122707,102559,117015,101479,71894,69011,170175,97050,73748,84136,103888,145110,141097,107243,85065,122293,150981,113962,125861,71500,75907,86608,165624,93075,143585,104526,178806,1186243
104623,122770,102555,117012,101647,71944,69039,169943,97115,73781,84185,103931,145279,141245,107282,85000,122383,151093,114014,125840,71424,75790,86476,165259,92973,143582,104623,178810,1189683
104459,122775,102713,117008,101622,71967,69024,170341,97141,73918,84209,103966,145005,141016,107283,84933,122211,150862,113833,126043,71391,75981,86567,165590,93026,143588,104459,179012,1191153
104477,122753,102556,117030,101643,71983,69070,169936,97115,73932,84243,103954,144960,140962,107311,84936,122222,150883,113863,126096,71267,76088,86697,165376,92779,143678,104477,178838,1189063
104480,122775,102674,117083,101663,71875,69031,170021,97023,73797,84155,103887,145223,141065,107301,84992,122354,150978,113936,126060,71219,75986,86661,165427,92780,143750,104480,178923,1191263
104510,122795,102636,117095,101722,71897,68976,170724,97091,73791,84190,104028,145223,141154,107312,85006,122384,151152,114003,126036,71234,75927,86636,165568,92852,143788,104510,179056,1192353
104511,122786,102644,117046,101888,71888,68963,170780,97072,73792,84151,104082,145228,141130,107282,85005,122385,151167,113951,125976,71166,75935,86604,165678,92918,143729,104511,178915,1193463
104563,122731,102528,117040,101948,71875,68937,170693,97134,73808,84172,104074,145287,141129,107313,84992,122363,151300,113934,125999,71069,75947,86604,165698,92970,143664,104563,178802,1192843
104491,122783,102649,117061,101958,71881,68939,170829,97085,73775,84130,104038,145130,141140,107289,84946,122360,151269,113884,126075,71045,75962,86622,165669,93083,143755,104491,178731,1194523
104522,122720,102667,117101,101912,71834,68944,170779,97069,73738,84101,104118,145409,141233,107323,85118,122443,151471,113986,126008,71027,75965,86650,165770,92993,143770,104522,178572,1192383
104532,122738,102669,117187,101875,71786,68813,171131,97074,73699,84124,104279,145580,141370,107329,85160,122509,151832,114104,126020,71057,75891,86635,166116,92976,143830,104532,178561,1193293
104446,122789,102728,117429,101997,71734,68819,171228,97055,73688,84236,104196,145579,141325,107302,85051,122653,151704,114279,126137,71204,75898,86770,166186,93040,144180,104446,178417,1192423
104338,122706,102853,117411,102058,71759,68818,171184,97106,73800,84253,104225,145375,141213,107318,85016,122508,151538,114132,126209,71148,75973,86736,166304,92947,144065,104338,178451,1190043
104369,122673,102848,117318,102024,71789,68832,171034,97128,73832,84223,104254,145359,141224,107345,85065,122451,151558,114050,126170,71148,75990,86691,166086,92795,143918,104369,178679,1191623
104357,122648,102886,117410,102083,71755,68801,171056,97140,73822,84249,104253,145406,141291,107369,85074,122531,151609,114101,126187,71141,75971,86711,166308,92838,143998,104357,178807,1191093
104404,122699,102855,117341,102142,71809,68811,170631,97145,73853,84260,104310,145365,141261,107387,85077,122517,151652,114069,126203,71148,75996,86714,165796,92860,143977,104404,178920,1191983
104455,122778,102790,117305,102154,71819,68833,170584,97144,73817,84247,104291,145421,141304,107366,85064,122534,151676,114103,126204,71135,75960,86698,165876,92799,144026,104455,178741,1191793
104471,122755,102785,117297,102068,71868,68882,170670,97194,73862,84296,104290,145340,141299,107386,85095,122544,151595,114102,126167,71064,75968,86709,165916,92817,143982,104471,178881,1188663
104426,122769,102856,117320,101982,71919,68981,170661,97245,73966,84374,104218,145179,141216,107410,85047,122517,151325,114047,126269,71059,76035,86742,165870,92813,144032,104426,178806,1186953
104501,122778,102840,117250,101798,71880,68938,170185,97234,73914,84278,104228,145367,141385,107471,85106,122532,151521,113999,126258,71117,75990,86653,165771,92880,143954,104501,178811,1188023
104503,122692,102824,117255,101736,71927,68900,170002,97309,73951,84336,104353,145270,141397,107459,85166,122542,151608,114020,126156,71173,75973,86649,165262,92900,143861,104503,178750,1186973
104516,122649,102786,117283,101769,71903,68892,169758,97257,73898,84328,104323,145341,141395,107427,85209,122585,151640,114094,126059,71125,75956,86684,165406,92820,143845,104516,178900,1184873
104493,122521,102862,117302,101770,71878,68873,170144,97217,73929,84314,104324,145354,141349,107484,85279,122578,151649,114028,126022,71176,76020,86706,165484,92841,143719,104493,178998,1181943
104420,122445,102964,117391,101620,71892,68873,170585,97270,74017,84396,104348,145218,141289,107516,85269,122581,151546,114000,126066,71132,76069,86744,165712,92824,143737,104420,179105,1186853
104428,122443,102962,117402,101821,71892,68855,170348,97322,74014,84400,104368,145234,141385,107523,85277,122606,151596,114013,126066,71083,76026,86702,165631,92769,143751,104428,178945,1186943
104518,122657,102868,117512,101768,71904,68920,170378,97316,73956,84491,104283,145302,141482,107518,85195,122825,151586,114203,126170,71057,75961,86798,165652,92705,144130,104518,178909,1188243
104573,122523,102869,117603,102085,71885,68888,170337,97403,73940,84537,104312,145454,141712,107571,85342,122983,151734,114310,126029,70966,75885,86770,165727,92640,144087,104573,179014,1187063
104566,122589,102832,117514,102028,71877,68876,169882,97404,73911,84464,104315,145453,141720,107531,85290,122883,151747,114264,126062,70969,75852,86696,165613,92423,144056,104566,178881,1189003
104559,122652,102831,117449,102148,71869,68865,170638,97424,73899,84410,104316,145460,141757,107520,85240,122808,151754,114200,126118,71001,75826,86621,165713,92384,144051,104559,178761,1188573
104516,122788,102803,117454,102111,71859,68877,170613,97471,73871,84407,104291,145421,141780,107451,85111,122762,151685,114236,126228,71071,75763,86575,165831,92372,144217,104516,178961,1188383
104563,122721,102766,117428,102077,71851,68891,170621,97494,73833,84374,104252,145508,141895,107460,85194,122793,151725,114251,126110,71097,75708,86523,165798,92446,144106,104563,179247,1188153
104549,122702,102799,117449,102208,71812,68840,170597,97484,73817,84341,104269,145560,141940,107478,85196,122795,151807,114235,126131,71084,75696,86497,165744,92497,144109,104549,178813,1188703
104566,122681,102751,117411,102203,71856,68895,170619,97519,73841,84354,104241,145516,141939,107481,85207,122780,151695,114192,126093,71131,75691,86476,165848,92558,144038,104566,179089,1190393
104578,122689,102747,117440,102279,71840,68917,170728,97521,73812,84370,104185,145537,141975,107456,85215,122821,151652,114215,126062,71170,75660,86489,165813,92540,144082,104578,179081,1193403
104608,122729,102766,117478,102126,71895,68950,170940,97587,73877,84459,104228,145480,142007,107503,85225,122896,151645,114297,126123,71215,75677,86526,165997,92617,144181,104608,178956,1191643
104638,122858,102750,117582,102030,71924,68982,171143,97617,73899,84570,104221,145461,142032,107517,85160,123039,151618,114416,126231,71104,75677,86617,166140,92455,144453,104638,178533,1189883
104689,122839,102714,117651,101838,72030,69039,170973,97692,73979,84742,104287,145317,142002,107533,85214,123168,151566,114523,126169,71128,75701,86721,166073,92430,144519,104689,178774,1189403
104643,122890,102738,117667,101921,72018,69189,170851,97760,73986,84742,104045,145283,142056,107512,85143,123134,151169,114514,126250,71064,75655,86663,165986,92404,144597,104643,178562,1189723
104691,122878,102742,117572,101883,72017,69148,170893,97731,73986,84669,104106,145347,142092,107565,85190,123092,151331,114417,126246,71203,75679,86616,166049,92563,144468,104691,178427,1189003
104698,122868,102746,117670,101900,72009,69172,170844,97720,73982,84731,104062,145378,142093,107575,85205,123200,151287,114506,126241,71227,75683,86689,166010,92569,144568,104698,178531,1188723
104779,122909,102675,117529,101844,72128,69214,170931,97825,74053,84771,104168,145244,142122,107586,85240,123149,151319,114450,126195,71217,75673,86634,166093,92580,144453,104779,178771,1188033
104713,122907,102703,117550,101888,72164,69217,170777,97891,74107,84828,104214,145076,142061,107547,85186,123094,151205,114439,126224,71358,75674,86631,166023,92801,144474,104713,178701,1185723
104664,122822,102718,117505,101847,72087,69254,170679,97807,74041,84706,104048,145167,142021,107511,85206,122987,151054,114379,126157,71254,75672,86581,166016,92736,144317,104664,178772,1187713
104414,122569,102876,117619,101938,71984,69257,170783,97729,74047,84665,103900,145028,141778,107419,85184,122818,150690,114317,126088,71226,75739,86609,166098,92674,144160,104414,178505,1185423
104394,122463,102875,117652,101942,71931,69232,170558,97631,73995,84629,103861,145108,141706,107398,85236,122828,150720,114349,125981,71163,75766,86663,166003,92551,144075,104394,178501,1182663
104317,122329,102803,117682,102059,71860,69169,170557,97505,73868,84566,103851,145147,141562,107244,85265,122768,150745,114464,125755,71160,75734,86710,165918,92536,143954,104317,178431,1184263
104170,122307,102989,117760,102216,71802,69131,170430,97455,73940,84552,103826,145056,141403,107283,85163,122676,150614,114331,125960,71201,75848,86743,165729,92605,144027,104170,178113,1177533
103969,122071,103044,117720,102236,71732,69081,170288,97401,73909,84440,103802,144916,141188,107134,85159,122393,150434,114230,125784,71149,75857,86675,165675,92560,143699,103969,178419,1176183
103929,122062,102997,117784,102314,71642,68969,170292,97319,73783,84382,103836,145048,141194,107047,85137,122418,150622,114344,125715,71023,75792,86689,165769,92424,143768,103929,178488,1173473
103877,122027,103042,117676,102163,71694,69008,170540,97321,73871,84363,103844,144847,141017,107041,85116,122246,150446,114174,125728,71030,75878,86667,166025,92493,143590,103877,178673,1174733
103929,122265,103023,117640,102210,71747,69122,170416,97359,73911,84401,103755,144839,141049,107072,84996,122268,150292,114173,125958,71055,75889,86670,166029,92526,143829,103929,178673,1174513
103885,122203,103128,117668,102031,71837,69077,170528,97361,74079,84525,103952,144593,140813,107135,85003,122245,150325,114086,126021,70914,76062,86798,166137,92449,143792,103885,178408,1173683
103834,122258,103101,117538,101953,71733,69048,170629,97352,73952,84312,103851,144728,140935,107056,84925,122049,150319,113990,126046,70975,75941,86590,166276,92511,143698,103834,178441,1172793
103976,122094,102945,117209,101902,71833,69185,170846,97371,73941,84198,103778,144724,140960,107040,85157,121875,150384,113844,125681,70940,75911,86449,166559,92608,143098,103976,178388,1172623
104086,122187,102836,117175,101692,71838,69211,170772,97362,73871,84176,103740,144867,141085,107042,85175,121968,150479,113928,125646,70849,75845,86435,166526,92610,143170,104086,178224,1172263
104072,122181,102878,117190,101735,71822,69188,170829,97340,73881,84170,103745,144874,141070,107070,85167,121969,150519,113896,125692,70881,75872,86443,166573,92557,143182,104072,178561,1170843
104102,122232,102756,117242,101760,71756,69169,170706,97290,73644,84095,103663,144956,141155,107004,85138,122055,150512,113921,125531,70793,75728,86444,166517,92469,143325,104102,178878,1167173
104179,122184,102792,117045,101736,71813,69243,170741,97288,73810,84046,103639,145049,141163,107097,85215,121964,150360,113823,125598,70812,75842,86378,166564,92645,143061,104179,178637,1168893
104138,122190,102831,117079,101759,71824,69234,170678,97314,73852,84088,103688,144967,141112,107092,85209,121939,150345,113841,125654,70786,75853,86397,166605,92563,143059,104138,178591,1169643
104253,122291,102741,116971,101739,71856,69170,170782,97360,73821,84044,103834,145060,141275,107114,85239,121956,150649,113837,125640,70810,75801,86312,166753,92550,143039,104253,178771,1171413
104338,122384,102692,116728,101715,71953,69226,170505,97414,73881,83985,103891,144984,141273,107146,85245,121811,150662,113659,125665,70804,75821,86207,166616,92539,142860,104338,179081,1174693
104344,122378,102715,116852,101657,71939,69170,170602,97397,73888,84056,103955,145021,141286,107179,85251,121938,150787,113751,125702,70774,75842,86294,166817,92467,142996,104344,178882,1175443
104414,122461,102643,116729,101643,72006,69282,170597,97439,73903,84047,103886,144984,141306,107176,85252,121895,150649,113711,125691,70847,75817,86240,166769,92784,142939,104414,178766,1172373
104550,122479,102575,116710,101630,72043,69340,170595,97411,73892,84075,103853,145098,141375,107243,85349,122031,150715,113770,125629,70829,75827,86294,166746,92684,142943,104550,178741,1168973
104601,122437,102577,116689,101588,72050,69393,170374,97460,73901,84070,103781,145158,141504,107298,85420,122072,150673,113745,125588,70845,75797,86242,166711,92741,142870,104601,178816,1168043
104605,122519,102537,116350,101583,72098,69444,170285,97484,73922,83882,103783,145058,141450,107260,85363,121721,150567,113482,125621,70929,75801,86031,166740,92911,142547,104605,179002,1166883
104515,122580,102526,116360,101564,72030,69404,170351,97390,73844,83809,103738,145077,141327,107156,85253,121625,150530,113487,125674,70859,75798,86039,166658,92788,142634,104515,178969,1167503
104452,122573,102586,116510,101700,72139,69514,170239,97445,73997,84041,103728,144773,141113,107156,85212,121712,150197,113565,125735,70759,75911,86229,166420,92655,142808,104452,178811,1167683
104684,122605,102335,116338,101772,72157,69632,170222,97417,73836,83942,103582,145057,141352,107131,85375,121801,150284,113683,125463,70758,75767,86152,166225,92668,142637,104684,178928,1171403
104703,122663,102312,116380,101820,72130,69584,170206,97384,73793,83941,103615,145137,141378,107126,85351,121866,150415,113742,125498,70809,75751,86179,166001,92738,142751,104703,179050,1162043
104539,122540,102402,116567,101623,72146,69516,170319,97512,73872,84094,103738,144877,141311,107052,85301,121871,150324,113833,125476,70850,75729,86224,166021,92819,142841,104539,178636,1168293
104477,122414,102544,116766,101831,72066,69476,170152,97532,73894,84146,103686,144953,141406,107134,85337,122008,150324,113866,125526,70904,75740,86260,165765,92846,142940,104477,178852,1167653
104646,122434,102381,116788,101866,72046,69482,170351,97568,73756,84137,103643,145226,141731,107141,85462,122228,150549,114068,125344,70889,75568,86218,165822,92935,142988,104646,179088,1166473
104574,122333,102483,116700,101686,71978,69403,170159,97399,73758,83994,103666,145265,141522,107171,85476,122050,150618,113869,125363,70855,75701,86219,165653,92892,142764,104574,179050,1171723
104876,122253,102365,116400,101890,72117,69474,170394,97209,73816,83941,103762,145403,141384,107357,85777,122088,150899,113712,125137,70646,75907,86331,165930,92872,142306,104876,178906,1172033
104834,122338,102321,116336,101902,72178,69555,170085,97335,73847,83968,103733,145225,141386,107271,85687,121980,150678,113693,125170,70612,75842,86248,165631,92768,142319,104834,178721,1170133
104721,122248,102399,116497,102020,72063,69496,170408,97345,73786,83948,103671,145303,141475,107233,85653,122011,150652,113762,125180,70732,75775,86223,165932,93024,142422,104721,178802,1171293
104860,122367,102266,116449,102006,72075,69487,169936,97293,73702,83930,103671,145463,141562,107235,85684,122123,150845,113866,125136,70710,75727,86250,165507,93181,142497,104860,178326,1173343
104835,122524,102388,116638,102173,72073,69539,170059,97229,73788,84060,103604,145434,141443,107339,85560,122288,150697,113914,125441,70739,75864,86438,165608,93228,142905,104835,178516,1174323
104832,122654,102399,116611,102032,72102,69547,170086,97358,73827,84075,103624,145367,141570,107349,85460,122259,150679,113871,125594,70797,75801,86339,165605,93111,143029,104832,178662,1174533
104892,122590,102297,116539,102120,72182,69599,170190,97430,73836,84115,103636,145278,141593,107307,85519,122253,150613,113899,125409,70746,75751,86314,165734,93026,142878,104892,178935,1174383
104913,122562,102232,116537,102112,72165,69570,170120,97429,73779,84099,103664,145370,141663,107283,85589,122272,150737,113940,125320,70697,75681,86284,165576,93076,142831,104913,178750,1174613
105652,122820,101706,116304,102209,72343,69653,170093,97494,73581,84140,103808,146014,142403,107476,86005,122898,151618,114303,124917,70715,75432,86279,165568,93101,142861,105652,178571,1174223
105513,122903,101796,116224,102275,72423,69663,170149,97520,73715,84168,103908,145677,142107,107423,85843,122653,151402,114160,125101,70786,75558,86294,165693,93139,142841,105513,178373,1173883
105449,122885,101915,116288,102139,72426,69687,170053,97564,73808,84218,103887,145580,142072,107482,85807,122649,151270,114092,125236,70767,75620,86305,165694,93123,142897,105449,177875,1173683
105337,122750,102053,116407,102200,72363,69646,170077,97521,73845,84232,103863,145553,141979,107508,85809,122638,151187,114054,125268,70706,75695,86360,165697,92952,142892,105337,178045,1174563
105292,122837,102081,116693,102212,72300,69572,170037,97457,73797,84367,103873,145621,141950,107495,85715,122889,151290,114304,125389,70776,75703,86553,165722,93063,143340,105292,178221,1176163
105289,122794,102040,116713,102185,72353,69594,169990,97504,73823,84440,103914,145506,141912,107446,85736,122905,151238,114369,125292,70791,75684,86588,165619,93067,143316,105289,178141,1174803
105358,122842,101974,116678,102196,72353,69616,169906,97497,73776,84416,103886,145603,141990,107452,85762,122953,151296,114408,125266,70793,75645,86566,165631,93125,143328,105358,177901,1171473
105257,122760,102020,116782,102219,72336,69564,169898,97485,73788,84472,103933,145498,141880,107393,85736,122944,151259,114462,125231,70790,75678,86642,165665,93150,143360,105257,177971,1170993
105066,122715,102306,117086,102164,72185,69425,170155,97375,73841,84513,103923,145546,141752,107501,85616,123045,151289,114441,125541,70792,75812,86774,165751,93158,143680,105066,177824,1170953
105214,122864,101990,117079,102237,72169,69477,169882,97351,73600,84488,103826,145780,141940,107321,85635,123204,151387,114785,125306,70785,75581,86772,165580,93139,143850,105214,177913,1169553
105889,123121,101468,116840,102311,72238,69558,169891,97403,73288,84399,103808,146578,142796,107451,86007,123745,152188,115145,124921,70751,75221,86630,165541,93096,143864,105889,177876,1174133
105471,123038,101843,116807,102232,72286,69568,170031,97388,73611,84430,103860,145906,142124,107429,85726,123228,151564,114690,125300,70745,75559,86676,165623,93079,143724,105471,177708,1174153
105592,123020,101775,116938,102159,72246,69615,169823,97312,73520,84476,103732,146156,142245,107483,85835,123503,151639,114897,125195,70795,75533,86794,165638,93226,143862,105592,177724,1175203
105375,123232,101863,117026,102115,72253,69557,169837,97254,73592,84549,103831,145842,141856,107357,85512,123345,151456,114884,125523,70835,75645,86923,165680,93153,144226,105375,177825,1175273
105432,123426,101717,116912,102385,72207,69506,169911,97126,73440,84413,103842,146013,141841,107259,85424,123288,151649,114938,125539,70853,75585,86892,165814,93129,144302,105432,177743,1174673
