EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,GBPNZD,NZDJPY,XAUUSD
113133,153012,96012,119717,132530,70098,63181,215771,92888,67295,83916,110752,161107,149693,108444,73811,135223,178285,124433,146905,61042,72431,90320,203670,86077,184416,242089,75643,1171960
113097,153013,96199,120337,132371,70272,63465,216028,92814,67596,84561,110901,160290,149135,108386,73625,135584,178688,124599,147200,61240,72425,90898,204020,86281,184170,242138,76374,1172330
112980,153036,96177,120265,132382,70178,63491,215860,92984,67490,84397,110683,160474,149114,108335,73596,135472,177452,124664,147190,61556,72654,90833,203718,85921,183291,241626,76359,1172159
112951,153066,96091,119940,132433,70093,63405,216140,92955,67342,84066,110486,160966,149440,108425,73713,135348,177335,125065,147074,61556,72625,90557,203170,85827,183950,242055,76054,1175032
112666,153154,96212,120279,132249,70320,63657,216099,92849,67648,84580,110499,160321,149112,108478,73611,135622,177893,125018,147344,61497,72536,90935,203372,86182,183718,242577,76571,1173587
112640,153084,96176,120199,132247,70297,63626,215854,92941,67604,84496,110419,160412,149155,108480,73669,135575,177049,124801,147223,61644,72728,90875,203312,86151,183954,242134,76482,1173946
112842,153110,96178,120011,132315,70180,63552,215985,92931,67490,84220,110439,160766,149310,108526,73695,135429,177184,124991,147249,61756,72701,90685,203251,86281,183502,241760,76277,1174243
112753,152826,96216,119989,132408,70202,63457,216053,92831,67539,84231,110379,160657,149357,108541,73801,135354,177477,124956,147044,61851,72663,90611,203219,86553,183406,242014,76147,1174796
112785,152987,96334,120060,132322,70242,63478,216583,92753,67661,84329,110580,160251,148966,108457,73581,135167,177670,124757,147376,61790,72641,90722,203228,86523,183353,241709,76217,1174276
112847,152962,96299,119836,132410,70117,63373,216246,92921,67511,84022,110608,160842,149351,108625,73738,135178,177267,124687,147294,61452,72782,90492,203195,86666,183196,241632,75948,1174276
112803,152698,96453,120001,132612,69960,63282,216602,92881,67465,83945,110594,160998,149368,108644,73757,135171,177906,124614,147281,61151,72706,90479,203402,86863,182672,241452,75947,1173798
112580,152743,96484,119979,132743,70013,63284,217148,92765,67541,83997,110499,160906,149554,108709,73755,135181,177905,124417,147368,60944,72711,90375,203515,86742,182679,241687,75933,1173928
112800,152765,96492,120105,132608,70053,63327,216880,93034,67589,84135,110582,160786,149376,108698,73733,135299,177946,124397,147398,60697,72663,90561,203461,86334,183014,241683,76063,1173650
112639,152781,96755,120284,132181,70190,63463,217415,93203,67903,84425,110570,160114,148568,108756,73565,135205,177797,124331,147813,60931,72743,90991,203539,86472,183176,241461,76344,1172690
112669,152890,96764,120106,132524,70208,63464,217218,93270,67930,84326,110550,160046,148931,108751,73499,134986,177021,124454,147931,60882,73180,90621,203748,86216,184128,240753,76236,1172660
112648,152923,96972,120201,133069,70049,63401,217447,93226,67921,84199,110563,160281,149426,108893,73426,134980,176985,124299,148289,60717,72981,90320,203585,86433,184047,240337,76214,1172260
112400,153082,96919,120005,133080,70098,63408,217869,93334,67930,84117,110441,160321,149571,108930,73419,134879,177041,124097,148362,60897,72850,90163,203584,86358,183587,239896,76097,1172080
112383,153100,96924,120138,132680,70272,63500,218022,93329,68105,84422,110507,159848,149058,108889,73377,134976,177183,123937,148385,61063,72805,90535,203419,86300,184209,240167,76294,1169920
112292,153202,96920,120086,132690,70348,63477,217707,93413,68175,84475,110621,159807,149197,108980,73387,135028,176853,123799,148479,61097,73029,90487,203909,86394,184006,240621,76235,1168050
112395,153014,96936,120225,132790,70293,63367,217296,93376,68136,84513,110778,159843,149225,108938,73436,135109,177049,123931,148320,61237,73018,90530,204194,86473,183746,241670,76190,1169530
112349,153011,96969,120282,132708,70400,63432,217692,93392,68257,84676,110881,159458,148993,108872,73367,135049,177257,123882,148371,61297,72978,90627,204411,86432,183368,241144,76303,1170180
112440,152964,96920,120320,132663,70375,63457,217974,93453,68207,84682,110915,159456,148939,108801,73368,135083,176915,124009,148281,61407,73047,90681,203038,86480,183671,240984,76359,1171540
112377,152991,96915,120347,132661,70401,63537,218004,93441,68230,84724,110831,159377,148906,108784,73348,135090,176784,124026,148287,61145,73027,90698,203790,86438,183300,240843,76474,1169160
112271,153069,96975,120489,132634,70468,63661,218081,93442,68330,84903,110737,159202,148826,108813,73297,135201,176536,124072,148438,61078,73021,90821,203245,86418,183236,241008,76713,1168400
112258,153042,97009,120620,132659,70446,63691,217996,93097,68334,84969,110640,159125,148733,108776,73253,135239,176163,124133,148469,61201,73088,90910,203518,86327,183257,240612,76830,1168290
112244,153066,96956,120618,132673,70440,63690,218246,93094,68288,84960,110556,159159,148764,108725,73247,135248,175948,124223,148405,61243,73102,90900,203374,86258,183476,239857,76827,1168665
112212,153028,96926,120443,132749,70142,63609,217693,93062,67976,84478,110544,159966,148962,108765,73323,135150,175962,124315,148312,61340,73055,90716,203492,86226,183767,239690,76615,1168530
112118,152951,96986,120570,132728,70143,63546,218023,93079,68023,84571,110224,159869,148868,108774,73322,135238,176328,124387,148331,61374,72992,90825,203123,86323,183621,239935,76624,1168230
112129,152943,96908,120492,132601,70191,63528,218343,92856,68015,84573,110348,159856,148807,108753,73366,135225,176421,124240,148211,61347,73059,90855,203552,86334,183807,240193,76554,1168280
112214,152923,96961,120531,132659,70172,63426,217765,93030,68032,84576,110449,159849,148819,108766,73351,135217,176577,124301,148265,61222,73059,90843,203978,86235,183696,240009,76453,1167710
112159,152902,96912,120361,132694,69989,63345,217727,93090,67819,84234,110592,160476,149056,108860,73458,135207,176805,124317,148173,60791,73066,90690,204098,86112,183921,239706,76249,1167630
112223,152714,96984,120426,132611,70161,63425,218130,93052,68036,84489,110443,159897,148792,108819,73465,135122,177249,124304,148103,60833,73010,90797,204074,86018,183971,240055,76388,1167930
112182,152627,96912,120374,132583,70222,63523,217664,93042,68048,84523,110570,159967,148954,108876,73602,135233,176820,124175,147921,60904,73108,90779,204385,85480,183956,240278,76468,1168090
112331,152550,96916,120288,132645,70161,63468,217773,92874,67986,84389,110498,160181,149091,108933,73672,135204,176780,124148,147834,60988,73079,90669,204253,85408,184043,240693,76346,1167150
112200,152738,96922,120352,132687,70129,63481,218114,92891,67963,84400,110501,160118,149012,108848,73523,135162,177017,124183,148038,61075,73039,90693,204222,85511,184054,240273,76406,1165430
112349,152805,97003,120278,132607,70046,63471,218258,92908,67939,84247,110423,160210,148834,108881,73443,134999,176818,124089,148226,61303,73022,90691,204160,85594,184109,240269,76347,1164890
112399,152732,96972,120242,132629,70046,63455,218145,92744,67919,84221,110318,160323,148970,108919,73531,135057,176745,124160,148100,61391,73125,90648,204190,85558,184426,238838,76304,1165450
112301,152711,97520,120205,132657,70045,63521,218045,92466,68299,84196,110342,158715,147500,108432,72804,133658,176919,123973,148920,61547,73091,90601,204191,85664,184596,239733,76362,1164630
112237,152678,97378,119833,132016,70258,63943,217636,92688,68409,84193,110220,158374,146948,108394,72894,133370,174961,123979,148680,61384,73488,90733,204307,85479,184619,239222,76646,1162510
112318,152273,97671,120267,131629,70255,63830,217740,92658,68607,84490,109803,157914,146045,108370,72862,133448,173954,123245,148720,61337,73700,91356,204464,85757,184305,238801,76774,1161010
111188,152496,97667,120207,131998,70231,63970,218278,92557,68584,84421,110016,158055,146541,108429,72793,133456,173750,123047,148935,61361,74176,91056,204012,85702,184410,239485,76900,1165940
111308,152546,97502,119999,131916,70246,64012,218368,92518,68483,84291,109739,158227,146648,108387,72869,133401,173463,123115,148728,61537,73966,90958,204177,85693,184284,239089,76825,1164780
110954,152626,97364,119906,132109,70069,63883,217829,92439,68214,84014,109688,158846,147066,108387,72929,133485,173576,123063,148594,61486,73884,90749,204066,85715,184315,238410,76604,1163460
111018,152551,97365,119969,131959,70121,63923,217735,92454,68265,84121,109634,158500,146677,108231,72857,133354,174172,123057,148529,61475,73672,90901,204829,85809,184027,238104,76691,1163390
111167,152527,97328,119959,131939,70072,63906,217643,92420,68191,84053,109651,158731,146776,108274,72924,133450,173805,123129,148445,61303,73760,90909,205058,85665,183903,237974,76668,1164980
111319,152543,97304,120046,131764,70153,63971,217320,92518,68234,84215,109602,158435,146540,108251,72875,133542,173986,123197,148403,61433,73742,91052,204630,85623,183715,238355,76804,1164770
111156,152504,97330,120084,131838,70100,63849,217279,92576,68237,84181,109577,158533,146572,108222,72892,133519,173738,123231,148482,61370,73781,91064,203083,85531,183489,238481,76678,1163660
111246,152540,97335,120179,131871,70172,63864,217223,92407,68296,84330,109732,158435,146633,108237,72890,133646,174001,123250,148473,61806,73790,91124,202711,85609,183822,238628,76759,1165520
111222,152576,97395,120116,131895,70200,63921,217167,92410,68361,84317,109832,158434,146716,108341,72899,133618,174040,123307,148593,61599,73783,91059,202242,85575,183786,238706,76786,1166025
111190,152500,97340,119792,132047,69989,63862,217207,92133,68121,83839,109772,158968,146937,108320,72962,133305,173933,123450,148443,61738,73818,90707,202258,85674,183643,237992,76507,1165850
111201,152488,97369,119844,132045,69991,63793,217265,92106,68143,83879,109549,158931,146908,108340,72957,133338,174168,123313,148477,61685,73693,90748,201855,85380,183557,237801,76459,1165870
111238,152396,97292,119545,132113,69751,63657,218128,92118,67849,83380,109671,159478,146974,108235,72995,132999,174320,123043,148261,61581,73716,90475,201584,85471,182947,237761,76104,1166320
111277,152309,97170,119404,132174,69697,63615,218017,92117,67713,83217,109529,159576,147021,108091,73027,132820,174698,123054,147997,61833,73620,90327,201558,85435,183129,237837,75963,1167110
111257,152323,97168,119268,132181,69699,63603,217858,92231,67716,83127,109515,159674,147123,108154,73068,132755,174789,122855,147999,61885,73495,90218,201733,85388,183309,237404,75864,1166550
111250,152439,97126,119332,132159,69710,63568,217898,92192,67699,83183,109535,159712,147173,108154,73049,132889,174922,122859,148067,62116,73488,90275,201891,85421,183050,237608,75858,1167390
111236,152296,97318,119547,132122,69818,63652,218435,92300,67937,83463,109617,159404,147061,108323,73085,133072,175097,122728,148201,62357,73460,90471,202114,85738,182998,237906,76103,1167080
111305,152277,97460,119231,132136,69781,63690,217632,92279,67999,83197,109642,159684,147254,108612,73182,132879,174791,122824,148404,62318,73634,90223,202005,85481,183008,238043,75948,1167490
111358,152382,97376,119071,132183,69838,63718,217318,92388,67999,83154,109520,159490,147257,108488,73106,132658,174890,122822,148375,62336,73733,90072,202285,85421,182961,238346,75873,1167880
111308,152308,97410,119039,132237,69793,63615,217401,92393,67976,83076,109559,159605,147321,108527,73143,132623,174764,122321,148356,62358,73645,90008,202332,85276,183130,238559,75731,1167860
111443,152257,97434,119105,132293,69847,63672,217758,91702,68049,83189,109664,159405,147313,108503,73134,132632,175055,122258,148350,62374,73640,90021,202345,85382,183123,238459,75842,1168780
111402,152300,97316,119106,132326,69835,63635,218118,91973,67951,83175,109653,159588,147494,108472,73184,132762,174813,122186,148208,62446,73626,90001,202491,85477,183322,238086,75800,1168360
111407,151985,97424,119066,132066,69449,63350,218007,91909,67657,82688,109699,160218,146965,108424,73216,132512,175086,122220,148067,62524,73520,90151,202666,85322,183260,237724,75442,1168190
111355,152010,97589,119252,132599,69372,63122,217987,91771,67691,82725,109579,160259,147423,108515,73136,132598,175590,122374,148346,62550,73749,89914,203013,85318,182681,237962,75281,1168810
111465,151730,97504,119165,132627,69315,62906,217250,91734,67576,82600,109859,160338,147411,108385,73249,132462,176069,122196,147939,62538,73567,89842,202577,85501,182746,238194,74973,1169420
111288,151928,97541,119048,132730,69150,62767,216716,91558,67442,82319,110137,160732,147541,108430,73160,132338,176614,122172,148186,62726,73496,89682,202180,85484,182178,238358,74729,1168400
111186,151988,97289,118916,132565,69208,62915,217108,91771,67330,82298,110120,160983,147719,108418,73312,132511,177012,122197,147870,62674,73466,89692,202199,85438,181856,238637,74819,1167790
111152,151894,97222,118840,132392,69167,62889,217123,91744,67243,82199,109960,161406,147825,108563,73504,132700,177038,122030,147671,62572,73368,89756,202498,85584,181669,238354,74747,1168380
111161,151848,97310,118962,132524,69257,63005,217788,91724,67389,82388,109937,160936,147735,108481,73408,132625,177462,122207,147760,62550,73412,89757,201611,85509,181886,237371,74960,1168590
111434,151790,97251,119027,132653,69169,62838,217531,91618,67266,82330,109870,161072,147824,108382,73411,132642,176853,122214,147615,62483,73406,89715,201399,85392,182064,238332,74800,1174350
111659,151675,97194,119017,132772,69079,62814,217635,91730,67093,82193,110014,161280,148021,108300,73448,132692,177233,122233,147381,62292,73287,89633,202411,85430,181556,238281,74735,1173140
111479,151796,97137,118954,132548,69135,62913,217332,92056,67156,82239,109952,161313,147874,108374,73474,132720,177393,122371,147421,62322,73075,89722,202170,85363,181439,238411,74847,1171990
111437,151865,97189,119177,132598,69189,62903,217445,92036,67238,82454,109825,161040,147777,108313,73376,132821,177230,122294,147584,62137,73248,89857,201830,85266,181299,237934,74972,1168740
111469,151949,97179,119147,132761,69349,62891,217323,92015,67384,82623,109933,160805,148078,108386,73399,132898,177072,122358,147655,62242,73268,89732,201602,85327,181339,238241,74935,1167940
111569,151873,97115,119129,132762,69333,62784,217303,91941,67327,82594,110215,161020,148241,108434,73520,133019,177260,122582,147482,62232,73173,89721,202127,85560,181392,237791,74794,1168220
111452,151900,97270,119415,132628,69387,62842,217856,91917,67491,82855,110390,160723,147932,108507,73423,133196,177766,122581,147766,61953,73127,90025,202304,85614,180957,238234,75048,1167430
111540,151899,97177,119385,132603,69345,62777,217832,91759,67381,82784,110378,160807,147882,108379,73412,133146,177408,122645,147614,61953,73317,90017,202874,85537,181273,239074,74952,1167170
111659,151910,97186,119445,132656,69300,62678,218455,91751,67350,82772,110416,160799,147844,108324,73359,133126,177572,122739,147642,61863,73262,90030,202708,85385,180802,238599,74871,1167340
111539,151884,97277,119429,132639,69188,62684,218497,91919,67299,82628,110524,161016,147785,108396,73352,133072,177737,122831,147747,62013,73246,90027,202656,85517,180864,238936,74863,1164550
111525,151746,97267,119329,132658,69175,62638,218517,91929,67280,82542,110333,161075,147828,108398,73429,132981,177669,122877,147604,62122,73316,89938,202777,85552,180731,240271,74749,1164860
111453,151873,97266,119273,132628,69315,62749,218620,91976,67409,82671,110387,160657,147714,108334,73330,132847,177835,122743,147714,62002,73292,89917,202532,85721,180506,240216,74846,1164290
111422,151997,97264,119295,132588,69344,62795,218107,92231,67438,82725,110416,160853,147915,108501,73391,133088,177414,122649,147829,62096,73313,89963,202583,85512,180636,240196,74917,1165140
111441,152594,97288,119270,132625,69360,62651,218193,92175,67471,82723,110378,160910,148033,108593,73145,133131,177574,122606,148449,61950,73334,89918,202701,85485,180660,240108,74728,1164770
111381,152617,97269,119351,132743,69490,62696,218159,92174,67585,82935,110659,160656,148222,108609,73157,133272,178076,122635,148443,62265,73332,89899,202547,85274,180493,240186,74836,1165150
111561,152611,97415,119387,132880,69378,62585,218203,92205,67577,82825,110792,160678,148150,108612,73051,133116,178011,122580,148657,62181,73253,89832,202448,85347,180557,240191,74718,1165720
111621,152540,97499,119406,132881,69378,62567,217953,92071,67634,82838,110808,160616,148092,108662,73062,133079,178077,122684,148713,62018,73285,89850,202577,85449,180982,240273,74711,1167170
111659,152508,97561,119410,132837,69422,62618,218053,92085,67721,82894,110839,160553,148079,108751,73091,133113,178052,122538,148777,62200,73350,89883,202349,85384,181036,240229,74781,1167610
111493,152717,97502,119363,132711,69386,62643,218812,92084,67647,82820,110814,160763,148060,108781,73050,133174,177947,122456,148893,61977,73418,89927,202421,85123,180919,240231,74778,1171960
111449,152667,97573,119330,132957,69268,62542,219105,92220,67577,82656,110723,161103,148392,108896,73099,133188,178033,122382,148951,62075,73447,89740,202533,85373,181386,240366,74637,1172780
111476,152792,97493,119363,133032,69229,62461,218857,92164,67485,82629,110709,161249,148528,108846,73067,133270,178370,122403,148950,61854,73358,89715,202488,85282,181339,240667,74562,1170230
111566,152831,97562,119331,133064,69315,62558,219672,92171,67619,82710,110793,161095,148609,108951,73069,133278,178671,122285,149097,61671,73259,89665,202741,85515,181449,241474,74656,1169020
111609,152856,97509,119343,133067,69275,62571,219565,92118,67543,82672,110742,161199,148630,108928,73068,133309,178417,122419,149058,61622,73294,89676,202568,85343,181387,241788,74682,1170193
111648,152802,97474,119357,133060,69279,62562,219567,92103,67527,82689,110673,161211,148636,108892,73097,133333,178419,122290,148944,61585,73257,89690,201939,85037,181066,242911,74680,1169470
111682,152765,97526,119322,133061,69244,62595,219214,92181,67521,82631,110678,161178,148538,108896,73065,133213,178450,122362,148992,61640,73230,89662,202611,85007,181145,241977,74695,1169460
111701,152739,97447,119260,133047,69201,62551,219395,92249,67388,82547,110542,161256,148599,108890,73070,133197,178215,122427,148752,61627,73264,89578,203479,85002,181314,241156,74567,1168710
111705,152725,97496,119261,133057,69280,62675,219415,92349,67538,82624,110534,161118,148588,108893,73097,133191,178311,122310,148899,61698,73169,89613,203714,85007,181995,241503,74762,1169220
111635,152738,97508,119235,132996,69369,62672,219453,92359,67631,82711,110470,160997,148560,108922,73127,133197,178048,122237,148925,61722,73236,89638,203115,84974,182146,241996,74733,1168210
111684,152741,97579,119426,132967,69462,62674,219433,92613,67784,82956,110635,160618,148381,108892,73052,133271,178157,122285,149053,61834,73288,89803,203274,84977,182196,242102,74852,1167460
111677,152757,97473,119401,132999,69451,62603,219067,92467,67692,82923,110783,160746,148494,108830,73085,133315,177958,122265,148908,61847,73361,89767,203177,84998,182136,241903,74751,1167210
111706,152816,97433,119293,133062,69609,62768,219000,92396,67815,83039,110889,160330,148539,108772,73052,133175,178264,122359,148888,61837,73266,89640,203048,85079,182106,241764,74887,1167880
111591,152889,97422,119247,132949,69561,62758,218888,92462,67761,82947,110833,160485,148437,108774,73022,133145,177739,122475,148937,61749,73197,89682,202939,84898,182284,241417,74842,1168410
111653,152987,97078,118927,132934,69514,62756,219012,92323,67473,82667,110792,161153,148938,108763,73229,133248,177819,122414,148518,61524,73256,89450,202975,84921,182177,241830,74642,1167270
111634,153136,97109,119054,132921,69571,62772,219178,92524,67556,82823,110715,161118,149016,108867,73204,133475,178447,122380,148707,61456,73003,89555,203011,84770,182376,242039,74745,1167200
111652,153423,97118,119112,132824,69520,62821,219489,92645,67508,82802,110781,161143,148816,108803,73023,133455,178507,122485,148990,61192,73045,89665,203018,84804,182367,241661,74839,1167320
112043,153552,97248,119829,132731,69719,62919,219319,92573,67791,83541,110616,160608,148647,108925,72927,134204,178266,122577,149327,61438,73091,90266,203067,84785,182418,241253,75402,1165610
112108,153469,97564,120154,132789,69779,62896,219071,92564,68072,83839,110760,160174,148435,109065,72834,134315,177911,122624,149729,61501,73241,90475,203129,84220,182371,241486,75581,1164890
112042,153779,97538,119932,132658,69793,62843,219150,92456,68067,83702,110891,160201,148349,109079,72714,134119,177648,123197,149985,61316,73450,90396,203004,83900,182270,241390,75373,1161580
111994,153770,97805,120059,132642,69794,62746,219977,92370,68256,83791,111015,159874,148026,109147,72567,133987,177878,123137,150385,61244,73502,90501,202794,84028,182118,241344,75339,1156380
111785,153706,97811,119993,132451,69814,62770,219582,92520,68280,83769,111182,159768,147761,109114,72571,133863,177770,122953,150335,61262,73714,90584,202856,83715,182135,241283,75325,1153400
111828,153998,97830,119966,132331,69812,62893,219942,92774,68289,83749,111178,159842,147686,109183,72468,133892,177640,122739,150645,61187,73824,90647,202880,83556,182117,241338,75453,1156580
111599,153946,97769,120009,132262,69962,63008,219837,92639,68395,83958,110959,159676,147778,109235,72571,134091,177382,122661,150504,61304,73905,90724,202512,83356,182406,242424,75617,1156460
111557,153766,97854,119968,132493,70031,63154,219649,92637,68518,84014,110998,159568,148080,109361,72678,134089,177254,122612,150454,61393,73901,90536,202350,83161,182386,242302,75770,1154470
111604,153591,97899,119749,132437,69959,63156,220065,92922,68483,83772,110842,159783,148062,109457,72786,133885,176891,122728,150357,61275,73829,90408,202347,83320,182300,241678,75631,1156680
111732,153793,97808,119733,131946,70220,63442,220371,92717,68670,84071,110725,159204,147518,109355,72692,133870,176939,122587,150417,61158,73899,90732,202654,83534,182310,242033,75966,1155550
111764,153716,97990,119799,132231,70285,63402,220675,92875,68863,84198,110632,159092,147875,109584,72747,133981,176148,122302,150623,61301,74106,90590,202621,83456,181938,241421,75962,1154984
111800,153741,98083,119928,131980,70263,63382,220452,92763,68906,84259,110803,159042,147498,109618,72688,134035,176306,122397,150787,61398,74082,90857,202560,83316,182313,241711,76019,1154500
111802,153924,98106,119965,132161,70284,63423,220602,92660,68949,84315,110806,159111,147817,109731,72661,134181,176245,122241,151011,61287,74294,90765,202575,83574,182738,241730,76093,1154500
111836,153970,97988,119919,132054,70261,63494,220536,92713,68837,84252,110771,159383,147900,109746,72734,134311,176276,122253,150861,61319,74210,90800,201577,83829,183998,241704,76148,1155870
111760,153926,97870,119798,132070,70149,63400,220549,92839,68635,84049,110598,159580,147917,109667,72721,134179,176310,122259,150552,61288,74177,90656,200431,83768,184394,241577,75948,1153120
111849,153908,97838,119883,132096,70199,63385,220509,92851,68679,84150,110590,159525,147976,109606,72777,134303,176481,122367,150602,61243,74059,90738,201286,83805,184426,241181,76004,1153250
111999,153949,97799,119972,132065,70307,63586,220321,92944,68752,84348,110679,159370,148006,109606,72790,134459,176627,122287,150557,60998,74041,90830,201226,83879,184608,241839,76298,1153890
112012,153948,97795,120098,132002,70352,63733,220140,93003,68794,84487,110514,159261,147921,109598,72783,134588,176152,122486,150557,60818,74027,90969,201630,83961,184434,241569,76546,1153970
112026,154002,97936,120271,131903,70469,63861,219849,92986,69007,84752,110337,158810,147642,109621,72675,134623,175750,122653,150817,60970,74065,91172,201296,84094,184746,241742,76814,1150690
112072,153993,97980,120264,131849,70548,63945,219910,92944,69113,84842,110296,158674,147622,109704,72707,134658,175183,122780,150873,61132,74226,91203,201234,83529,184745,241376,76907,1147820
112064,153943,98009,120370,131821,70548,63920,219482,93010,69136,84915,110278,158369,147301,109520,72581,134510,175020,122790,150876,61027,74287,91300,201025,83417,184467,241492,76949,1153020
111930,153972,97968,120340,131826,70514,63797,219760,93026,69076,84855,110328,158448,147305,109476,72567,134476,174740,122728,150843,60981,74327,91275,201051,83654,183921,242109,76780,1152270
111964,153836,97997,120246,131975,70487,63721,220045,93028,69067,84755,110481,158424,147396,109450,72595,134300,175075,122796,150752,61030,74291,91104,201141,83650,184138,241028,76625,1154570
111743,153771,98173,120492,131884,70545,63800,220082,93088,69248,84998,110575,158098,147113,109512,72535,134411,175193,122817,150956,60949,74231,91349,201224,83493,184150,240967,76881,1153970
111743,153737,98002,120570,131980,70496,63707,220663,93072,69076,84993,110527,158229,147239,109331,72560,134512,174762,122688,150657,61048,74415,91342,201356,83274,184375,241332,76820,1156720
111685,153823,97732,120672,132197,70427,63614,220214,93099,68822,84985,110609,158696,147770,109253,72664,134896,175038,122721,150330,61020,74230,91273,201339,83710,184656,240525,76772,1153720
111548,153553,97325,120422,132221,70404,63648,219905,93167,68512,84780,110665,158975,147997,108947,72889,134798,175638,123014,149449,61048,73911,91067,201323,83632,184636,240521,76653,1160030
111562,153739,97519,120510,132231,70414,63693,220302,93108,68659,84854,110564,158709,147796,109001,72694,134699,175791,123455,149920,60793,73587,91123,201303,83520,184425,240835,76766,1160620
111784,153586,97620,120603,132355,70401,63767,220293,93197,68719,84902,110503,158350,147569,108845,72594,134471,175394,123713,149926,60811,73724,91109,201337,83576,184507,240752,76909,1161900
111936,153502,97868,120938,132397,70335,63847,220135,93320,68830,85060,110354,158337,147464,109006,72553,134707,174769,123557,150227,60643,73726,91335,201431,83551,184692,240933,77219,1161760
111771,153653,97900,120994,132375,70414,63982,220552,92670,68925,85190,110111,158074,147357,108986,72444,134696,174370,123527,150423,60723,73897,91394,201204,83718,184886,241306,77420,1163130
111497,153822,97947,121099,132458,70467,64023,220008,92834,69011,85331,110010,158143,147618,109169,72452,134976,173915,123555,150657,60781,73936,91390,201200,83917,185218,241215,77532,1161820
111382,153675,97766,120953,131876,70279,63974,219541,92846,68700,85002,110022,158819,147213,109141,72636,135028,174028,123570,150232,60665,73905,91707,201410,83916,185195,241284,77386,1158800
111321,153619,97677,120948,132220,70223,63988,219522,92794,68585,84929,109809,158952,147608,109046,72668,135030,174418,123618,150043,61056,74111,91464,201400,83886,185299,241154,77397,1158173
111456,153634,97708,121072,132250,70215,63989,218985,92928,68600,85007,109702,158907,147583,109038,72630,135114,174393,123702,150110,61065,73855,91535,201412,83734,185286,240653,77477,1158020
111631,153617,97591,120855,132245,70176,63956,218672,92925,68479,84809,109678,159104,147684,108985,72689,134965,174312,123803,149908,60924,73857,91376,201519,84009,184978,240814,77300,1156630
111641,153651,97397,120593,132405,70197,63931,218789,92998,68362,84648,109678,159474,148243,109051,72863,135025,174525,123895,149652,61248,73773,91067,200705,84051,185279,241117,77104,1157220
111595,153619,97512,120477,132484,70149,63931,218962,92569,68398,84512,109744,159717,148462,109274,72941,135011,175047,123816,149796,61197,73537,90925,201550,83965,185358,241362,77025,1158920
111672,153641,97527,120515,132544,70155,63871,219106,92629,68388,84535,109661,159597,148525,109313,72893,135045,175202,123794,149817,61128,73582,90854,201205,84189,185619,241021,76977,1157720
111965,153598,97521,120400,132593,69818,62886,219274,92414,68085,84058,109616,160581,148704,109377,73006,135026,175116,123535,149800,61059,73514,90776,201645,84147,184906,241264,75720,1157970
112060,153553,97481,120321,132766,69779,62805,219156,92453,68016,83956,110957,160741,148938,109358,73045,134982,178240,123445,149698,61158,73516,90608,201467,84095,185264,241395,75577,1157440
112060,153561,97528,120241,132800,69600,62622,218919,92774,67868,83684,111049,161154,148975,109398,73045,134891,178522,123381,149754,61033,73395,90528,201080,84026,185228,241130,75299,1163460
112147,153565,97387,120251,132800,69628,62746,218788,92811,67802,83726,111088,161269,149145,109373,73128,135053,179060,123386,149541,61043,73411,90537,201226,83997,185639,240948,75459,1162770
112181,153562,97531,120266,132720,69907,62719,218502,92746,68177,84074,110918,160402,148842,109377,73029,134880,178895,123272,149771,61060,73310,90602,201339,83916,185907,240693,75444,1162470
112178,153529,97617,120402,132592,70008,62842,218236,92644,68325,84285,111415,160116,148644,109437,73014,134986,178731,123452,149866,61110,73461,90796,201386,83927,186272,240345,75669,1163790
112309,153509,97792,120486,132545,69982,62818,218173,92921,68435,84315,111368,160129,148556,109604,73005,135041,178335,123289,150125,61409,73596,90885,201219,84004,185873,240206,75692,1162140
112149,153517,97757,120615,132450,69958,62703,218320,92968,68380,84380,111368,160260,148521,109617,73035,135255,178341,123332,150065,61403,73755,91049,201378,83982,185792,240233,75626,1162410
112110,153542,97742,120813,132457,70159,62853,218214,93381,68564,84759,111536,159616,148359,109472,72940,135316,178764,123177,150070,61485,73781,91196,201722,83890,186006,240499,75943,1162040
112080,153506,97570,120697,132364,70246,62778,217936,93165,68530,84780,111580,159559,148374,109378,73026,135305,178121,123361,149771,61458,73769,91175,201611,84114,185650,240636,75776,1164400
112133,153607,97649,120867,131992,70757,63204,218052,93488,69082,85518,111847,158154,147730,109293,72855,135279,178470,123583,149991,61548,73686,91560,201450,84368,185291,240679,76399,1164290
112004,153877,97599,120862,132081,70545,62978,218381,93530,68841,85259,111901,158691,147887,109278,72764,135334,177000,123684,150174,61525,73955,91493,201415,84384,185074,241044,76120,1163460
112101,153846,97769,121206,132157,70745,63037,218069,93579,69161,85745,111980,158044,147787,109330,72681,135546,177706,123762,150408,61432,73866,91700,201508,84254,185163,241299,76411,1162650
111924,153835,97765,121245,132226,70739,62965,218296,93522,69146,85763,112178,158175,147964,109395,72710,135681,177311,123824,150342,61515,73955,91687,201451,84231,184917,240698,76347,1161070
