EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,GBPNZD,NZDJPY
112784,129888,97724,111633,135809,74503,68972,175294,101082,72822,83015,108084,149698,151389,109011,85768,124165,161677,114131,127024,67430,71959,82233,177726,93639,145116,188211,76870
112773,129998,97760,111620,135777,74578,68919,175164,101120,72822,83166,108049,149764,151317,109001,85765,124270,161661,114050,127098,67366,71962,82254,177564,93586,145132,188211,76951
112771,130026,97753,111548,135820,74497,68889,175099,101180,72790,83241,108068,149728,151366,109040,85811,124328,161671,114022,127088,67387,71931,82152,177758,93603,145050,188275,76994
112783,130038,97766,111506,135734,74476,68911,174855,101131,72739,83095,108002,149612,151422,108991,85747,124453,161756,113983,127074,67387,71962,82096,177780,93564,144963,188292,76883
112774,130008,97752,111473,135686,74458,68942,175037,101132,72788,83043,107987,149565,151413,108996,85787,124522,161784,114060,127091,67407,71969,82040,177709,93595,144925,188318,76820
112777,130013,97732,111450,135769,74481,68933,175044,101144,72840,82995,107990,149688,151446,108969,85759,124413,161690,114098,127087,67341,71970,82049,177696,93579,144863,188308,76824
112773,129985,97746,111510,135810,74471,68952,175117,101143,72888,83003,108014,149686,151428,109007,85750,124323,161653,114049,127075,67336,72006,82112,177695,93560,145069,188299,76843
112796,130099,97685,111525,135863,74505,68942,175155,101110,72794,83039,108033,149697,151440,109022,85731,124264,161721,114174,127167,67352,71956,82139,177761,93635,145170,188352,76876
112792,130172,97725,111492,135817,74507,68934,175168,101135,72803,83088,108059,149684,151463,109040,85767,124265,161737,114138,127213,67392,71953,82145,177756,93641,145121,188350,76904
112795,130168,97661,111545,135786,74519,68921,175259,101104,72776,83067,108037,149745,151389,109041,85721,124367,161735,114174,127228,67374,71920,82180,177681,93607,145178,188334,76874
112791,130157,97658,111554,135759,74487,68931,175256,101121,72812,83119,108009,149727,151486,109037,85701,124430,161853,114159,127140,67378,71899,82150,177785,93615,145108,188348,76897
112781,130084,97615,111516,135710,74479,68922,175178,101125,72789,83090,108004,149703,151469,109022,85692,124376,161809,114237,127118,67378,71847,82137,178042,93570,145102,188389,76889
112789,130123,97610,111498,135714,74465,68909,175328,101096,72809,83053,108010,149765,151517,109006,85751,124509,161852,114166,127076,67328,71860,82103,178046,93560,145043,188401,76874
112793,130088,97660,111523,135779,74459,68922,175683,101100,72822,83024,107994,149755,151547,108996,85754,124449,161873,114135,127038,67342,71866,82098,178130,93582,145049,188397,76852
112789,130065,97744,111450,135753,74462,68931,175635,101120,72786,83035,107950,149839,151611,108962,85769,124470,161915,113998,126956,67307,71964,82064,178081,93579,144986,188371,76856
112781,130096,97722,111480,135786,74438,68924,175674,101101,72784,82983,107963,149866,151579,108956,85787,124446,161889,114036,126982,67296,71927,82049,178079,93590,145034,188450,76823
112775,130100,97742,111441,135824,74437,68943,175543,101111,72732,82981,107925,149897,151580,108972,85814,124489,161805,114010,127051,67255,71948,82062,178112,93601,145001,188231,76849
112769,130116,97763,111447,135796,74434,68923,175621,101063,72713,82952,107900,149891,151488,109048,85794,124407,161803,113965,127173,67262,71953,82041,178120,93598,144992,188165,76815
112776,130105,97761,111451,135849,74396,68932,175694,101090,72676,82952,107913,149880,151598,109071,85760,124396,161822,113939,127136,67305,72014,82052,178062,93646,144983,188124,76845
112768,130087,97761,111430,135784,74412,68941,175691,101030,72675,82912,107935,149858,151569,109082,85736,124333,161848,113907,127146,67359,72001,82025,178109,93593,144974,188010,76821
112770,130107,97764,111398,135825,74437,68940,175623,101067,72689,82914,107932,149931,151569,109090,85781,124393,161811,113894,127191,67363,72029,82073,178046,93647,144892,187840,76817
112769,130072,97780,111369,135815,74436,68931,175629,101011,72751,82920,107963,149990,151515,109142,85781,124384,161866,113890,127152,67359,72015,82037,177916,93614,144842,187736,76806
112774,130058,97816,111357,135836,74449,68902,175588,101024,72733,82894,107920,149935,151564,109157,85756,124341,161896,113870,127138,67381,72037,82057,177917,93638,144787,187833,76785
112760,130025,97833,111377,135716,74386,68898,175472,101005,72711,82899,107887,149957,151501,109155,85826,124371,161902,113812,127112,67386,72050,82042,177894,93571,144781,187903,76766
112764,129998,97832,111396,135740,74357,68902,175532,100961,72741,82846,107886,149986,151504,109137,85845,124357,161925,113838,127106,67388,72043,82050,177950,93584,144758,187909,76747
112759,129952,97819,111360,135693,74359,68878,175464,100930,72765,82829,107906,149956,151464,109141,85863,124332,161873,113869,127109,67380,72050,82025,177857,93539,144761,187736,76755
112761,130006,97837,111386,135742,74348,68880,175710,100928,72761,82802,107919,150026,151464,109161,85852,124314,161869,113871,127187,67363,72072,82038,177796,93533,144816,187791,76734
112729,130015,97817,111396,135748,74359,68881,175527,100921,72775,82807,107912,150032,151506,109184,85852,124292,161963,113923,127191,67384,72048,82062,177825,93532,144866,187897,76725
112722,130047,97780,111421,135751,74358,68859,175438,100920,72729,82832,107907,150032,151521,109195,85819,124254,161999,113973,127207,67399,72055,82095,177802,93537,144840,187779,76736
112702,129995,97773,111450,135761,74330,68888,175412,100904,72728,82848,107922,150085,151461,109197,85828,124310,161960,113962,127177,67373,72029,82101,177732,93512,144881,187794,76755
112699,130002,97796,111457,135733,74370,68888,175334,100878,72741,82840,107881,150103,151531,109209,85831,124357,162065,113950,127159,67368,72026,82147,177656,93495,144946,187870,76749
112711,130049,97732,111438,135709,74340,68893,175167,100884,72728,82888,107864,150076,151539,109221,85850,124362,162081,113987,127155,67381,71975,82108,177686,93483,144871,187795,76785
112720,130009,97728,111448,135730,74335,68871,175063,100870,72732,82840,107883,150180,151535,109183,85872,124430,162039,113983,127106,67345,72022,82097,177714,93467,144941,187815,76771
112725,130057,97720,111416,135666,74328,68902,175068,100891,72744,82843,107891,150173,151569,109203,85885,124501,162016,113905,127182,67348,71995,82067,177624,93460,144890,187823,76785
112748,130048,97658,111408,135704,74362,68886,175081,100886,72703,82811,107897,150191,151602,109150,85886,124442,162094,113928,127092,67342,71943,82120,177594,93487,144912,187786,76739
112740,130076,97630,111323,135739,74353,68891,174984,100862,72714,82842,107898,150193,151537,109172,85851,124450,162061,113941,127114,67363,71952,82031,177681,93519,144775,187757,76767
112746,130054,97640,111272,135747,74360,68910,175033,100879,72681,82769,107900,150234,151596,109174,85869,124431,162113,113933,127084,67298,71937,81986,177589,93495,144758,187675,76693
112739,130094,97640,111255,135654,74379,68878,175065,100904,72690,82742,107922,150211,151686,109158,85872,124456,162179,113930,127041,67326,71934,82008,177634,93475,144803,187787,76664
112725,130156,97638,111258,135693,74363,68874,174985,100881,72635,82745,107956,150241,151675,109166,85897,124374,162194,113895,127066,67307,71935,81985,177686,93480,144725,187638,76672
112736,130086,97663,111255,135707,74379,68884,175078,100890,72666,82731,107908,150293,151667,109140,85912,124380,162212,113885,127009,67268,71967,81976,177781,93496,144747,187612,76639
112729,130104,97687,111220,135648,74358,68882,175169,100922,72650,82748,107910,150313,151680,109139,85903,124404,162218,113851,127027,67266,71977,81955,177826,93481,144725,187564,76633
112730,130126,97696,111237,135690,74359,68873,175195,100887,72614,82698,107935,150291,151660,109132,85915,124362,162195,113927,127046,67242,72017,81983,177813,93466,144760,187490,76622
112721,130137,97636,111232,135703,74368,68875,175197,100869,72608,82712,107966,150255,151630,109155,85907,124360,162191,113874,127091,67239,72006,81969,177728,93470,144728,187607,76628
112730,130119,97667,111315,135695,74388,68914,175206,100898,72604,82718,107933,150298,151667,109197,85888,124315,162227,113857,127103,67247,71988,82071,177647,93473,144824,187614,76615
112706,130106,97705,111196,135667,74409,68879,175141,100873,72618,82804,107942,150295,151592,109204,85876,124331,162229,113847,127102,67263,71897,82020,177596,93454,144756,187717,76674
112710,130185,97705,111214,135686,74378,68884,175125,100853,72594,82737,107927,150287,151628,109211,85900,124338,162242,113874,127102,67271,71902,81999,177564,93456,144777,187716,76636
112689,130183,97751,111247,135620,74369,68871,174987,100839,72614,82714,107937,150243,151661,109236,85908,124435,162297,113849,127138,67277,71969,81877,177537,93411,144776,187754,76612
112695,130145,97761,111275,135557,74362,68905,175002,101020,72642,82731,107958,150305,151913,109257,85913,124384,162266,113856,127150,67276,71947,81902,177551,93423,144834,187797,76636
112684,130165,97741,111303,135589,74412,68925,174937,101008,72671,82744,107951,150349,151880,109240,85906,124390,162266,113856,127172,67262,71950,81960,177488,93388,144864,187787,76643
112686,130155,97733,111322,135853,74432,68955,174925,101031,72643,82822,107990,150336,151769,109259,85915,124404,162144,113893,127223,67292,71851,81939,177350,93587,144920,187768,76698
112701,130186,97664,111299,135847,74492,68960,174982,101097,72636,82859,107978,150329,151826,109267,85886,124412,162094,113877,127265,67282,71830,81943,177386,93565,144981,187879,76733
112685,130267,97607,111324,135786,74487,68991,174927,101155,72657,82906,107968,150188,151821,109265,85868,124407,162051,113862,127319,67345,71841,81858,177396,93567,144967,187972,76753
112701,130227,97610,111232,135840,74519,69032,175011,101274,72651,82921,107956,150144,152013,109257,85846,124428,162045,113853,127268,67371,71855,81824,177348,93632,144816,187894,76775
112711,130196,97536,111151,135809,74549,69046,175146,101277,72734,82885,107955,150052,151994,109210,85811,124426,162008,113856,127148,67388,71807,81821,177317,93651,144696,187851,76746
112690,130188,97561,111144,135981,74566,69055,175123,101249,72758,82860,107914,150054,151939,109188,85837,124450,161980,113932,127061,67385,71787,81834,177304,93776,144703,187889,76735
112676,130200,97513,111063,135926,74548,69037,175240,101252,72802,82874,107915,150037,151887,109175,85880,124383,161917,114013,127081,67370,71766,81780,177278,93781,144563,187956,76745
112671,130167,97456,111168,135829,74529,69086,175174,101222,72793,82792,107874,150033,151924,109125,85919,124341,161948,114104,126955,67370,71800,81810,177302,93769,144664,187978,76701
112664,130136,97465,111192,135804,74551,69168,175144,101249,72772,82848,107760,149976,151987,109135,85898,124314,161966,114272,126955,67387,71811,81848,177127,93771,144749,187998,76751
112671,130186,97438,111215,135794,74560,69102,175255,101258,72760,82894,107785,150056,151977,109099,85946,124261,161878,114291,126940,67345,71771,81950,177181,93774,144845,187948,76824
112660,130242,97479,111387,135871,74508,69111,175150,101158,72779,82920,107775,150075,151881,109085,85951,124359,161760,114325,126925,67344,71827,82081,177179,93806,145009,187791,76930
112664,130188,97546,111376,135840,74510,69081,175135,101088,72705,82990,107789,150059,151878,109096,85933,124409,161911,114276,126881,67358,71860,82052,177242,93848,145012,187697,76976
112649,130206,97515,111457,135693,74490,69072,175234,101121,72706,82984,107796,150108,151944,109082,85935,124488,161926,114298,126862,67397,71875,82142,177232,93859,145078,187846,76977
112646,130169,97506,111485,135686,74483,69089,175338,101056,72691,83022,107821,150206,151890,109132,85971,124682,161989,114336,126881,67338,71824,82142,177173,93767,145148,187863,77002
112648,130199,97542,111471,135729,74520,69059,175314,101068,72656,83036,107839,150226,151814,109123,85973,124687,161895,114357,127000,67331,71844,82176,177141,93802,145181,187826,77011
112642,130250,97573,111497,135677,74499,69054,175224,101061,72613,83068,107864,150272,151753,109105,85997,124781,161872,114328,127008,67332,71884,82145,177238,93731,145194,187900,77026
112618,130226,97570,111560,135707,74511,69081,175234,101099,72597,83064,107745,150173,151893,109132,85913,124717,161993,114381,126971,67369,71928,82184,177164,93740,145231,187825,77005
112648,130184,97551,111569,135635,74458,69070,175383,101123,72605,83123,107738,150116,151849,109130,85894,124719,161957,114333,126980,67361,71929,82209,177157,93713,145217,187792,77041
112651,130166,97573,111613,135718,74442,69094,175303,101026,72651,83067,107744,150206,151812,109162,85936,124790,161886,114385,127002,67327,71950,82293,176929,93730,145254,187740,77078
112651,130144,97564,111543,135731,74467,69099,175290,100941,72663,83086,107739,150135,151736,109171,85931,124816,161926,114286,126978,67346,71887,82259,176682,93731,145186,187726,77098
112645,130167,97475,111623,135699,74471,69050,175145,100956,72636,83062,107754,150233,151685,109138,85941,124820,161861,114338,126973,67394,71880,82324,176686,93745,145339,187680,77073
112631,130204,97431,111516,135615,74430,69094,174926,100953,72674,83126,107749,150288,151690,109173,85968,124888,161855,114342,127037,67381,71843,82182,176821,93675,145165,187700,77136
112632,130178,97420,111463,135587,74473,69089,174900,100975,72646,83000,107718,150213,151791,109154,85943,124794,161968,114437,126999,67389,71838,82211,176689,93683,145152,187828,77006
112635,130227,97508,111414,135574,74449,69074,175030,100947,72629,83008,107759,150230,151738,109104,85924,124895,161929,114345,126933,67412,71914,82169,176552,93686,145135,187777,77023
112640,130268,97435,111497,135682,74457,69070,174904,100925,72638,82947,107721,150290,151774,109075,85937,124766,161975,114457,126914,67355,71926,82231,176613,93690,145219,187798,76982
112635,130246,97451,111509,135567,74429,69076,174827,100934,72658,83017,107715,150281,151794,109079,85942,124764,162034,114355,126882,67337,71936,82253,176632,93671,145244,187820,77019
112634,130257,97475,111536,135576,74429,69088,175010,100880,72611,82993,107750,150349,151667,109101,85933,124732,161921,114366,127009,67303,71949,82349,176780,93674,145271,187862,77026
112641,130257,97518,111455,135578,74470,69112,174968,100785,72588,83013,107754,150352,151610,109083,85955,124840,162007,114303,126909,67280,71991,82288,176805,93648,145181,187756,77048
112647,130262,97496,111490,135553,74502,69111,174964,100846,72530,83001,107803,150305,151590,109081,85890,124768,161935,114293,126936,67338,71976,82308,176755,93628,145185,187637,77008
112641,130225,97504,111478,135426,74532,69121,175044,100889,72532,83057,107758,150396,151568,109086,85943,124869,161851,114236,126930,67293,71981,82310,176734,93547,145203,187520,77059
112631,130255,97496,111440,135432,74513,69130,175055,100921,72568,83083,107740,150277,151568,109152,85921,124755,161885,114252,127016,67318,71959,82283,176674,93574,145187,187467,77050
112643,130286,97548,111396,135438,74509,69122,175001,100893,72514,83033,107768,150196,151593,109141,85930,124773,161885,114193,127018,67358,71991,82251,176590,93609,145140,187556,77035
112619,130295,97515,111404,135420,74519,69131,174983,100889,72568,83001,107728,150151,151596,109156,85921,124776,161869,114242,127037,67383,71982,82239,176721,93595,145182,187617,77016
112606,130324,97531,111403,135421,74502,69132,174901,100923,72611,83013,107708,150214,151606,109128,85914,124751,161861,114254,127054,67380,71996,82230,176799,93609,145163,187612,77011
112610,130308,97483,111409,135419,74488,69123,174981,100910,72675,82995,107702,150229,151611,109175,85913,124710,161833,114290,127110,67395,71984,82253,176694,93620,145136,187509,77021
112622,130273,97513,111445,135449,74470,69124,175073,100869,72640,82984,107707,150193,151558,109128,85881,124699,161801,114282,127028,67382,72011,82281,176757,93632,145118,187558,77027
112621,130216,97543,111428,135463,74478,69116,174930,100845,72644,82990,107724,150207,151547,109141,85885,124688,161825,114255,126996,67427,72029,82293,176946,93651,145086,187658,77039
112637,130211,97552,111453,135434,74483,69112,175003,100822,72647,82988,107726,150214,151527,109108,85895,124680,161840,114221,126928,67407,72016,82320,176956,93634,145057,187725,77030
112642,130154,97546,111459,135430,74479,69117,175040,100813,72667,83007,107725,150243,151485,109118,85930,124714,161834,114254,126911,67407,72049,82318,176962,93613,145078,187735,77040
112649,130171,97543,111439,135388,74481,69123,175073,100819,72629,83009,107733,150255,151479,109141,85947,124713,161824,114241,126964,67376,72066,82281,176874,93593,145066,187677,77041
112634,130179,97517,111459,135378,74498,69124,175047,100856,72626,83000,107767,150223,151524,109153,85969,124719,161816,114228,126986,67387,72060,82340,176862,93572,145102,187723,77031
112641,130186,97536,111445,135385,74516,69111,174929,100818,72598,83030,107764,150216,151439,109143,85950,124710,161794,114257,126983,67403,72067,82352,176973,93572,145054,187969,77052
112642,130157,97505,111405,135425,74502,69093,174920,100818,72619,83043,107776,150206,151384,109128,85944,124692,161779,114266,126957,67416,72040,82335,176850,93607,145021,188022,77041
112652,130177,97510,111454,135352,74490,69114,174935,100784,72639,82997,107744,150173,151364,109104,85938,124712,161820,114294,126938,67419,72030,82366,176718,93567,145068,188025,77000
112653,130162,97485,111428,135313,74492,69105,174857,100779,72652,83022,107756,150117,151350,109101,85947,124683,161825,114316,126948,67416,72000,82340,176754,93537,145096,188013,77015
112646,130218,97470,111460,135290,74492,69072,174794,100787,72661,83003,107792,150154,151381,109088,85938,124643,161804,114307,126963,67386,71969,82351,176797,93505,145093,188030,77019
112656,130185,97440,111455,135306,74483,69097,174839,100799,72679,83026,107784,150141,151411,109094,85930,124674,161834,114362,126936,67379,71952,82332,176840,93488,145072,188024,77028
112664,130168,97446,111427,135313,74502,69130,174876,100807,72646,83013,107763,150164,151465,109090,85907,124663,161935,114366,126887,67380,71957,82289,176728,93523,145066,188008,76990
112664,130192,97438,111448,135332,74520,69146,174913,100861,72650,83013,107739,150172,151526,109085,85935,124705,161903,114356,126893,67374,71927,82312,176655,93524,145103,188004,76998
112665,130201,97388,111459,135357,74520,69153,174844,100878,72627,83050,107722,150216,151529,109061,85961,124722,161841,114375,126861,67326,71896,82319,176719,93499,145119,188003,77048
112673,130202,97332,111439,135396,74518,69163,174763,100880,72634,83061,107724,150204,151503,109052,85955,124710,161772,114342,126871,67338,71867,82276,176769,93559,145113,188101,77076
112656,130221,97357,111402,135385,74533,69181,174895,100910,72605,83041,107725,150174,151552,109040,85957,124742,161751,114356,126877,67349,71884,82255,176782,93594,145058,188104,77070
112656,130215,97355,111305,135384,74554,69168,174912,100923,72609,83029,107744,150149,151591,109016,85941,124734,161776,114361,126811,67372,71903,82199,176737,93618,144942,188150,77056
112649,130226,97366,111345,135431,74549,69163,174893,100929,72606,82979,107728,150148,151589,108973,85927,124708,161763,114343,126746,67372,71951,82228,176773,93658,144973,188229,77010
112658,130208,97334,111350,135420,74539,69183,174899,100928,72612,83004,107743,150170,151591,109001,85959,124709,161796,114362,126757,67348,71915,82254,176807,93666,144990,188201,77022
112653,130213,97263,111348,135394,74567,69170,174915,100887,72602,82998,107725,150154,151554,109002,85968,124624,161807,114386,126765,67326,71889,82297,175525,93673,144998,188213,77021
112666,130225,97266,111326,135398,74541,69233,174954,100866,72581,83026,107692,150161,151471,109017,85977,124666,161764,114360,126792,67329,71892,82267,176372,93655,144983,188230,77040
112642,130235,97302,111265,135365,74584,69272,173657,100848,72559,82982,107654,150186,151521,108999,85976,124675,161824,114350,126758,67325,71938,82253,176286,93628,145007,188199,77011
112656,130329,97273,111247,135286,74599,69262,174450,100872,72574,82985,107670,150133,151625,109032,85972,124676,161844,114373,126756,67352,71913,82239,176216,93600,145001,188201,77040
112656,130345,97278,111278,135307,74599,69272,174342,100889,72562,82988,107703,150215,151624,109038,85979,124671,161755,114366,126775,67317,71926,82287,176075,93597,145044,188109,77071
112713,130351,97261,111265,135259,74632,69304,174258,100860,72597,83008,107638,150282,151534,109041,86006,124732,161734,114363,126823,67330,71953,82272,176166,93651,145040,188102,77081
112697,130355,97287,111266,135257,74623,69325,174176,100912,72548,83038,107631,150250,151585,109041,85997,124713,161750,114377,126796,67368,71952,82283,176025,93700,145054,188040,77082
112742,130368,97268,111245,135220,74641,69322,174299,100886,72537,83028,107631,150209,151539,109028,85968,124707,161648,114359,126814,67382,71924,82312,175983,93662,145043,188119,77120
112723,130387,97279,111289,135228,74637,69354,174252,100854,72554,83031,107573,150177,151485,109031,85986,124730,161633,114370,126811,67373,71945,82322,176036,93681,145051,188040,77127
112748,130340,97314,111249,135209,74633,69338,174223,100884,72579,83061,107607,150173,151518,109050,85963,124710,161625,114338,126799,67409,71987,82275,176027,93711,145002,187950,77154
112720,130344,97307,111272,135135,74633,69340,174219,100896,72592,83026,107596,150166,151553,109032,85968,124710,161567,114364,126778,67418,71963,82308,176057,93689,145044,187710,77160
112720,130354,97316,111280,135173,74632,69360,174250,100875,72586,83046,107556,150164,151519,109039,85992,124748,161587,114395,126800,67433,71969,82332,176113,93712,145047,187729,77161
112709,130345,97327,111297,135202,74627,69352,174258,100851,72591,83050,107573,150175,151460,109065,85991,124706,161561,114394,126840,67449,71980,82323,176089,93770,145065,187728,77169
112618,130343,97341,111339,135175,74629,69361,174317,100870,72607,83056,107545,150162,151501,109057,85982,124727,161515,114422,126829,67441,71977,82354,176127,93731,145097,187707,77203
112560,130323,97372,111351,135145,74622,69350,174302,100876,72588,83088,107548,150153,151483,109055,85975,124720,161514,114413,126821,67468,71985,82365,176058,93714,145130,187713,77222
112532,130339,97339,111393,135180,74612,69348,174352,100864,72598,83090,107511,150159,151484,109070,85976,124738,161491,114442,126848,67481,71956,82381,176150,93766,145165,187710,77241
112558,130325,97359,111417,135181,74587,69363,174363,100870,72622,83112,107489,150141,151518,109087,85979,124770,161526,114406,126853,67480,71994,82382,176195,93755,145197,187767,77258
112562,130323,97344,111405,135176,74583,69359,174433,100852,72613,83101,107494,150157,151518,109103,85972,124789,161497,114419,126893,67498,72017,82371,176220,93765,145159,187738,77273
112521,130302,97355,111396,135201,74581,69371,174443,100849,72618,83087,107452,150181,151548,109083,85985,124839,161503,114403,126826,67495,72021,82389,176030,93769,145139,187711,77280
112552,130293,97287,111392,135231,74564,69360,174509,100816,72624,83079,107474,150203,151497,109101,85969,124843,161493,114299,126848,67517,71972,82424,176037,93786,145142,187679,77270
112530,130309,97293,111391,135234,74568,69368,174370,100746,72623,83058,107450,150240,151397,109067,85998,124851,161434,114322,126838,67503,71967,82418,175971,93805,145143,187630,77281
112566,130306,97293,111211,135194,74563,69336,174356,100759,72622,83060,107481,150228,151402,109072,85998,124835,161452,114270,126853,67518,71968,82289,176021,93773,144963,187669,77268
112536,130351,97280,111236,135129,74543,69310,174382,100749,72589,82920,107540,150243,151473,109046,85978,124806,161510,114259,126811,67520,71957,82296,175997,93748,144953,187607,77151
112582,130315,97320,111193,135139,74564,69321,174450,100737,72605,82919,107513,150223,151427,109008,85971,124800,161523,114203,126782,67516,71977,82262,176039,93738,144916,187628,77135
112598,130334,97343,111165,135138,74553,69302,174410,100759,72578,82906,107509,150304,151427,109011,85980,124656,161588,114200,126802,67476,72015,82242,175977,93749,144882,187641,77070
112608,130334,97323,111151,135156,74537,69302,174387,100751,72590,82878,107524,150284,151443,109007,85969,124633,161580,114253,126780,67447,72009,82228,176000,93718,144864,187650,77064
112552,130331,97344,111179,135151,74544,69294,174330,100737,72533,82846,107545,150249,151445,109041,85959,124585,161607,114179,126836,67423,72014,82265,175995,93677,144863,187615,77036
112557,130301,97340,111209,135154,74550,69344,174349,100720,72518,82874,107472,150281,151372,109041,85968,124569,161567,114238,126834,67423,71993,82297,176021,93693,144902,187705,77055
112546,130304,97333,111160,135162,74554,69343,174306,100716,72538,82902,107461,150303,151360,109026,85962,124543,161596,114224,126809,67429,71991,82249,176065,93677,144835,187819,77066
112535,130298,97309,111211,135132,74545,69333,174318,100738,72525,82872,107473,150249,151369,109043,85961,124544,161460,114232,126833,67450,71971,82268,176075,93651,144888,187804,77089
112569,130288,97319,111192,135115,74542,69333,174373,100747,72534,82901,107495,150247,151400,109028,85965,124585,161455,114293,126813,67428,71998,82255,176066,93631,144885,187808,77123
112602,130308,97307,111169,135137,74557,69334,174382,100742,72556,82882,107496,150223,151422,109042,85960,124519,161514,114281,126825,67493,71985,82240,176051,93714,144879,187823,77098
112631,130326,97331,111246,135169,74560,69335,174355,100759,72547,82883,107509,150235,151431,109021,85964,124575,161522,114268,126812,67488,72002,82316,176041,93733,145002,187840,77082
112660,130347,97326,111220,135163,74572,69328,174389,100737,72567,82942,107501,150271,151388,109031,85967,124572,161512,114272,126845,67474,72003,82293,176068,93717,144978,187895,77136
112621,130360,97329,111240,135163,74559,69326,174356,100763,72554,82939,107488,150251,151421,109036,85961,124559,161536,114266,126837,67456,71989,82306,176045,93714,144968,187831,77123
112654,130325,97311,111237,135129,74552,69312,174362,100747,72548,82938,107504,150238,151424,109057,85944,124637,161537,114217,126840,67463,71978,82309,176061,93691,144966,187818,77125
112679,130325,97317,111235,135129,74558,69328,174321,100727,72542,82927,107521,150239,151393,109044,85951,124630,161522,114244,126826,67460,71987,82289,176097,93697,144949,187755,77125
112675,130313,97312,111169,135144,74575,69297,174377,100757,72556,82928,107564,150251,151424,109041,85968,124642,161557,114272,126820,67470,71988,82242,176052,93690,144872,187789,77100
112661,130322,97298,111201,135126,74568,69284,174418,100778,72558,82902,107570,150253,151443,109045,85962,124631,161547,114322,126808,67466,71974,82271,176073,93685,144894,187810,77074
112657,130304,97256,111219,135157,74564,69285,174413,100759,72562,82920,107550,150253,151388,109019,85965,124622,161572,114331,126802,67447,71953,82300,176074,93676,144946,187774,77066
112741,130325,97277,111252,135154,74558,69296,174438,100742,72549,82930,107545,150233,151395,109031,85972,124572,161625,114330,126819,67451,71977,82316,176060,93701,145003,187827,77067
112742,130345,97232,111219,135141,74557,69261,174386,100732,72561,82943,107568,150192,151422,109031,85960,124575,161640,114283,126809,67428,71946,82303,175932,93655,144967,187866,77088
112711,130344,97341,111244,135122,74543,69216,174412,100728,72566,82918,107584,150245,151439,109006,85959,124618,161648,114062,126763,67414,71988,82328,175878,93628,145012,187851,77064
112735,130355,97298,111228,135132,74554,69257,174249,100699,72563,82929,107420,150267,151388,109012,85957,124670,161680,114095,126802,67399,71949,82294,175895,93629,144933,187879,77057
112722,130215,97298,111068,135119,74452,69181,174281,100703,72549,82879,107440,150282,151383,108990,85967,124655,161652,114128,126800,67370,71902,82123,175924,93619,144448,187925,76984
112715,130048,97250,111092,135096,74443,69165,174236,100592,72534,82659,107512,150279,151326,109033,85942,124668,161561,114159,126597,67375,71888,82159,175908,93573,144518,187933,76928
112697,130091,97248,111125,135049,74455,69177,174266,100588,72501,82707,107541,149745,151362,109008,85927,124585,161706,114157,126575,67284,71909,82182,175955,93468,144633,187937,76870
112650,130130,97245,111126,135128,74439,69184,174271,100579,72506,82732,107538,150402,151378,109041,86087,124376,161795,114169,126616,67413,71885,82182,175946,93588,144581,187980,76883
112655,130100,97255,111125,135135,74434,69177,174272,100563,72492,82737,107550,150406,151329,109001,86084,124472,161831,114190,126528,67341,71886,82173,175918,93479,144604,187938,76876
112267,130134,97254,111124,135101,74440,69175,174289,100559,72424,82727,107571,150424,151357,108981,86075,124526,161831,114209,126554,67315,71896,82132,175916,93433,144631,187907,76875
112255,130155,97232,111123,135104,74469,69178,174252,100566,72449,82745,107540,150428,151357,108979,86072,124516,161837,114221,126568,67288,71889,82180,175963,93402,144643,187884,76881
112228,130157,97230,111131,135121,74451,69174,174247,100657,72454,82754,107569,150408,151446,108978,86053,124508,161843,114259,126570,67284,71897,82195,176002,93468,144642,187835,76898
112206,130163,97263,111095,135106,74463,69169,174304,100604,72401,82747,107579,150395,151422,108990,86061,124513,161854,114220,126578,67285,71920,82174,176022,93467,144603,187790,76890
112078,130166,97296,111144,135181,74449,69165,174402,100615,72397,82739,107557,150410,151420,108991,86067,124530,161906,114200,126561,67282,71932,82194,176023,93528,144689,187698,76853
112130,130194,97307,111129,135115,74441,69181,174413,100597,72414,82743,107555,150423,151383,108934,86068,124545,161871,114264,126590,67281,71993,82186,176087,93469,144667,187798,76882
112116,130184,97302,111169,135102,74455,69219,174415,100576,72419,82722,107597,150428,151407,108966,86051,124510,161871,114270,126625,67253,71997,82216,176085,93452,144678,187796,76871
112183,130154,97311,111227,135110,74506,69245,174463,100584,72396,82770,107544,150414,151296,108974,86035,124530,161768,114216,126629,67242,72012,82297,176041,93463,144795,187792,76914
112101,130183,97322,111211,135113,74504,69255,174407,100659,72387,82871,107524,150458,151388,109022,86042,124521,161788,114212,126678,67265,72000,82300,176051,93457,144806,187809,76998
112119,130207,97331,111170,135092,74494,69248,174404,100649,72385,82848,107529,150371,151395,109037,86021,124504,161751,114260,126696,67309,72012,82279,176047,93480,144740,187749,77012
112098,130194,97343,111192,135108,74502,69230,174426,100618,72398,82810,107558,150337,151363,109034,86052,124624,161709,114304,126693,67349,72008,82284,176042,93530,144750,187756,76996
