EURUSD,GBPUSD,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPAUD,AUDCAD,AUDCHF,AUDJPY,AUDNZD,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,CHFJPY,GBPCHF,NZDCHF,CADCHF,CADJPY,GBPCAD,NZDCAD,GBPJPY,GBPNZD,NZDJPY
113670,127339,97549,111534,132144,75982,72298,167593,100393,74098,84745,105056,146726,147350,108750,87545,124349,154154,114324,124222,70519,73802,84385,168282,95533,142047,176370,80646
113644,127337,97550,111538,132147,75974,72297,167610,100389,74111,84733,105068,146714,147336,108764,87536,124359,154179,114331,124231,70511,73807,84403,168271,95498,142053,176375,80641
113614,127358,97550,111541,132102,75972,72279,167636,100372,74113,84746,105059,146719,147320,108761,87546,124352,154167,114322,124231,70488,73823,84405,168253,95482,142064,176342,80641
113611,127356,97550,111536,132139,75973,72283,167609,100347,74105,84739,105058,146720,147304,108755,87535,124346,154166,114305,124249,70492,73804,84423,168277,95511,142023,176333,80625
113637,127375,97548,111518,132141,75972,72284,167609,100377,74103,84733,105060,146718,147262,108754,87528,124330,154160,114304,124232,70495,73802,84387,168276,95509,142021,176308,80626
113676,127357,97552,111517,132142,75974,72282,167609,100376,74107,84723,105057,146713,147306,108757,87515,124322,154157,114297,124230,70499,73805,84383,168280,95517,142019,176354,80614
113698,127358,97550,111513,132174,75969,72285,167622,100374,74104,84720,105065,146713,147299,108748,87528,124319,154176,114304,124235,70496,73783,84383,168331,95506,142033,176374,80609
113679,127357,97447,111521,132146,75920,72272,167496,100394,74106,84718,104942,146701,147303,108752,87525,124322,154004,114311,124237,70472,73699,84368,168272,95534,141990,176346,80612
113687,127364,97511,111510,132170,75995,72283,167472,100365,74101,84719,105001,146644,147329,108747,87524,124310,153969,114289,124070,70447,73737,84343,168332,95569,142059,176359,80602
113702,127325,97498,111535,132169,76039,72310,167448,100444,74026,84708,105076,146582,147313,108675,87515,124344,154022,114325,124166,70504,73722,84376,168321,95578,142047,176416,80621
113677,127366,97511,111524,132155,76023,72319,167454,100482,74102,84758,105043,146575,147340,108685,87510,124339,154000,114332,124152,70498,73753,84363,168303,95582,142062,176518,80649
113655,127366,97494,111542,132213,76021,72326,167475,100469,74124,84808,105054,146586,147345,108707,87525,124358,154048,114359,124182,70509,73694,84387,168376,95621,142043,176488,80667
113707,127365,97492,111519,132171,75986,72327,167548,100492,74134,84796,105034,146606,147332,108718,87523,124346,154086,114317,124153,70494,73719,84313,168321,95570,142048,176501,80681
113689,127368,97532,111525,132187,75971,72316,167570,100424,74103,84785,105066,146682,147406,108730,87526,124346,154160,114297,124151,70484,73747,84353,168328,95514,142050,176492,80672
113706,127370,97513,111532,132183,75970,72269,167599,100390,74078,84752,105057,146700,147355,108720,87526,124341,154154,114277,124190,70471,73748,84353,168331,95530,142056,176472,80661
113682,127364,97533,111530,132185,76003,72282,167514,100394,74068,84732,105102,146698,147343,108708,87522,124342,154160,114280,124197,70476,73751,84363,168332,95534,142063,176481,80612
113680,127369,97528,111535,132199,75977,72284,167585,100448,74080,84733,105069,146648,147344,108718,87515,124356,154175,114323,124201,70477,73747,84363,168368,95556,142088,176473,80626
113688,127371,97542,111554,132202,75972,72280,167602,100431,74111,84769,105062,146696,147356,108740,87520,124388,154148,114337,124219,70479,73765,84373,168353,95551,142090,176468,80631
113722,127371,97543,111566,132179,75973,72281,167615,100420,74095,84752,105053,146719,147384,108741,87534,124386,154157,114332,124238,70496,73756,84383,168323,95536,142086,176474,80642
113741,127366,97536,111558,132181,75984,72283,167600,100429,74103,84760,105152,146737,147354,108751,87531,124394,154312,114345,124236,70495,73769,84373,168339,95473,142090,176494,80648
113787,127366,97543,111555,132188,75979,72227,167598,100416,74098,84748,105161,146742,147378,108758,87533,124403,154321,114366,124233,70438,73770,84386,168343,95462,142108,176500,80647
113826,127374,97534,111576,132182,75970,72215,167635,100418,74102,84756,105151,146737,147389,108765,87536,124414,154343,114368,124230,70430,73761,84398,168356,95460,142100,176491,80580
113829,127365,97561,111558,132218,75958,72221,167633,100407,74105,84771,105153,146778,147382,108763,87534,124415,154302,114359,124221,70420,73766,84393,168367,95467,142113,176474,80583
113863,127379,97566,111590,132205,75950,72208,167652,100416,74085,84749,105141,146727,147413,108768,87539,124394,154320,114390,124238,70435,73776,84393,168363,95460,142158,176481,80571
113854,127354,97553,111626,132208,75952,72204,167651,100394,74098,84761,105139,146765,147373,108756,87521,124449,154325,114390,124244,70436,73768,84423,168363,95469,142145,176529,80582
113816,127358,97544,111612,132173,75981,72214,167596,100400,74094,84775,105166,146779,147382,108772,87528,124457,154306,114411,124238,70434,73778,84413,168329,95458,142159,176504,80605
113829,127359,97532,111618,132186,75973,72225,167631,100410,74087,84767,105137,146724,147404,108775,87537,124458,154327,114421,124230,70435,73763,84443,168356,95474,142168,176519,80606
113966,127368,97529,111616,132214,75981,72227,167609,100408,74106,84806,105160,146771,147364,108763,87532,124483,154334,114453,124225,70433,73750,84433,168392,95494,142213,176529,80622
113897,127375,97550,111653,132201,75981,72227,167602,100444,74086,84793,105170,146749,147411,108770,87544,124522,154319,114451,124227,70436,73769,84443,168372,95472,142225,176542,80624
113883,127373,97551,111665,132220,75970,72218,167629,100430,74103,84836,105154,146722,147446,108775,87549,124508,154306,114456,124240,70439,73756,84463,168400,95484,142231,176588,80650
113848,127370,97539,111669,132243,75962,72217,167656,100431,74113,84842,105131,146730,147398,108766,87532,124506,154320,114434,124242,70440,73738,84446,168431,95513,142198,176592,80648
113845,127371,97541,111638,132239,75964,72226,167587,100439,74102,84831,105115,146780,147407,108764,87521,124499,154278,114422,124235,70442,73738,84413,168360,95531,142127,176614,80651
113855,127376,97545,111629,132253,75928,72240,167655,100437,74085,84800,105094,146761,147465,108771,87535,124466,154292,114440,124184,70456,73736,84404,168365,95509,142141,176613,80637
113879,127323,97544,111648,132249,75931,72221,167636,100402,74089,84795,105098,146803,147442,108760,87563,124468,154303,114468,124186,70436,73737,84413,168345,95507,142165,176606,80646
113866,127317,97555,111675,132258,75931,72220,167653,100402,74058,84770,105090,146807,147432,108746,87555,124505,154280,114461,124175,70439,73739,84433,168376,95524,142181,176587,80640
113901,127307,97554,111678,132262,75923,72226,167653,100409,74060,84793,105113,146797,147432,108754,87566,124499,154323,114462,124198,70448,73735,84433,168368,95497,142174,176557,80659
113847,127317,97598,111678,132255,75936,72203,167611,100404,74068,84796,105128,146799,147435,108755,87550,124495,154277,114408,124191,70424,73773,84427,168348,95497,142160,176575,80667
113831,127309,97602,111678,132256,75941,72206,167599,100415,74060,84788,105130,146745,147431,108750,87550,124469,154275,114443,124237,70460,73774,84433,168343,95502,142202,176549,80643
113858,127302,97610,111714,132259,75941,72210,167561,100422,74105,84802,105126,146736,147395,108775,87539,124508,154221,114451,124236,70465,73782,84463,168309,95506,142190,176579,80643
113872,127295,97618,111729,132253,75944,72211,167569,100425,74112,84835,105117,146690,147392,108775,87542,124486,154198,114436,124221,70474,73788,84473,168318,95517,142196,176560,80674
113841,127269,97601,111724,132253,75940,72220,167602,100420,74119,84846,105101,146685,147352,108756,87536,124482,154224,114449,124241,70488,73777,84473,168346,95524,142215,176583,80686
113863,127278,97609,111718,132249,75934,72227,167604,100423,74128,84846,105089,146730,147347,108763,87529,124508,154212,114442,124242,70485,73783,84465,168324,95524,142200,176535,80693
113848,127301,97600,111717,132267,75901,72229,167691,100408,74113,84838,105030,146734,147386,108772,87535,124499,154197,114423,124238,70490,73772,84465,168363,95549,142181,176556,80698
113892,127288,97585,111693,132261,75912,72238,167632,100377,74111,84829,105042,146804,147370,108773,87538,124475,154218,114467,124239,70489,73763,84436,168316,95547,142181,176595,80700
113920,127301,97604,111719,132265,75935,72246,167572,100386,74073,84775,105061,146806,147395,108769,87534,124522,154166,114476,124192,70489,73776,84461,168317,95566,142214,176617,80692
113920,127272,97590,111750,132266,75915,72252,167606,100421,74073,84806,105067,146731,147411,108768,87568,124537,154248,114468,124212,70511,73765,84483,168307,95533,142175,176638,80715
113966,127266,97588,111724,132267,75894,72227,167690,100395,74110,84855,105045,146803,147388,108769,87553,124532,154270,114487,124187,70479,73762,84463,168346,95529,142225,176612,80747
113997,127261,97569,111740,132230,75914,72220,167670,100366,74080,84813,105048,146851,147423,108776,87577,124556,154247,114507,124210,70468,73766,84474,168322,95525,142240,176613,80701
113955,127286,97590,111737,132258,75906,72240,167656,100366,74057,84802,105045,146828,147429,108779,87563,124566,154210,114448,124202,70475,73771,84493,168323,95536,142176,176606,80705
113950,127303,97595,111705,132265,75916,72234,167649,100377,74061,84822,105083,146795,147402,108767,87560,124494,154253,114434,124208,70484,73766,84454,168344,95516,142172,176634,80726
113969,127280,97593,111696,132257,75924,72217,167579,100394,74071,84789,105119,146780,147382,108762,87547,124482,154292,114427,124218,70469,73770,84443,168285,95492,142120,176678,80695
113999,127289,97591,111688,132256,75908,72201,167639,100401,74083,84794,105100,146773,147398,108764,87542,124481,154289,114431,124181,70455,73770,84443,168307,95488,142142,176666,80669
113940,127252,97594,111690,132248,75924,72198,167555,100378,74090,84796,105109,146794,147396,108770,87575,124476,154275,114411,124198,70452,73778,84443,168244,95489,142077,176700,80646
113945,127270,97582,111672,132246,75920,72204,167617,100392,74074,84779,105101,146768,147386,108761,87559,124458,154291,114492,124163,70460,73768,84433,168301,95495,142207,176671,80646
113985,127232,97592,111736,132263,75881,72210,167713,100386,74090,84783,105053,146794,147377,108764,87586,124541,154279,114459,124190,70454,73765,84483,168333,95500,142195,176639,80639
113944,127273,97571,111720,132238,75880,72203,167727,100348,74077,84827,105003,146847,147400,108767,87568,124511,154262,114477,124210,70456,73763,84463,168312,95525,142191,176637,80690
113930,127281,97560,111711,132213,75889,72237,167707,100327,74047,84772,104997,146900,147396,108761,87551,124542,154221,114475,124190,70470,73773,84473,168278,95524,142171,176590,80672
113945,127289,97551,111694,132221,75857,72250,167798,100318,74030,84764,104947,146872,147416,108775,87575,124518,154232,114489,124178,70476,73759,84475,168315,95536,142195,176635,80704
113960,127290,97533,111696,132202,75890,72256,167751,100284,74031,84762,104968,146956,147379,108760,87569,124533,154226,114459,124183,70474,73755,84468,168313,95546,142154,176688,80707
114050,127309,97533,111648,132201,75911,72271,167706,100312,73993,84727,105025,146920,147412,108761,87569,124506,154255,114476,124177,70480,73759,84443,168315,95522,142173,176686,80711
114024,127324,97574,111665,132193,75940,72255,167577,100340,74011,84727,105039,146875,147417,108761,87572,124520,154180,114442,124180,70464,73790,84457,168290,95538,142183,176716,80696
114000,127326,97562,111680,132195,75934,72267,167649,100369,74034,84763,105014,146775,147410,108759,87568,124506,154188,114480,124221,70506,73781,84473,168302,95552,142221,176698,80689
113991,127318,97550,111704,132240,75950,72281,167611,100365,74089,84809,105052,146814,147366,108777,87554,124550,154223,114505,124214,70506,73750,84493,168349,95569,142227,176757,80716
114030,127322,97545,111713,132247,75923,72269,167670,100420,74077,84819,105015,146798,147392,108779,87564,124572,154233,114503,124193,70490,73740,84473,168361,95574,142218,176750,80747
114032,127318,97535,111705,132213,75934,72269,167654,100391,74083,84844,104993,146856,147455,108775,87575,124569,154189,114502,124188,70483,73752,84463,168328,95589,142211,176757,80741
114050,127319,97528,111693,132203,75911,72298,167708,100380,74052,84807,104927,146848,147467,108778,87579,124565,154154,114481,124184,70505,73751,84473,168320,95609,142176,176830,80735
114014,127327,97515,111663,132204,75881,72319,167796,100341,74056,84810,104897,146905,147443,108774,87582,124547,154193,114470,124177,70519,73742,84455,168340,95601,142161,176813,80757
114026,127331,97514,111639,132205,75891,72313,167793,100302,74029,84763,104929,146985,147446,108776,87588,124538,154228,114489,124174,70503,73740,84437,168361,95586,142200,176778,80761
114051,127344,97517,111656,132212,75863,72301,167827,100315,73991,84711,104899,146973,147468,108779,87591,124558,154219,114501,124190,70493,73741,84448,168343,95579,142195,176842,80735
114045,127359,97504,111671,132228,75867,72293,167810,100282,73999,84735,104926,147006,147474,108782,87581,124559,154268,114507,124171,70487,73720,84456,168356,95576,142176,176880,80732
114040,127339,97503,111660,132220,75862,72278,167817,100301,73973,84715,104945,147018,147456,108767,87582,124564,154308,114492,124150,70463,73725,84437,168340,95539,142155,177004,80738
114065,127327,97496,111646,132166,75871,72258,167825,100290,73968,84711,104952,147025,147500,108770,87602,124549,154300,114507,124144,70442,73741,84433,168301,95513,142187,176907,80712
114084,127329,97486,111653,132168,75861,72266,167860,100261,73962,84695,104928,147015,147489,108766,87601,124562,154308,114511,124155,70449,73741,84473,168315,95518,142186,176914,80680
114097,127349,97493,111645,132167,75875,72271,167817,100247,73965,84710,104947,147052,147438,108766,87591,124567,154300,114534,124154,70444,73747,84464,168299,95518,142215,176960,80692
114078,127359,97496,111677,132184,75885,72270,167809,100264,73948,84693,104972,147018,147453,108766,87594,124595,154301,114546,124152,70448,73739,84493,168339,95526,142247,176880,80694
114116,127349,97492,111689,132184,75889,72265,167796,100292,73965,84732,104961,146988,147443,108766,87596,124602,154285,114528,124169,70447,73735,84487,168338,95545,142216,176915,80716
114108,127361,97491,111668,132196,75891,72280,167804,100299,73979,84753,104953,146992,147455,108763,87583,124589,154278,114541,124162,70455,73728,84473,168366,95559,142245,176885,80719
114118,127359,97490,111681,132218,75895,72284,167797,100312,73982,84742,104942,146988,147471,108769,87591,124600,154262,114544,124171,70461,73714,84473,168391,95591,142246,176896,80721
114116,127369,97505,111683,132210,75909,72295,167739,100333,73983,84754,104934,146983,147483,108768,87585,124608,154208,114499,124167,70469,73732,84463,168349,95606,142186,176849,80734
114152,127365,97521,111655,132224,75851,72312,167816,100339,73984,84761,104895,146948,147510,108768,87588,124565,154236,114499,124165,70499,73737,84444,168324,95578,142172,176783,80748
114164,127348,97523,111677,132234,75874,72285,167796,100279,74009,84753,104914,147031,147484,108779,87595,124565,154213,114509,124150,70482,73730,84453,168364,95599,142210,176720,80747
114138,127311,97513,111687,132219,75892,72293,167758,100316,73966,84706,104899,146983,147476,108776,87603,124575,154179,114517,124173,70494,73733,84453,168346,95624,142206,176696,80732
114136,127331,97505,111683,132183,75897,72320,167755,100330,73990,84740,104952,146970,147484,108775,87587,124587,154257,114498,124161,70513,73747,84460,168307,95556,142183,176659,80750
114198,127333,97495,111658,132183,75902,72291,167752,100306,73999,84756,104954,146971,147488,108778,87599,124571,154268,114522,124155,70479,73739,84464,168319,95561,142203,176544,80777
114178,127340,97494,111669,132183,75896,72293,167771,100314,73998,84742,104910,146978,147459,108780,87600,124597,154215,114518,124156,70474,73737,84472,168325,95594,142200,176559,80724
114166,127345,97495,111664,132185,75902,72317,167755,100308,73997,84756,104907,146987,147475,108782,87605,124590,154197,114513,124154,70495,73737,84467,168324,95606,142192,176575,80735
114173,127349,97489,111663,132147,75900,72325,167772,100315,73991,84746,104914,146976,147476,108778,87603,124582,154196,114510,124154,70503,73752,84463,168287,95567,142189,176523,80757
114184,127350,97499,111647,132169,75921,72318,167710,100287,73995,84748,104903,146964,147479,108780,87601,124559,154135,114521,124155,70491,73749,84480,168297,95622,142204,176533,80762
114185,127359,97507,111670,132157,75935,72347,167689,100329,73987,84738,104932,146921,147421,108764,87589,124581,154142,114524,124157,70529,73762,84483,168294,95605,142230,176458,80748
114215,127346,97503,111683,132165,75928,72338,167696,100339,74016,84780,104934,146885,147439,108771,87595,124590,154156,114534,124174,70525,73755,84503,168303,95604,142232,176547,80796
114223,127354,97497,111690,132161,75945,72335,167679,100334,74038,84805,104912,146905,147421,108775,87584,124601,154094,114536,124164,70520,73752,84503,168310,95642,142238,176573,80795
114211,127350,97506,111684,132153,75965,72363,167596,100353,74026,84801,104938,146870,147434,108774,87591,124594,154080,114525,124168,70543,73764,84497,168261,95633,142208,176537,80796
114194,127362,97507,111684,132147,75963,72364,167618,100374,74037,84817,104892,146819,147430,108766,87583,124584,154006,114517,124152,70549,73768,84504,168274,95673,142215,176539,80826
114233,127331,97515,111676,132159,75945,72397,167645,100370,74065,84839,104910,146819,147411,108767,87595,124576,154063,114515,124168,70581,73767,84503,168276,95639,142212,176507,80827
114232,127347,97533,111683,132157,75951,72364,167629,100353,74065,84832,104905,146843,147402,108767,87584,124572,154029,114469,124166,70553,73782,84503,168273,95655,142180,176510,80857
114229,127336,97518,111658,132157,75940,72377,167659,100360,74053,84815,104896,146826,147402,108765,87582,124539,154069,114473,124192,70581,73770,84483,168277,95644,142169,176512,80824
114225,127336,97518,111647,132139,75940,72370,167656,100345,74073,84803,104874,146868,147394,108783,87580,124544,154042,114471,124175,70564,73780,84473,168252,95649,142165,176466,80822
114210,127340,97519,111645,132153,75930,72383,167677,100330,74049,84783,104829,146865,147415,108780,87590,124540,153981,114474,124175,70575,73772,84483,168268,95690,142167,176505,80806
114212,127338,97514,111648,132158,75940,72405,167668,100331,74050,84781,104805,146879,147390,108779,87590,124538,153929,114485,124175,70598,73767,84475,168290,95728,142187,176577,80818
114196,127338,97516,111653,132156,75941,72433,167664,100346,74041,84772,104799,146866,147405,108776,87587,124548,153917,114490,124180,70622,73765,84478,168286,95728,142198,176573,80846
114204,127349,97513,111664,132163,75953,72434,167673,100346,74049,84788,104754,146850,147413,108775,87582,124548,153816,114492,124182,70626,73765,84484,168331,95793,142228,176603,80882
114216,127347,97516,111660,132174,75950,72481,167691,100367,74048,84796,104795,146829,147400,108769,87574,124545,153896,114475,124207,70669,73759,84483,168354,95763,142213,176512,80888
114209,127379,97519,111646,132210,75941,72448,167689,100375,74062,84809,104837,146846,147406,108766,87557,124540,153985,114484,124213,70638,73743,84463,168380,95739,142215,176520,80939
114223,127385,97509,111659,132198,76002,72409,167588,100390,74057,84793,104822,146868,147433,108774,87558,124562,153858,114487,124204,70604,73742,84448,168394,95818,142229,176474,80891
114231,127367,97525,111649,132214,75992,72481,167584,100457,74054,84795,104861,146775,147482,108785,87574,124569,153915,114483,124214,70665,73745,84453,168388,95775,142225,176521,80858
114221,127391,97524,111665,132207,76015,72441,167535,100457,74105,84857,104833,146769,147483,108788,87571,124565,153833,114496,124213,70637,73749,84453,168380,95829,142242,176599,80931
114205,127367,97517,111678,132193,76014,72485,167547,100482,74106,84854,104862,146730,147475,108789,87571,124586,153891,114499,124214,70680,73749,84464,168368,95792,142241,176645,80898
114221,127374,97523,111673,132184,76023,72462,167516,100468,74128,84891,104856,146747,147474,108792,87572,124593,153850,114504,124210,70653,73758,84473,168351,95799,142247,176630,80956
114221,127377,97526,111683,132192,76012,72474,167525,100474,74120,84884,104858,146716,147476,108797,87579,124592,153865,114498,124210,70671,73758,84483,168347,95794,142232,176668,80928
114194,127370,97515,111679,132177,76015,72465,167525,100466,74132,84901,104857,146728,147449,108790,87572,124579,153869,114494,124204,70662,73758,84475,168327,95782,142214,176660,80948
114197,127361,97476,111662,132143,76057,72468,167546,100460,74126,84888,104833,146733,147448,108787,87574,124564,153797,114449,124193,70653,73748,84473,168405,95835,142199,176631,80935
114178,127365,97463,111576,132148,76058,72524,167528,100488,74118,84877,104823,146696,147441,108785,87578,124512,153788,114505,124230,70681,73734,84427,168392,95852,142238,176640,80922
114195,127452,97463,111616,132122,76063,72534,167494,100493,74133,84859,104834,146701,147451,108773,87545,124561,153782,114482,124200,70679,73747,84455,168335,95830,142186,176676,80924
114200,127438,97458,111593,132115,76072,72530,167444,100481,74124,84892,104814,146684,147462,108765,87559,124527,153730,114467,124180,70679,73749,84453,168298,95846,142137,176584,80965
114204,127418,97462,111570,132107,76110,72553,167317,100486,74126,84878,104843,146657,147427,108757,87567,124494,153705,114461,124155,70698,73756,84443,168244,95861,142102,176564,80945
114228,127398,97464,111572,132114,76095,72565,167400,100528,74132,84872,104837,146592,147407,108746,87575,124500,153738,114451,124130,70713,73755,84446,168301,95857,142131,176548,80953
114207,127369,97438,111563,132074,76132,72557,167365,100516,74173,84913,104821,146636,147400,108755,87598,124507,153681,114479,124165,70709,73758,84436,168292,95890,142162,176554,80968
114203,127401,97466,111561,132081,76124,72603,167372,100532,74159,84893,104817,146607,147433,108769,87586,124535,153664,114426,124165,70734,73774,84463,168299,95892,142130,176506,80952
114187,127435,97464,111538,132112,76123,72599,167375,100532,74175,84930,104778,146594,147422,108770,87588,124490,153612,114427,124196,70751,73755,84443,168336,95954,142129,176472,81002
114195,127431,97454,111540,132174,76127,72626,167350,100552,74189,84906,104746,146603,147409,108785,87576,124493,153579,114445,124192,70777,73714,84423,168399,96028,142125,176449,80982
114186,127433,97429,111546,132167,76132,72652,167343,100606,74186,84904,104743,146613,147445,108785,87580,124519,153583,114476,124167,70793,73698,84386,168396,96033,142131,176457,81014
114192,127420,97475,111548,132207,76136,72659,167350,100607,74183,84914,104775,146622,147534,108788,87599,124536,153570,114460,124140,70781,73710,84393,168459,96037,142189,176492,81047
114200,127422,97470,111585,132192,76141,72640,167348,100642,74169,84921,104795,146560,147547,108772,87607,124533,153586,114453,124206,70794,73715,84393,168452,96015,142179,176528,81056
114207,127430,97466,111570,132176,76130,72630,167407,100638,74207,84953,104808,146545,147537,108782,87570,124511,153629,114463,124209,70782,73720,84393,168468,95976,142216,176522,81060
114203,127440,97466,111577,132174,76119,72610,167422,100614,74208,84949,104835,146573,147519,108777,87562,124521,153694,114489,124229,70762,73722,84407,168457,95935,142245,176500,81041
114209,127467,97504,111602,132197,76080,72581,167451,100595,74195,84940,104812,146593,147500,108772,87543,124553,153686,114489,124224,70734,73738,84428,168424,95922,142251,176481,81023
114231,127460,97530,111647,132141,76099,72558,167400,100559,74184,84948,104860,146618,147502,108775,87548,124558,153661,114458,124227,70739,73789,84448,168345,95866,142243,176498,81008
114225,127415,97534,111646,132162,76063,72545,167470,100542,74174,84937,104849,146530,147478,108780,87552,124514,153680,114491,124258,70747,73778,84483,168367,95843,142281,176488,81015
114216,127410,97510,111682,132167,76051,72518,167655,100513,74213,84960,104819,146558,147360,108770,87524,124522,153676,114552,124256,70720,73760,84496,168533,95860,142460,176469,81000
114216,127403,97520,111713,132178,76047,72530,167648,100502,74182,84947,104809,146602,147349,108746,87505,124573,153652,114566,124341,70717,73761,84516,168524,95873,142470,176443,80996
114218,127525,97549,111739,132201,76019,72531,167646,100502,74151,84959,104812,146591,147372,108735,87435,124585,153649,114545,124340,70723,73768,84530,168495,95849,142435,176415,81032
114232,127507,97512,111751,132201,76036,72502,167650,100485,74154,84972,104837,146582,147366,108728,87434,124546,153657,114569,124333,70717,73741,84523,168540,95850,142451,176390,81052
114226,127463,97475,111733,132180,76064,72502,167512,100509,74150,84950,104845,146554,147329,108717,87429,124536,153622,114588,124318,70688,73725,84513,168433,95863,142355,176342,81027
114202,127496,97438,111710,132174,76113,72522,166554,100526,74140,84957,104779,146512,147334,108680,87408,124512,153442,114543,124215,70680,73702,84503,167557,95979,141520,176361,81014
114221,127436,97456,111621,132185,76172,72614,166339,100586,74140,84968,104823,146432,147320,108646,87453,124430,153381,114514,123532,70743,73707,84444,167494,96025,141433,176351,81019
114221,126787,97436,111614,132167,76147,72643,166462,100675,74158,84957,104872,146317,147327,108616,87909,124417,153535,114596,123491,70787,73703,84429,167542,95935,141565,176487,81059
114218,126722,97462,111671,132177,76164,72584,166471,100626,74228,85017,104883,146392,147338,108635,87955,124501,153533,114557,123514,70714,73717,84485,167603,95956,141592,176478,81085
114224,126772,97444,111659,132207,76144,72595,166473,100657,74187,85031,104854,146378,147344,108630,87935,124506,153593,114584,123588,70744,73687,84469,167599,95978,141565,176477,81064
114197,126811,97401,111670,132232,76141,72595,166475,100655,74225,85044,104859,146472,147372,108673,87918,124566,153701,114631,123532,70730,73642,84458,167621,95987,141557,176428,81065
114213,126778,97409,111666,132186,76150,72588,166423,100669,74192,85028,104928,146576,147466,108698,87978,124639,153714,114570,123473,70690,73674,84440,167529,95899,141465,176416,81072
114224,126774,97420,111616,132193,76150,72547,166509,100645,74156,85021,104952,146482,147585,108719,88037,124525,153743,114550,123458,70658,73677,84433,167631,95884,141532,176381,81062
114232,126749,97411,111608,132193,76159,72531,166545,100652,74170,84993,104920,146476,147463,108674,88012,124514,153708,114567,123539,70650,73670,84423,167685,95922,141586,176344,80981
114199,126817,97441,111615,132169,76171,72560,166466,100663,74179,84990,104904,146484,147471,108681,87963,124541,153616,114519,123567,70674,73706,84424,167602,95935,141532,176370,80958
114235,126857,97453,111601,132166,76192,72583,166437,100660,74182,85003,104923,146422,147493,108691,87947,124490,153552,114502,123566,70717,73717,84431,167613,95941,141534,176358,80995
114200,126819,97452,111599,132158,76214,72589,166374,100685,74215,85005,104941,146333,147426,108695,87950,124447,153515,114484,123593,70730,73721,84431,167592,95950,141503,176339,81011
114182,126830,97483,111580,132169,76200,72599,166400,100709,74244,85027,104931,146278,147374,108673,87913,124416,153534,114480,123583,70731,73739,84422,167601,95949,141537,176341,81015
114203,126821,97481,111613,132167,76185,72592,166552,100699,74267,85039,104995,146306,147353,108666,87914,124455,153708,114487,123620,70755,73737,84441,167712,95868,141641,176326,81015
114226,126816,97447,111617,132158,76173,72536,166606,100676,74276,85047,104992,146388,147369,108696,87918,124500,153727,114512,123701,70698,73717,84443,167730,95847,141645,176355,81028
114223,126904,97407,111602,132136,76183,72523,166593,100654,74261,85033,104997,146407,147413,108729,87885,124478,153731,114551,123679,70661,73700,84438,167712,95839,141648,176340,80968
114207,126925,97408,111595,132123,76199,72530,166583,100649,74221,85007,104978,146405,147400,108690,87868,124487,153695,114532,123638,70641,73709,84448,167723,95869,141647,176326,80943
114213,126934,97408,111576,132114,76201,72558,166526,100661,74204,85015,104981,146400,147393,108660,87873,124492,153713,114544,123656,70669,73712,84442,167663,95863,141616,176338,80947
114218,126953,97439,111587,132135,76197,72559,166522,100659,74218,85018,104948,146408,147404,108678,87875,124514,153622,114523,123620,70670,73724,84455,167673,95905,141627,176462,80966
114207,126915,97453,111606,132139,76207,72580,166515,100669,74220,85029,104943,146369,147413,108690,87911,124494,153624,114510,123649,70710,73731,84455,167694,95922,141645,176706,80973
114212,126904,97400,111608,132158,76197,72591,166542,100685,74241,85039,104939,146376,147383,108689,87891,124518,153667,114573,123677,70729,73681,84454,167725,95928,141645,176630,81009
114211,126916,97417,111607,132196,76178,72586,166516,100687,74260,85051,104942,146424,147415,108726,87898,124541,153697,114593,123613,70687,73673,84442,167700,95927,141637,176662,81024
114221,126919,97401,111646,132177,76190,72565,166567,100689,74209,85039,104944,146445,147467,108688,87914,124571,153668,114603,123583,70680,73671,84447,167756,95930,141694,176482,81017
114207,126867,97381,111638,132170,76193,72574,166554,100691,74204,85047,104936,146419,147488,108693,87938,124562,153658,114613,123623,70679,73660,84452,167739,95937,141672,176550,81022
114216,126927,97411,111626,132197,76189,72583,166636,100690,74204,85055,104948,146417,147469,108673,87898,124551,153623,114588,123592,70675,73668,84448,167846,95936,141743,176663,81027
114219,126921,97378,111636,132249,76166,72570,166655,100706,74192,85049,104949,146363,147467,108657,87903,124509,153673,114571,123682,70683,73614,84439,167878,95946,141644,176538,81028
114223,126978,97330,111578,132238,76149,72547,166727,100713,74211,85052,104936,146418,147434,108646,87831,124450,153680,114620,123616,70635,73582,84363,167903,95929,141669,176581,81021
114212,126951,97293,111572,132229,76158,72540,166680,100684,74162,84981,104936,146444,147496,108611,87848,124442,153710,114645,123581,70596,73559,84363,167863,95939,141624,176666,80953
114225,126978,97355,111554,132222,76160,72553,166704,100690,74108,84960,104932,146468,147480,108552,87827,124460,153698,114543,123513,70580,73611,84357,167880,95933,141611,176607,80941
114229,126957,97307,111527,132199,76158,72553,166718,100684,74090,84956,104902,146465,147516,108546,87866,124426,153700,114612,123612,70626,73587,84343,167862,95943,141633,176644,80942
114210,126978,97305,111539,132293,76141,72572,166720,100665,74137,84936,104870,146509,147500,108613,87850,124472,153688,114595,123560,70610,73535,84365,167946,96019,141579,176684,80924
